month,count,sum,mean
1,31,-0.6718267493560001,-0.021671830624387097
2,28,-1.017499011788,-0.036339250421
3,31,-0.303637964,-0.009794773032258064
4,30,-0.032917359999999986,-0.0010972453333333329
5,31,0.314936967016,0.010159257000516128
6,29,0.283514308,0.009776355448275861
7,31,0.06781179395199999,0.002187477224258064
8,31,1.682689581636,0.05428030908503226
9,30,1.585647783636,0.0528549261212
10,31,1.209967338244,0.03903120445948387
11,30,-0.254390752,-0.008479691733333333
12,31,-1.02565350874,-0.03308559705612903
