month,count,sum,mean
1,31,0.4836880323212092,0.015602839752297072
2,28,-0.4114144548140113,-0.01469337338621469
3,31,-0.7487461777815291,-0.02415310250908158
4,30,-0.6450201640730963,-0.021500672135769876
5,31,-0.893271559316289,-0.02881521159084803
6,30,-0.9477307653935985,-0.03159102551311995
7,31,-1.0594377374616006,-0.034175410885858085
8,30,-1.502261395603379,-0.05007537985344597
9,30,-1.4000575329672336,-0.04666858443224112
10,31,-1.203055766511985,-0.038808250532644674
11,30,-1.0623924006852654,-0.03541308002284218
12,31,-1.080704061472585,-0.03486142133782532
