month,count,sum,mean
1,31,-1.16450652444,-0.037564726594838706
2,28,-1.574403886496,-0.056228710232
3,31,-0.804423242868,-0.025949136866709677
4,30,-0.696337670588,-0.023211255686266665
5,31,-0.4572817765600001,-0.014751025050322584
6,30,0.4998487847919999,0.01666162615973333
7,31,-0.766037467776,-0.024710886057290323
8,31,-0.237033771212,-0.0076462506842580645
9,30,-0.12552663200000003,-0.004184221066666668
10,31,0.9350081774600001,0.030161554111612907
11,28,0.532465314556,0.019016618377
12,31,0.808860376576,0.02609227021212903
