month,count,sum,mean
1,31,-0.9029724667250001,-0.029128144087903228
2,28,-0.9034174002,-0.03226490715
3,31,-0.6004390346500001,-0.01936900111774194
4,30,-0.9783277365750002,-0.032610924552500004
5,31,-0.8986521232500001,-0.028988778169354842
6,30,-0.762483052625,-0.025416101754166667
7,31,-0.5106399613000001,-0.016472256816129037
8,31,-0.21561121855,-0.006955200598387097
9,28,-0.44980078955,-0.0160643139125
10,31,-0.31304412195000003,-0.010098197482258065
11,30,-0.47622778682500005,-0.015874259560833336
12,31,-0.609143814825,-0.019649800478225808
