month,count,sum,mean
1,31,-1.2377570153702788,-0.03992764565710577
2,28,-1.2387271452275965,-0.04424025518669988
3,31,-1.899083679263739,-0.06126076384721739
4,30,-1.4946730747087487,-0.04982243582362496
5,31,-1.330879987266801,-0.04293161249247745
6,30,-0.740895345731867,-0.024696511524395566
7,31,-0.9493761197058481,-0.030625036119543488
8,31,-0.6761478625236754,-0.021811221371731464
9,30,-0.6765380333946774,-0.02255126777982258
10,31,-0.3895362704585595,-0.012565686143824499
11,28,-0.6886894409989136,-0.024596051464246916
12,0,0.0,
