month,count,sum,mean
1,31,0.5470254635440001,0.017645982694967744
2,28,0.145697244,0.005203473
3,31,2.095544249428,0.06759820159445161
4,30,0.124255208,0.004141840266666667
5,31,-0.18912432,-0.0061007845161290325
6,30,-0.16940400400000002,-0.005646800133333334
7,6,-0.11338188400000002,-0.01889698066666667
8,20,-0.191561216,-0.0095780608
9,30,-0.409001208,-0.0136333736
10,31,-0.326822188,-0.010542651225806452
11,30,-0.175604998912,-0.005853499963733333
12,31,0.015199373055999991,0.000490302356645161
