month,count,sum,mean
1,31,0.12674313057963368,0.00408848808321399
2,28,0.2793125717999172,0.009975448992854186
3,31,1.1129482512046256,0.035901556490471796
4,30,0.01921825641210167,0.0006406085470700556
5,31,0.5280029205299973,0.017032352275161203
6,30,0.4941984650118037,0.016473282167060125
7,31,0.7521158428668671,0.024261801382802164
8,31,0.5820888867796459,0.018777060863859545
9,30,0.6376783183007088,0.021255943943356958
10,31,0.40887418047541685,0.013189489692755383
11,30,0.5142701583602836,0.017142338612009454
12,31,0.64689074643003,0.020867443433226773
