month,count,sum,mean
1,31,0.24226579655600003,0.00781502569535484
2,28,-0.25996647600000006,-0.009284517000000003
3,31,1.358566939828,0.04382473999445161
4,30,0.6717886343280001,0.0223929544776
5,31,0.269510400992,0.008693883902967743
6,28,0.44284397082800003,0.015815856101
7,31,0.051479428,0.0016606267096774194
8,31,0.548762337088,0.01770201087380645
9,30,0.755196716792,0.025173223893066664
10,31,0.77929966744,0.02513869894967742
11,30,0.13496960400000002,0.004498986800000001
12,31,0.49789916806,0.016061263485806453
