month,count,sum,mean
1,31,-0.7707462504123178,-0.02486278227136509
2,28,-0.8722337986210912,-0.0311512070936104
3,31,-0.9774922328849219,-0.03153200751241684
4,30,-0.2598583935466507,-0.008661946451555023
5,31,-0.6145522785796267,-0.0198242670509557
6,30,-0.4188668414996033,-0.013962228049986777
7,31,-1.1646313013008998,-0.037568751654867734
8,31,-0.6647057455636727,-0.021442120824634602
9,30,-1.332034047910255,-0.04440113493034183
10,31,-0.7697535125403329,-0.024830758469042997
11,30,-0.8201277094555489,-0.027337590315184963
12,0,0.0,
