month,count,sum,mean
1,31,-1.0944947618282592,-0.03530628263962127
2,28,-0.950970648633595,-0.03396323745119982
3,31,-1.5462866403253812,-0.04988021420404456
4,30,-0.45967533354594986,-0.015322511118198328
5,31,-0.7980732939273049,-0.02574429980410661
6,30,-0.5484812324569276,-0.018282707748564254
7,31,0.4250271139226111,0.013710552062019713
8,31,0.3450957088233632,0.011132119639463329
9,30,0.7984292676368434,0.026614308921228114
10,31,0.6289452668595593,0.020288556995469654
11,30,-0.22212434982086202,-0.007404144994028734
12,31,-0.9554785308852222,-0.030821888093071684
