month,count,sum,mean
1,31,0.40926343679199995,0.013202046348129031
2,28,0.265764834048,0.009491601216
3,31,0.664791552208,0.021444888780903226
4,30,0.21819490000000002,0.007273163333333334
5,31,1.1069187168199999,0.03570705538129032
6,30,0.30840583289600004,0.010280194429866668
7,31,0.38185581557200005,0.012317929534580647
8,31,0.15194841200000003,0.004901561677419356
9,30,0.00838345200000001,0.0002794484000000003
10,31,0.066590832,0.0021480913548387096
11,30,0.26364830800000005,0.008788276933333335
12,31,0.5897415221600001,0.019023920069677423
