month,count,sum,mean
1,31,-1.6500967545487253,-0.053228927566087915
2,28,-1.7949955666410575,-0.06410698452289491
3,31,-1.5505676839494864,-0.050018312385467306
4,30,-0.7450923207920482,-0.024836410693068276
5,31,-0.9175436561011442,-0.02959818245487562
6,30,-0.7058855548689087,-0.02352951849563029
7,31,-1.815610340157055,-0.058568075488937256
8,31,-1.6354575667464633,-0.05275669570149882
9,30,-1.6051871716977901,-0.053506239056593005
10,31,-1.0453423833828068,-0.033720722044606674
11,5,-0.18376550330017455,-0.03675310066003491
12,0,0.0,
