month,count,sum,mean
1,31,1.3633403784279998,0.04397872188477419
2,28,0.737626324596,0.026343797307
3,31,1.358302223572,0.04381620076038709
4,30,0.2993673760000001,0.009978912533333335
5,31,0.6603909430439999,0.021302933646580643
6,30,-0.009164848000000003,-0.00030549493333333343
7,31,0.30998852219999995,0.009999629748387095
8,31,-0.02040900400000001,-0.0006583549677419357
9,30,-0.14808116400000002,-0.0049360388000000005
10,31,-0.088748044,-0.002862840129032258
11,30,0.350694910972,0.011689830365733334
12,31,0.8730459344320001,0.028162772078451616
