month,count,sum,mean
1,8,-0.067269256775,-0.008408657096875
2,28,-0.32000242697500003,-0.011428658106250001
3,31,-0.21264839067500002,-0.006859625505645162
4,30,-0.8118256349000001,-0.027060854496666672
5,31,-0.44101292497500005,-0.014226223386290324
6,30,-0.42098650492500006,-0.014032883497500002
7,31,-0.7046906420750001,-0.022731956195967747
8,31,-0.53755125375,-0.017340363024193547
9,29,-0.8063128274250001,-0.027803890600862073
10,31,-0.46966627400000005,-0.015150524967741937
11,30,-0.15338351665000002,-0.005112783888333334
12,31,0.15116569212500003,0.0048763126491935494
