month,count,sum,mean
1,31,-0.29386912251756525,-0.009479649113469846
2,28,-0.08185406292112693,-0.0029233593900402474
3,31,0.4679684604016622,0.015095756787150394
4,30,-0.012226231198379291,-0.00040754103994597636
5,31,0.36590149452331583,0.011803274016881155
6,30,0.4593544565011913,0.015311815216706376
7,31,0.8837267171718256,0.028507313457155663
8,31,0.787465922327826,0.025402126526704063
9,30,0.9945476381108066,0.03315158793702689
10,31,0.5294963774030506,0.01708052830332421
11,30,0.2072204644199877,0.00690734881399959
12,31,0.09367157867487752,0.0030216638282218556
