month,count,sum,mean
1,31,-1.204520593347045,-0.038855503011195
2,28,-1.3896335145928722,-0.04962976837831686
3,31,-1.3888111813307005,-0.04480036068808711
4,30,-0.5661584771167862,-0.018871949237226206
5,31,-0.7650734262297412,-0.024679787942894875
6,30,-0.4538059569648022,-0.015126865232160074
7,31,-1.0425591986890728,-0.0336309418931959
8,31,-1.0260642283439725,-0.03309884607561202
9,30,-1.5224707215912323,-0.050749024053041075
10,31,-0.9918737711842653,-0.03199592810271824
11,30,-1.2402393056691663,-0.04134131018897221
12,10,-0.50067070817419,-0.050067070817419
