month,count,sum,mean
1,31,0.0623016724801221,0.0020097313703265193
2,28,-0.08876659091761623,-0.003170235389914865
3,31,0.32979044512716005,0.01063840145571484
4,30,-0.25268897485548725,-0.008422965828516241
5,31,-0.34647421615388346,-0.011176587617867209
6,30,-0.6428684936214459,-0.02142894978738153
7,30,-0.3835927640411709,-0.01278642546803903
8,31,-0.2653958681118017,-0.008561157035864572
9,30,-0.5101625709616411,-0.017005419032054703
10,31,0.14526272122692999,0.0046858942331267734
11,30,0.3418964140461197,0.011396547134870656
12,27,0.37599832318298965,0.01392586382159221
