month,count,sum,mean
1,29,0.11670612800000002,0.004024349241379311
2,28,-0.6590130120000001,-0.023536179
3,31,0.11449438,0.0036933670967741936
4,30,0.7195407131079999,0.023984690436933333
5,31,0.5255889900240001,0.016954483549161292
6,30,0.6110234177320001,0.020367447257733335
7,31,0.516185882464,0.01665115749883871
8,31,1.088179796872,0.03510257409264516
9,30,1.265143843292,0.04217146144306667
10,31,1.41208799424,0.04555122562064516
11,30,0.054446084,0.0018148694666666667
12,31,0.04450393239599999,0.0014356107224516126
