month,count,sum,mean
1,31,-0.20299552694400003,-0.006548242804645162
2,28,0.18089001349999997,0.006460357624999999
3,31,0.1645266,0.005307309677419355
4,30,0.159432308644,0.005314410288133333
5,31,1.073816978668,0.0346392573763871
6,30,0.764431157196,0.0254810385732
7,31,0.60626385764,0.019556898633548387
8,31,0.513284464,0.01655756335483871
9,30,0.428976926112,0.0142992308704
10,31,0.47037403884800005,0.01517335609187097
11,30,0.11001790800000001,0.0036672636000000002
12,31,0.014237300000000005,0.00045926774193548404
