month,count,sum,mean
1,31,-1.76624251132,-0.056975564881290325
2,28,-2.117970581916,-0.075641806497
3,31,-1.2444408802840001,-0.04014325420270968
4,30,-0.6031582480000001,-0.020105274933333337
5,30,-0.43474837235200003,-0.014491612411733334
6,30,0.130446059212,0.004348201973733334
7,31,-0.30708862800000003,-0.009906084774193549
8,31,0.18108521200000002,0.005841458451612904
9,30,0.228511976,0.0076170658666666665
10,31,0.957564777932,0.030889186384903226
11,30,0.282808230628,0.009426941020933333
12,29,0.126372289092,0.004357665141103448
