month,count,sum,mean
1,31,-2.1540807655632013,-0.06948647630849036
2,28,-2.2277912219930767,-0.07956397221403845
3,31,-1.5393815864165694,-0.049657470529566754
4,30,-1.1275302885777283,-0.03758434295259094
5,31,-1.2378740953582412,-0.03993142243091101
6,30,-0.9528039923862748,-0.031760133079542494
7,31,-1.1619446441076469,-0.03748208529379506
8,31,-0.5865890248672238,-0.01892222660862012
9,30,-0.7592837828641634,-0.02530945942880545
10,31,-0.616036772677721,-0.019872153957345838
11,30,-0.45582709233655966,-0.015194236411218654
12,31,-0.8567230726430991,-0.02763622814977739
