month,count,sum,mean
1,31,-1.5920786982578947,-0.051357377363157895
2,28,-1.0849751522324522,-0.03874911257973044
3,31,-0.9275962726089633,-0.02992246040674075
4,30,-1.0161578347696838,-0.03387192782565613
5,31,-0.47259220330899376,-0.01524490978416109
6,30,-0.29793686796729935,-0.009931228932243312
7,31,-0.13343745736994111,-0.004304434108707778
8,30,0.166091499815291,0.0055363833271763665
9,30,0.0987772254126715,0.0032925741804223836
10,31,0.4970310779338088,0.016033260578509963
11,30,0.6462850912008569,0.021542836373361896
12,31,-0.32969645133829,-0.010635369398009355
