month,count,sum,mean
1,31,-1.4354362403100944,-0.046304394848712724
2,28,-1.2757301251810265,-0.04556179018503666
3,31,-1.3286397453450711,-0.04285934662403455
4,30,-1.4791879740574079,-0.04930626580191359
5,31,-1.0158457031359858,-0.03276921623019309
6,30,-0.5129627363930971,-0.017098757879769902
7,31,-0.5706794571224735,-0.01840901474588624
8,31,-0.7739477862519151,-0.02496605762102952
9,30,-0.7694472791897368,-0.02564824263965789
10,31,-0.6548247310107591,-0.021123378419701907
11,30,-0.4631776835218539,-0.01543925611739513
12,31,-0.6398472550840547,-0.020640234034969507
