month,count,sum,mean
1,31,-0.5742296851466001,-0.01852353823053549
2,28,-0.5073790063741248,-0.018120678799075886
3,31,-0.28214121347713345,-0.009101329467004305
4,30,-0.09753656397630439,-0.0032512187992101466
5,31,-0.10385361233963471,-0.0033501165270849904
6,30,-0.17568904425370188,-0.005856301475123396
7,31,0.06705256137275438,0.0021629858507340124
8,31,0.1344341845678253,0.004336586598962106
9,30,0.15214092516573557,0.005071364172191186
10,31,0.8759085492464118,0.028255114491819736
11,30,0.13486562418132064,0.004495520806044022
12,31,0.2607688620232473,0.008411898774943461
