month,count,sum,mean
1,31,-0.86079420742,-0.027767555078064516
2,28,-1.235658702012,-0.044130667929
3,31,-0.029755409180000022,-0.0009598519090322588
4,30,-0.23165080400000002,-0.007721693466666667
5,31,-0.14974525935600003,-0.004830492237290323
6,30,0.542409588812,0.018080319627066667
7,31,-0.39724053600000003,-0.01281421083870968
8,31,0.584764768896,0.01886337964180645
9,30,0.115821004992,0.0038607001664
10,31,1.231023729432,0.039710442884903226
11,29,0.381686636716,0.01316160816262069
12,31,0.83930643748,0.027074401209032258
