month,count,sum,mean
1,31,0.028140941499999985,0.0009077723064516124
2,28,-0.616688467696,-0.022024588132000002
3,31,0.7410799865559999,0.02390580601793548
4,30,1.181302949316,0.0393767649772
5,31,0.4296163368,0.01385859150967742
6,30,0.6608455951159999,0.022028186503866665
7,31,0.49112068418000004,0.01584260271548387
8,31,0.837941159272,0.02703035997651613
9,30,0.91215664274,0.030405221424666666
10,31,0.8908965154879999,0.028738597273806447
11,30,0.13421469600000002,0.004473823200000001
12,31,0.314227205404,0.010136361464645161
