month,count,sum,mean
1,31,-0.27050870000000005,-0.008726087096774195
2,28,-0.6743157015000001,-0.024082703625000004
3,31,-0.5437191760000001,-0.017539328258064518
4,30,-0.8902204550400001,-0.029674015168000004
5,31,-0.941661243068,-0.030376169131225806
6,29,-1.267273213612,-0.043699076331448275
7,31,-1.754954831924,-0.05661144619109677
8,31,-1.7780709769479999,-0.05735712828864516
9,30,-1.382513880972,-0.046083796032399996
10,31,-1.9284921643119999,-0.0622094246552258
11,30,-2.201305215564,-0.0733768405188
12,29,-1.9164984183799998,-0.06608615235793103
