month,count,sum,mean
1,31,-0.3579496132598974,-0.011546761718061205
2,28,-0.33840457905519994,-0.012085877823399998
3,31,-0.04476752310334872,-0.0014441136484951201
4,30,-0.13349783683657024,-0.004449927894552341
5,31,-0.12574345733567735,-0.004056240559215398
6,30,-0.33663612937137005,-0.011221204312379001
7,31,-0.06255044437575498,-0.0020177562701856446
8,31,-0.005479062620549816,-0.00017674395550160697
9,30,-0.11167841248109317,-0.0037226137493697724
10,31,0.8603910108867827,0.027754548738283313
11,30,0.28405268932208777,0.009468422977402925
12,31,0.7963042994977876,0.025687235467670568
