month,count,sum,mean
1,31,0.185993997056,0.005999806356645161
2,28,-0.014409472,-0.000514624
3,31,0.0005827360000000006,1.8797935483870987e-05
4,30,-0.32593484000000006,-0.010864494666666669
5,31,-0.6136535665680001,-0.01979527634090323
6,30,-1.137682575932,-0.03792275253106667
7,31,-1.071850173632,-0.03457581205264516
8,31,-0.919195368812,-0.029651463510064518
9,30,-1.292946558316,-0.04309821861053333
10,31,-1.20965291244,-0.0390210616916129
11,28,-1.25390681738,-0.044782386335
12,31,-2.118010136928,-0.06832290764283871
