month,count,sum,mean
1,31,-0.545770792,-0.017605509419354837
2,28,-0.597455987212,-0.021337713829
3,31,-0.5947880400000001,-0.019186710967741938
4,30,-0.9451260901880001,-0.03150420300626667
5,31,-0.860070658804,-0.027744214800129032
6,30,-0.675874637088,-0.022529154569599998
7,31,-0.84982644768,-0.027413756376774196
8,29,-0.609191020032,-0.021006586897655173
9,30,-1.0467581514320001,-0.03489193838106667
10,31,-0.777576780764,-0.025083121960129035
11,30,-0.559102644268,-0.018636754808933335
12,31,-0.589972036388,-0.01903135601251613
