month,count,sum,mean
1,31,-0.8531011408228396,-0.027519391639446437
2,28,-0.5256028091875885,-0.018771528899556734
3,31,-0.3259082822402556,-0.010513170394846954
4,30,-0.26567913051228154,-0.008855971017076051
5,31,-0.28525690472740456,-0.00920183563636789
6,30,-0.031340899486752824,-0.0010446966495584276
7,31,0.703775470013186,0.022702434516554387
8,31,1.0125948785311891,0.03266435092036094
9,30,1.2599481135750743,0.04199827045250248
10,31,1.0552426253467286,0.03404008468860415
11,30,-0.343109236589976,-0.0114369745529992
12,31,-0.6273792615323008,-0.02023804069459035
