month,count,sum,mean
1,31,-2.144156518827549,-0.06916633931701771
2,28,-2.036325096229048,-0.07272589629389457
3,31,-1.473908675223472,-0.04754544113624103
4,30,-1.279009316402198,-0.04263364388007327
5,31,-0.8805716650055685,-0.02840553758082479
6,30,-0.8034833098375906,-0.026782776994586355
7,31,-0.934186831110849,-0.030135059068091902
8,31,-0.2498049811127924,-0.00805822519718685
9,30,-0.3903638917577605,-0.013012129725258682
10,31,-0.12393508537272506,-0.003997905979765325
11,30,-0.21796031567309826,-0.007265343855769942
12,31,-0.52226622814337,-0.016847297682044193
