month,count,sum,mean
1,31,-0.9488699164021429,-0.030608706980714287
2,28,-1.1913282095149753,-0.04254743605410626
3,31,-1.2418840429922757,-0.04006077558039599
4,30,-1.3784914273504554,-0.04594971424501518
5,31,-1.056695351382078,-0.03408694681877671
6,30,-0.7265471910254485,-0.024218239700848285
7,31,-0.5496197713848426,-0.01772967004467234
8,31,-0.6665896834515274,-0.0215028930145654
9,30,-0.7142701112702523,-0.02380900370900841
10,31,-0.6484242627753393,-0.020916911702430298
11,30,-0.64577191661105,-0.021525730553701668
12,31,-0.8618369340013528,-0.027801191419398477
