month,count,sum,mean
1,31,-0.129605784,-0.004180831741935484
2,28,-0.36630255200000006,-0.013082234000000002
3,31,-0.32156432,-0.010373042580645161
4,30,-0.7115398429440001,-0.023717994764800004
5,31,-0.797172117952,-0.02571522961135484
6,28,-0.970242571648,-0.034651520415999996
7,31,-1.299502699516,-0.041919441919870966
8,31,-1.272031572112,-0.04103327651974193
9,30,-1.217035314292,-0.040567843809733335
10,31,-1.450169392112,-0.04677965781006452
11,30,-1.8869045378399998,-0.06289681792799999
12,30,-2.271501154664,-0.07571670515546666
