month,count,sum,mean
1,31,0.5510187636085213,0.017774798826081333
2,28,0.5349049785220615,0.019103749232930768
3,31,2.745921226870961,0.08857810409261165
4,30,-0.14246120182158356,-0.0047487067273861185
5,31,-0.037237775269918186,-0.001201218557094135
6,30,-0.4278705191366198,-0.014262350637887326
7,31,-0.3237347268276802,-0.010443055704118716
8,31,-0.4515599415771676,-0.01456644972829573
9,30,-0.309475883745564,-0.0103158627915188
10,31,0.10168599710942192,0.0032801934551426426
11,30,0.24186504802999953,0.00806216826766665
12,31,1.2957547527146032,0.04179854041014849
