month,count,sum,mean
1,31,-0.01973356000000001,-0.0006365664516129036
2,28,-0.21675130400000003,-0.007741118000000001
3,31,-0.504981512644,-0.01628972621432258
4,30,-0.516590464992,-0.0172196821664
5,31,-0.48524411308800003,-0.015653035906064518
6,30,-0.229368097056,-0.0076456032352
7,30,-0.17464862800000003,-0.005821620933333335
8,31,-0.16974112400000002,-0.005475520129032259
9,30,-0.47036066000000004,-0.01567868866666667
10,31,-0.373454312,-0.012046913290322581
11,30,-0.22672403600000002,-0.007557467866666667
12,31,0.116574150336,0.0037604564624516127
