time2,year,month,day,winds_u,winds_v
01-01,2003.0,1.0,1.0,-3.8944445,-1.6111112
01-02,2003.0,1.0,2.0,-4.266667,-2.1388888
01-03,2003.0,1.0,3.0,-4.1611114,-2.2333333
01-04,2003.0,1.0,4.0,-3.955556,-2.5277777
01-05,2003.0,1.0,5.0,-3.838889,-2.0055554
01-06,2003.0,1.0,6.0,-4.1055555,-1.9499999
01-07,2003.0,1.0,7.0,-4.5833335,-1.6333334
01-08,2003.0,1.0,8.0,-4.8500004,-2.0722222
01-09,2003.0,1.0,9.0,-4.55,-2.7166667
01-10,2003.0,1.0,10.0,-4.2166667,-2.5277777
01-11,2003.0,1.0,11.0,-3.983333,-2.4666667
01-12,2003.0,1.0,12.0,-3.9777777,-2.6388888
01-13,2003.0,1.0,13.0,-4.788889,-2.7166667
01-14,2003.0,1.0,14.0,-4.2555556,-2.438889
01-15,2003.0,1.0,15.0,-4.1055555,-1.9277778
01-16,2003.0,1.0,16.0,-3.6722221,-1.5111111
01-17,2003.0,1.0,17.0,-3.952941,-1.6705883
01-18,2003.0,1.0,18.0,-3.766667,-2.2055557
01-19,2003.0,1.0,19.0,-3.622222,-2.1999998
01-20,2003.0,1.0,20.0,-4.061111,-2.2833333
01-21,2003.0,1.0,21.0,-4.3944445,-2.6111112
01-22,2003.0,1.0,22.0,-4.5944443,-3.0166667
01-23,2003.0,1.0,23.0,-4.383333,-2.8888888
01-24,2003.0,1.0,24.0,-4.366667,-2.938889
01-25,2003.0,1.0,25.0,-4.538889,-2.9277778
01-26,2003.0,1.0,26.0,-4.3944445,-2.288889
01-27,2003.0,1.0,27.0,-4.2722225,-2.6166668
01-28,2003.0,1.0,28.0,-4.3999996,-2.3444445
01-29,2003.0,1.0,29.0,-4.6944447,-2.85
01-30,2003.0,1.0,30.0,-4.888889,-2.8166666
01-31,2003.0,1.0,31.0,-4.7555556,-2.5944445
02-01,2003.0,2.0,1.0,-5.070588,-2.217647
02-02,2003.0,2.0,2.0,-5.22353,-2.0470588
02-03,2003.0,2.0,3.0,-5.064706,-2.0588236
02-04,2003.0,2.0,4.0,-5.282353,-2.464706
02-05,2003.0,2.0,5.0,-4.970588,-2.5235295
02-06,2003.0,2.0,6.0,-5.0411763,-2.5294118
02-07,2003.0,2.0,7.0,-3.93125,-2.10625
02-08,2003.0,2.0,8.0,-4.7235293,-2.7411764
02-09,2003.0,2.0,9.0,-4.958823,-1.9882352
02-10,2003.0,2.0,10.0,-4.3,-1.425
02-11,2003.0,2.0,11.0,-4.6588235,-2.5941176
02-12,2003.0,2.0,12.0,-4.535294,-2.5588236
02-13,2003.0,2.0,13.0,-4.9941177,-2.2411764
02-14,2003.0,2.0,14.0,-4.7588234,-2.282353
02-15,2003.0,2.0,15.0,-4.464706,-2.3235295
02-16,2003.0,2.0,16.0,-4.516667,-2.4833333
02-17,2003.0,2.0,17.0,-4.0,-3.0222223
02-18,2003.0,2.0,18.0,-4.238889,-2.7611113
02-19,2003.0,2.0,19.0,-4.076471,-2.3705883
02-20,2003.0,2.0,20.0,-4.1555557,-2.4055555
02-21,2003.0,2.0,21.0,-4.711111,-1.7111111
02-22,2003.0,2.0,22.0,-4.188889,-1.5777777
02-23,2003.0,2.0,23.0,-4.4444447,-2.1333334
02-24,2003.0,2.0,24.0,-3.8647058,-2.4411764
02-25,2003.0,2.0,25.0,-3.9055557,-2.1777778
02-26,2003.0,2.0,26.0,-3.1999998,-1.4166666
02-27,2003.0,2.0,27.0,-3.1,-1.8499999
02-28,2003.0,2.0,28.0,-4.1555557,-2.0722222
03-01,2003.0,3.0,1.0,-4.082353,-2.3176472
03-02,2003.0,3.0,2.0,-4.0,-1.6529411
03-03,2003.0,3.0,3.0,-4.2941175,-1.8941177
03-04,2003.0,3.0,4.0,-4.733333,-2.6277778
03-05,2003.0,3.0,5.0,-3.9222221,-2.2222223
03-06,2003.0,3.0,6.0,-4.311111,-3.2277777
03-07,2003.0,3.0,7.0,-4.5277777,-3.0777779
03-08,2003.0,3.0,8.0,-3.5500002,-2.7388887
03-09,2003.0,3.0,9.0,-3.6444445,-1.9055555
03-10,2003.0,3.0,10.0,-4.1157894,-2.4052632
03-11,2003.0,3.0,11.0,-4.5789475,-2.8210526
03-12,2003.0,3.0,12.0,-3.7421052,-2.0684211
03-13,2003.0,3.0,13.0,-3.7105262,-2.0210526
03-14,2003.0,3.0,14.0,-4.010526,-1.7947367
03-15,2003.0,3.0,15.0,-4.726316,-1.8315789
03-16,2003.0,3.0,16.0,-5.1578946,-1.9578948
03-17,2003.0,3.0,17.0,-4.505263,-2.2736843
03-18,2003.0,3.0,18.0,-3.8210526,-2.5789473
03-19,2003.0,3.0,19.0,-3.8368423,-2.0052633
03-20,2003.0,3.0,20.0,-3.6684208,-1.0421053
03-21,2003.0,3.0,21.0,-3.6052632,-1.2210526
03-22,2003.0,3.0,22.0,-4.3263154,-1.8315789
03-23,2003.0,3.0,23.0,-4.0842104,-1.3052632
03-24,2003.0,3.0,24.0,-4.494737,-1.7210526
03-25,2003.0,3.0,25.0,-4.036842,-2.0210526
03-26,2003.0,3.0,26.0,-4.457895,-2.0157895
03-27,2003.0,3.0,27.0,-4.8526316,-2.3263159
03-28,2003.0,3.0,28.0,-4.7894735,-1.6473684
03-29,2003.0,3.0,29.0,-4.4368424,-1.9263157
03-30,2003.0,3.0,30.0,-3.5684211,-1.7842104
03-31,2003.0,3.0,31.0,-4.105263,-1.9157896
04-01,2003.0,4.0,1.0,-4.457895,-1.1315789
04-02,2003.0,4.0,2.0,-4.1789474,-1.2526315
04-03,2003.0,4.0,3.0,-3.863158,-1.2578948
04-04,2003.0,4.0,4.0,-3.9684212,-1.231579
04-05,2003.0,4.0,5.0,-4.0947366,-1.4894737
04-06,2003.0,4.0,6.0,-3.9736843,-1.8263159
04-07,2003.0,4.0,7.0,-3.5631578,-0.90000004
04-08,2003.0,4.0,8.0,-3.8368423,-0.8894737
04-09,2003.0,4.0,9.0,-3.1526318,-1.3578948
04-10,2003.0,4.0,10.0,-2.7736843,-1.2789474
04-11,2003.0,4.0,11.0,-2.805263,-1.3421053
04-12,2003.0,4.0,12.0,-2.868421,-1.3421053
04-13,2003.0,4.0,13.0,-2.9894736,-1.2157894
04-14,2003.0,4.0,14.0,-4.042105,-1.1789473
04-15,2003.0,4.0,15.0,-3.4263158,-0.53157896
04-16,2003.0,4.0,16.0,-3.5473685,-1.2210525
04-17,2003.0,4.0,17.0,-3.688889,-1.1944444
04-18,2003.0,4.0,18.0,-3.5222223,-1.3666667
04-19,2003.0,4.0,19.0,-3.3666666,-0.8055556
04-20,2003.0,4.0,20.0,-3.9444444,-0.8611111
04-21,2003.0,4.0,21.0,-3.8444443,-1.2555556
04-22,2003.0,4.0,22.0,-3.661111,-0.5777778
04-23,2003.0,4.0,23.0,-4.0277777,-1.3944445
04-24,2003.0,4.0,24.0,-3.8833334,-1.0222222
04-25,2003.0,4.0,25.0,-3.8555555,-1.0055556
04-26,2003.0,4.0,26.0,-3.9666667,-1.0444444
04-27,2003.0,4.0,27.0,-4.1894736,-1.031579
04-28,2003.0,4.0,28.0,-4.226316,-1.0
04-29,2003.0,4.0,29.0,-4.0894737,-1.6105263
04-30,2003.0,4.0,30.0,-4.1526318,-1.2157894
05-01,2003.0,5.0,1.0,-3.6631577,-1.1105263
05-02,2003.0,5.0,2.0,-4.668421,-0.8473684
05-03,2003.0,5.0,3.0,-4.0684214,-1.0578947
05-04,2003.0,5.0,4.0,-4.6944447,-1.1333333
05-05,2003.0,5.0,5.0,-4.2444444,-0.76666665
05-06,2003.0,5.0,6.0,-3.838889,-0.76666665
05-07,2003.0,5.0,7.0,-3.9277775,-0.8388889
05-08,2003.0,5.0,8.0,-3.9277775,-0.82222223
05-09,2003.0,5.0,9.0,-4.0944443,-1.1777778
05-10,2003.0,5.0,10.0,-4.1666665,-1.2944444
05-11,2003.0,5.0,11.0,-3.5166667,-0.9722222
05-12,2003.0,5.0,12.0,-3.0333333,-1.0777777
05-13,2003.0,5.0,13.0,-2.5055554,-0.8833334
05-14,2003.0,5.0,14.0,-3.1388888,-0.64444447
05-15,2003.0,5.0,15.0,-2.1166666,-0.39999998
05-16,2003.0,5.0,16.0,-2.6277778,-0.2777778
05-17,2003.0,5.0,17.0,-3.0666666,-0.34444445
05-18,2003.0,5.0,18.0,-1.7055556,-1.1611111
05-19,2003.0,5.0,19.0,-2.264706,-0.81176466
05-20,2003.0,5.0,20.0,-1.9294118,-0.53529406
05-21,2003.0,5.0,21.0,-2.7470589,-0.18235293
05-22,2003.0,5.0,22.0,-3.0529413,-0.17647061
05-23,2003.0,5.0,23.0,-2.6944444,0.37777779
05-24,2003.0,5.0,24.0,-3.2294118,-0.6058823
05-25,2003.0,5.0,25.0,-3.2529411,-0.047058824
05-26,2003.0,5.0,26.0,-3.5666666,-0.56666666
05-27,2003.0,5.0,27.0,-3.375,0.050000004
05-28,2003.0,5.0,28.0,-3.2,-0.24374999
05-29,2003.0,5.0,29.0,-3.31875,-0.65
05-30,2003.0,5.0,30.0,-3.82,-0.6666667
05-31,2003.0,5.0,31.0,-3.0600002,-0.18666667
06-01,2003.0,6.0,1.0,-3.0866666,-0.28
06-02,2003.0,6.0,2.0,-2.76,-0.45999998
06-03,2003.0,6.0,3.0,-3.2733333,-0.6733333
06-04,2003.0,6.0,4.0,-3.1399999,-0.41333333
06-05,2003.0,6.0,5.0,-2.7933335,-0.21333332
