time2,year,month,day,winds_u,winds_v
01-01,2006.0,1.0,1.0,-5.452003,-2.7170784
01-02,2006.0,1.0,2.0,-5.803812,-2.5975635
01-03,2006.0,1.0,3.0,-5.5214176,-2.3750525
01-04,2006.0,1.0,4.0,-5.9319134,-3.1885767
01-05,2006.0,1.0,5.0,-6.4118385,-3.8192704
01-06,2006.0,1.0,6.0,-6.4442506,-3.6722171
01-07,2006.0,1.0,7.0,-6.935964,-3.780359
01-08,2006.0,1.0,8.0,-6.344175,-3.1061132
01-09,2006.0,1.0,9.0,-6.1441073,-3.291933
01-10,2006.0,1.0,10.0,-6.087261,-3.238849
01-11,2006.0,1.0,11.0,-6.0017567,-2.9288428
01-12,2006.0,1.0,12.0,-6.1377997,-3.1450627
01-13,2006.0,1.0,13.0,-6.5885277,-2.8196363
01-14,2006.0,1.0,14.0,-6.53396,-2.6285403
01-15,2006.0,1.0,15.0,-6.2702336,-2.858194
01-16,2006.0,1.0,16.0,-6.3729577,-3.3370283
01-17,2006.0,1.0,17.0,-6.668844,-4.132198
01-18,2006.0,1.0,18.0,-6.827535,-3.122905
01-19,2006.0,1.0,19.0,-6.6901975,-2.901502
01-20,2006.0,1.0,20.0,-6.3079476,-2.7711766
01-21,2006.0,1.0,21.0,-6.437898,-3.4765275
01-22,2006.0,1.0,22.0,-6.207783,-2.989899
01-23,2006.0,1.0,23.0,-6.077179,-2.1885512
01-24,2006.0,1.0,24.0,-6.045347,-2.8926613
01-25,2006.0,1.0,25.0,-6.1304474,-3.052846
01-26,2006.0,1.0,26.0,-6.085331,-2.8644469
01-27,2006.0,1.0,27.0,-5.7487965,-2.642845
01-28,2006.0,1.0,28.0,-5.78253,-2.9952433
01-29,2006.0,1.0,29.0,-5.7767205,-3.0889728
01-30,2006.0,1.0,30.0,-6.1310554,-3.1559913
01-31,2006.0,1.0,31.0,-6.242887,-3.7220542
02-01,2006.0,2.0,1.0,-6.7436275,-3.5960786
02-02,2006.0,2.0,2.0,-6.31588,-3.3127348
02-03,2006.0,2.0,3.0,-5.7669487,-3.3503265
02-04,2006.0,2.0,4.0,-6.26142,-3.8189518
02-05,2006.0,2.0,5.0,-6.323028,-3.1897814
02-06,2006.0,2.0,6.0,-6.1678987,-3.1365373
02-07,2006.0,2.0,7.0,-6.654419,-3.6332924
02-08,2006.0,2.0,8.0,-6.6076937,-3.5717895
02-09,2006.0,2.0,9.0,-6.736509,-4.0112553
02-10,2006.0,2.0,10.0,-6.5102572,-4.2178044
02-11,2006.0,2.0,11.0,-6.600742,-3.6100216
02-12,2006.0,2.0,12.0,-6.2423587,-3.971423
02-13,2006.0,2.0,13.0,-5.972817,-3.656186
02-14,2006.0,2.0,14.0,-5.771652,-3.6764195
02-15,2006.0,2.0,15.0,-6.1859093,-3.7086818
02-16,2006.0,2.0,16.0,-6.418593,-3.0386155
02-17,2006.0,2.0,17.0,-6.278377,-3.2495162
02-18,2006.0,2.0,18.0,-6.160185,-3.1061487
02-19,2006.0,2.0,19.0,-6.59677,-3.595052
02-20,2006.0,2.0,20.0,-6.2550693,-3.2324584
02-21,2006.0,2.0,21.0,-6.270348,-3.0520704
02-22,2006.0,2.0,22.0,-5.982389,-3.4377682
02-23,2006.0,2.0,23.0,-6.3579235,-3.5455618
02-24,2006.0,2.0,24.0,-6.6319013,-2.8369648
02-25,2006.0,2.0,25.0,-6.776304,-2.9897242
02-26,2006.0,2.0,26.0,-6.9163156,-3.527984
02-27,2006.0,2.0,27.0,-6.474893,-3.626874
02-28,2006.0,2.0,28.0,-6.675386,-3.8192167
03-01,2006.0,3.0,1.0,-6.828348,-3.3874795
03-02,2006.0,3.0,2.0,-6.488155,-3.5296516
03-03,2006.0,3.0,3.0,-6.390474,-3.3144016
03-04,2006.0,3.0,4.0,-5.8053207,-3.5290203
03-05,2006.0,3.0,5.0,-5.957382,-4.260426
03-06,2006.0,3.0,6.0,-6.128327,-3.3703425
