time2,year,month,day,winds_u,winds_v
01-01,2004.5,1.0,1.0,-1.3668246,-1.4711754
01-02,2004.5,1.0,2.0,-1.249713,-1.5260252
01-03,2004.5,1.0,3.0,-0.78423464,-1.2958944
01-04,2004.5,1.0,4.0,-0.37775624,-1.4671491
01-05,2004.5,1.0,5.0,-0.9474499,-1.2499888
01-06,2004.5,1.0,6.0,-0.8933008,-1.60988
01-07,2004.5,1.0,7.0,-1.30283,-1.3865883
01-08,2004.5,1.0,8.0,-1.71881,-1.6380159
01-09,2004.5,1.0,9.0,-1.1858803,-0.7477483
01-10,2004.5,1.0,10.0,-1.3503494,-0.99005455
01-11,2004.5,1.0,11.0,-2.2907417,-1.5211142
01-12,2004.5,1.0,12.0,-1.5945722,-1.405218
01-13,2004.5,1.0,13.0,-1.502531,-1.3481933
01-14,2004.5,1.0,14.0,-1.7219201,-1.1344463
01-15,2004.5,1.0,15.0,-2.0802603,-1.7945995
01-16,2004.5,1.0,16.0,-2.3518813,-2.0890572
01-17,2004.5,1.0,17.0,-2.2621984,-1.8166188
01-18,2004.5,1.0,18.0,-2.264071,-1.2954204
01-19,2004.5,1.0,19.0,-2.7197728,-1.3331263
01-20,2004.5,1.0,20.0,-2.9335175,-0.6710552
01-21,2004.5,1.0,21.0,-2.9091995,-0.943706
01-22,2004.5,1.0,22.0,-2.2262669,-1.4875631
01-23,2004.5,1.0,23.0,-2.170788,-1.8506792
01-24,2004.5,1.0,24.0,-1.9487524,-1.86472
01-25,2004.5,1.0,25.0,-2.587553,-1.8060049
01-26,2004.5,1.0,26.0,-2.0435944,-1.8164155
01-27,2004.5,1.0,27.0,-1.9890362,-2.1485133
01-28,2004.5,1.0,28.0,-2.5418065,-2.3124964
01-29,2004.5,1.0,29.0,-2.8093832,-1.5355773
01-30,2004.5,1.0,30.0,-2.264542,-1.5493841
01-31,2004.5,1.0,31.0,-2.3868587,-2.49439
02-01,2004.5,2.0,1.0,-2.5325038,-2.587627
02-02,2004.5,2.0,2.0,-2.8135383,-2.4836178
02-03,2004.5,2.0,3.0,-2.5870948,-1.9071932
02-04,2004.5,2.0,4.0,-2.3690753,-1.1909329
02-05,2004.5,2.0,5.0,-2.1705835,-1.1722142
02-06,2004.5,2.0,6.0,-3.244931,-1.4754822
02-07,2004.5,2.0,7.0,-2.9530454,-2.0750642
02-08,2004.5,2.0,8.0,-3.370525,-2.376431
02-09,2004.5,2.0,9.0,-3.1318965,-2.59537
02-10,2004.5,2.0,10.0,-3.1449778,-2.1920483
02-11,2004.5,2.0,11.0,-2.9392674,-2.6464713
02-12,2004.5,2.0,12.0,-2.797322,-2.608154
02-13,2004.5,2.0,13.0,-2.6019726,-2.616361
02-14,2004.5,2.0,14.0,-2.5053391,-2.2160408
02-15,2004.5,2.0,15.0,-2.4858472,-2.7070994
02-16,2004.5,2.0,16.0,-2.552871,-2.1661024
02-17,2004.5,2.0,17.0,-2.4281027,-2.058056
02-18,2004.5,2.0,18.0,-2.625002,-1.8707861
02-19,2004.5,2.0,19.0,-2.9424121,-2.1204128
02-20,2004.5,2.0,20.0,-3.1760752,-2.0067983
02-21,2004.5,2.0,21.0,-3.056509,-1.5806986
02-22,2004.5,2.0,22.0,-2.8991425,-2.2038627
02-23,2004.5,2.0,23.0,-2.240793,-2.1182487
