time2,year,month,day,winds_u,winds_v
01-01,2004.5,1.0,1.0,-4.677372,-2.1444457
01-02,2004.5,1.0,2.0,-4.98515,-3.0215447
01-03,2004.5,1.0,3.0,-4.7312503,-2.3020716
01-04,2004.5,1.0,4.0,-4.875948,-2.0038812
01-05,2004.5,1.0,5.0,-5.1319227,-1.9337095
01-06,2004.5,1.0,6.0,-4.945641,-2.358155
01-07,2004.5,1.0,7.0,-5.1245503,-1.5082029
01-08,2004.5,1.0,8.0,-4.858347,-2.4546928
01-09,2004.5,1.0,9.0,-4.7198114,-1.3909161
01-10,2004.5,1.0,10.0,-4.600706,-1.4176974
01-11,2004.5,1.0,11.0,-5.1700225,-2.164272
01-12,2004.5,1.0,12.0,-4.7109413,-1.9969445
01-13,2004.5,1.0,13.0,-4.2315235,-2.1299868
01-14,2004.5,1.0,14.0,-4.262213,-1.6937263
01-15,2004.5,1.0,15.0,-4.833551,-1.8199222
01-16,2004.5,1.0,16.0,-4.889226,-1.9366641
01-17,2004.5,1.0,17.0,-5.294131,-2.2107565
01-18,2004.5,1.0,18.0,-5.367177,-2.3506334
01-19,2004.5,1.0,19.0,-5.1458864,-2.673255
01-20,2004.5,1.0,20.0,-4.8108068,-2.3891265
01-21,2004.5,1.0,21.0,-5.036367,-2.922705
01-22,2004.5,1.0,22.0,-4.6422114,-2.9197512
01-23,2004.5,1.0,23.0,-4.9404144,-3.2634745
01-24,2004.5,1.0,24.0,-4.7511296,-3.5733604
01-25,2004.5,1.0,25.0,-5.1092668,-3.5286863
01-26,2004.5,1.0,26.0,-5.049161,-3.0211117
01-27,2004.5,1.0,27.0,-4.784938,-3.4280574
01-28,2004.5,1.0,28.0,-5.509532,-3.6516302
01-29,2004.5,1.0,29.0,-5.7028713,-3.6479466
01-30,2004.5,1.0,30.0,-5.354355,-3.0766225
01-31,2004.5,1.0,31.0,-5.094202,-2.5128882
02-01,2004.5,2.0,1.0,-5.086118,-3.2470078
02-02,2004.5,2.0,2.0,-5.9242325,-3.2452025
02-03,2004.5,2.0,3.0,-5.1319036,-2.6530962
02-04,2004.5,2.0,4.0,-5.2037225,-3.023932
02-05,2004.5,2.0,5.0,-5.2479353,-2.4486213
02-06,2004.5,2.0,6.0,-5.153083,-2.2600772
02-07,2004.5,2.0,7.0,-5.071711,-3.0382602
02-08,2004.5,2.0,8.0,-5.2950177,-3.1610758
02-09,2004.5,2.0,9.0,-5.456256,-2.817144
02-10,2004.5,2.0,10.0,-5.2301064,-2.825559
02-11,2004.5,2.0,11.0,-4.767623,-2.5106132
02-12,2004.5,2.0,12.0,-5.034539,-3.5150852
02-13,2004.5,2.0,13.0,-5.1960917,-3.531282
02-14,2004.5,2.0,14.0,-4.848889,-2.725757
02-15,2004.5,2.0,15.0,-4.626269,-3.4809535
02-16,2004.5,2.0,16.0,-4.353867,-3.0226622
02-17,2004.5,2.0,17.0,-4.139388,-2.1842692
02-18,2004.5,2.0,18.0,-4.8150396,-1.554074
02-19,2004.5,2.0,19.0,-4.8981204,-2.2315395
02-20,2004.5,2.0,20.0,-5.12586,-2.7431333
02-21,2004.5,2.0,21.0,-4.8762527,-2.8038807
02-22,2004.5,2.0,22.0,-4.8979983,-2.4738111
02-23,2004.5,2.0,23.0,-4.5952954,-2.3361502
02-24,2004.5,2.0,24.0,-4.8422537,-2.0880702
02-25,2004.5,2.0,25.0,-5.3531084,-1.4920956
02-26,2004.5,2.0,26.0,-5.3860154,-2.0158412
02-27,2004.5,2.0,27.0,-5.0078864,-2.6548696
02-28,2004.5,2.0,28.0,-5.034896,-2.8939931
03-01,2004.5,3.0,1.0,-5.475289,-2.6357844
03-02,2004.5,3.0,2.0,-4.8782234,-2.172908
03-03,2004.5,3.0,3.0,-5.0630574,-2.316825
03-04,2004.5,3.0,4.0,-4.8927956,-3.0419183
03-05,2004.5,3.0,5.0,-4.3006983,-2.4661617
03-06,2004.5,3.0,6.0,-4.580519,-2.6120088
03-07,2004.5,3.0,7.0,-4.677383,-2.5924535
03-08,2004.5,3.0,8.0,-5.0504947,-2.4533532
03-09,2004.5,3.0,9.0,-4.3310432,-2.0202682
03-10,2004.5,3.0,10.0,-4.513096,-1.7791417
03-11,2004.5,3.0,11.0,-5.134694,-1.2263689
03-12,2004.5,3.0,12.0,-5.4358397,-1.1699859
03-13,2004.5,3.0,13.0,-5.111008,-1.3863806
03-14,2004.5,3.0,14.0,-5.273643,-2.1137865
03-15,2004.5,3.0,15.0,-5.8009377,-2.1655784
03-16,2004.5,3.0,16.0,-5.5333395,-2.175809
03-17,2004.5,3.0,17.0,-5.2164106,-1.1559516
03-18,2004.5,3.0,18.0,-5.170254,-1.1423647
03-19,2004.5,3.0,19.0,-4.444169,-0.9790371
03-20,2004.5,3.0,20.0,-3.7659326,-0.8688605
03-21,2004.5,3.0,21.0,-4.9494386,-1.7618281
03-22,2004.5,3.0,22.0,-4.6559834,-1.5126355
03-23,2004.5,3.0,23.0,-4.5563316,-2.0498054
03-24,2004.5,3.0,24.0,-4.6833925,-2.0029738
03-25,2004.5,3.0,25.0,-4.5746937,-1.8263643
03-26,2004.5,3.0,26.0,-4.545688,-1.8687783
03-27,2004.5,3.0,27.0,-4.8221035,-1.446749
03-28,2004.5,3.0,28.0,-5.459605,-2.10288
03-29,2004.5,3.0,29.0,-5.7603164,-2.429642
03-30,2004.5,3.0,30.0,-5.6141953,-1.815353
03-31,2004.5,3.0,31.0,-5.6412644,-1.7228607
04-01,2004.5,4.0,1.0,-5.3348875,-1.8027123
04-02,2004.5,4.0,2.0,-4.887571,-1.9090215
04-03,2004.5,4.0,3.0,-5.383486,-2.4393497
04-04,2004.5,4.0,4.0,-5.1068788,-1.6928388
04-05,2004.5,4.0,5.0,-4.829555,-1.1981113
04-06,2004.5,4.0,6.0,-5.1615224,-1.3976916
04-07,2004.5,4.0,7.0,-4.567604,-1.439028
04-08,2004.5,4.0,8.0,-4.4636474,-0.9918932
04-09,2004.5,4.0,9.0,-4.0654736,-2.0125115
04-10,2004.5,4.0,10.0,-4.04227,-1.9124064
04-11,2004.5,4.0,11.0,-4.594427,-2.091995
04-12,2004.5,4.0,12.0,-3.8795142,-1.0466224
04-13,2004.5,4.0,13.0,-4.302767,-1.67038
04-14,2004.5,4.0,14.0,-4.3273168,-2.064701
04-15,2004.5,4.0,15.0,-4.906303,-2.0430732
04-16,2004.5,4.0,16.0,-5.1289306,-2.100141
04-17,2004.5,4.0,17.0,-5.2765617,-2.1572595
04-18,2004.5,4.0,18.0,-4.596809,-1.3812541
04-19,2004.5,4.0,19.0,-5.0882907,-1.1053692
04-20,2004.5,4.0,20.0,-4.5864983,-0.9571109
04-21,2004.5,4.0,21.0,-5.0835752,-1.5704286
04-22,2004.5,4.0,22.0,-4.9655943,-1.4296503
04-23,2004.5,4.0,23.0,-5.1875067,-2.0522208
04-24,2004.5,4.0,24.0,-5.3105226,-1.5271398
04-25,2004.5,4.0,25.0,-5.213324,-1.3583405
04-26,2004.5,4.0,26.0,-4.89065,-1.3197652
04-27,2004.5,4.0,27.0,-4.9027486,-1.4996833
04-28,2004.5,4.0,28.0,-4.8481917,-1.2175593
04-29,2004.5,4.0,29.0,-4.868156,-1.006997
04-30,2004.5,4.0,30.0,-5.1494455,-1.1479145
05-01,2004.5,5.0,1.0,-4.750248,-1.677005
05-02,2004.5,5.0,2.0,-5.414712,-1.3496681
05-03,2004.5,5.0,3.0,-5.245633,-1.5728704
05-04,2004.5,5.0,4.0,-4.717022,-1.4337193
05-05,2004.5,5.0,5.0,-5.344289,-1.5884324
05-06,2004.5,5.0,6.0,-5.157932,-1.9276114
05-07,2004.5,5.0,7.0,-4.981387,-0.889697
05-08,2004.5,5.0,8.0,-4.750248,-0.7411158
05-09,2004.5,5.0,9.0,-4.2269197,-0.5747647
05-10,2004.5,5.0,10.0,-4.5935044,-0.7050603
05-11,2004.5,5.0,11.0,-4.356912,-0.9517261
05-12,2004.5,5.0,12.0,-4.4594913,-1.735625
05-13,2004.5,5.0,13.0,-4.448188,-1.4799123
05-14,2004.5,5.0,14.0,-4.3879232,-0.7738701
05-15,2004.5,5.0,15.0,-4.416284,-1.0854777
05-16,2004.5,5.0,16.0,-4.0847516,-1.046902
