time2,year,month,day,winds_u,winds_v
01-01,2006.0,1.0,1.0,-5.245854,-2.144789
01-02,2006.0,1.0,2.0,-4.910929,-1.6260322
01-03,2006.0,1.0,3.0,-4.7058234,-1.8251516
01-04,2006.0,1.0,4.0,-4.921934,-1.639469
01-05,2006.0,1.0,5.0,-4.9761524,-1.3234346
01-06,2006.0,1.0,6.0,-5.308376,-1.1643243
01-07,2006.0,1.0,7.0,-5.052212,-1.5614003
01-08,2006.0,1.0,8.0,-4.8704534,-1.5615144
01-09,2006.0,1.0,9.0,-4.609272,-1.5197182
01-10,2006.0,1.0,10.0,-4.515206,-2.0406733
01-11,2006.0,1.0,11.0,-4.3726854,-2.2462735
01-12,2006.0,1.0,12.0,-4.560035,-2.382296
01-13,2006.0,1.0,13.0,-4.935287,-2.4541318
01-14,2006.0,1.0,14.0,-5.1146474,-2.3662817
01-15,2006.0,1.0,15.0,-5.1379924,-2.3443677
01-16,2006.0,1.0,16.0,-4.6804266,-2.1575453
01-17,2006.0,1.0,17.0,-4.827902,-2.070674
01-18,2006.0,1.0,18.0,-5.0116587,-1.9145569
01-19,2006.0,1.0,19.0,-4.918443,-2.091108
01-20,2006.0,1.0,20.0,-4.9101453,-2.4563856
01-21,2006.0,1.0,21.0,-4.668928,-2.744942
01-22,2006.0,1.0,22.0,-4.6391296,-2.4101377
01-23,2006.0,1.0,23.0,-4.8529935,-2.811461
01-24,2006.0,1.0,24.0,-5.258469,-2.8654852
01-25,2006.0,1.0,25.0,-5.335586,-2.3712063
01-26,2006.0,1.0,26.0,-5.5108185,-2.1108298
01-27,2006.0,1.0,27.0,-5.1128573,-2.0935564
01-28,2006.0,1.0,28.0,-4.9173436,-2.5716822
01-29,2006.0,1.0,29.0,-4.7266536,-2.1434882
01-30,2006.0,1.0,30.0,-4.8068757,-2.2852252
01-31,2006.0,1.0,31.0,-5.483128,-2.8760302
02-01,2006.0,2.0,1.0,-5.4502196,-2.9309354
02-02,2006.0,2.0,2.0,-5.4071155,-2.1532667
02-03,2006.0,2.0,3.0,-4.812811,-2.6290786
02-04,2006.0,2.0,4.0,-4.55896,-2.6701105
02-05,2006.0,2.0,5.0,-4.391568,-2.362782
02-06,2006.0,2.0,6.0,-5.159895,-2.4367802
02-07,2006.0,2.0,7.0,-5.3127537,-2.0811822
02-08,2006.0,2.0,8.0,-5.134335,-1.7774929
02-09,2006.0,2.0,9.0,-5.031603,-2.1421127
02-10,2006.0,2.0,10.0,-5.2013564,-1.8844491
02-11,2006.0,2.0,11.0,-5.3034577,-1.7172815
02-12,2006.0,2.0,12.0,-5.2220373,-2.0603473
02-13,2006.0,2.0,13.0,-4.3890867,-2.3979077
02-14,2006.0,2.0,14.0,-4.7890463,-2.1239939
02-15,2006.0,2.0,15.0,-4.807151,-2.193784
02-16,2006.0,2.0,16.0,-5.0171204,-2.0682154
02-17,2006.0,2.0,17.0,-5.0605173,-2.4666455
02-18,2006.0,2.0,18.0,-5.0911384,-2.5002568
02-19,2006.0,2.0,19.0,-5.286376,-2.4397604
02-20,2006.0,2.0,20.0,-5.1656547,-2.092621
02-21,2006.0,2.0,21.0,-5.162493,-2.2983723
02-22,2006.0,2.0,22.0,-5.222388,-2.8505666
02-23,2006.0,2.0,23.0,-5.2148657,-2.4133976
02-24,2006.0,2.0,24.0,-5.1554546,-2.1774156
02-25,2006.0,2.0,25.0,-5.1881013,-2.391869
02-26,2006.0,2.0,26.0,-4.9525905,-1.9332386
02-27,2006.0,2.0,27.0,-5.4343166,-1.9713491
02-28,2006.0,2.0,28.0,-5.1779985,-1.9577539
03-01,2006.0,3.0,1.0,-5.116712,-2.3255897
03-02,2006.0,3.0,2.0,-5.4931474,-2.037472
03-03,2006.0,3.0,3.0,-5.65349,-1.7306614
03-04,2006.0,3.0,4.0,-5.482028,-2.2498848
03-05,2006.0,3.0,5.0,-5.715561,-2.3535151
03-06,2006.0,3.0,6.0,-5.4086866,-2.361527
03-07,2006.0,3.0,7.0,-5.101207,-2.1033516
03-08,2006.0,3.0,8.0,-5.494703,-1.7430983
03-09,2006.0,3.0,9.0,-5.3766227,-1.8681494
03-10,2005.5,3.0,10.0,-4.8115816,-1.9297287
03-11,2005.5,3.0,11.0,-4.595473,-1.9233211
03-12,2005.5,3.0,12.0,-4.512559,-1.8911189
03-13,2005.5,3.0,13.0,-4.775892,-1.8818161
03-14,2005.5,3.0,14.0,-5.345799,-2.3241148
03-15,2005.5,3.0,15.0,-5.248735,-2.2143595
03-16,2005.5,3.0,16.0,-5.132911,-2.471502
03-17,2005.5,3.0,17.0,-5.173601,-2.6745758
03-18,2005.5,3.0,18.0,-4.678715,-3.187149
03-19,2005.5,3.0,19.0,-4.800464,-2.5406523
03-20,2005.5,3.0,20.0,-4.9034534,-2.511989
03-21,2005.5,3.0,21.0,-4.878731,-2.1153536
03-22,2005.5,3.0,22.0,-4.469248,-1.4408969
03-23,2005.5,3.0,23.0,-4.307768,-1.6295964
03-24,2005.5,3.0,24.0,-4.168695,-2.0020654
03-25,2005.5,3.0,25.0,-3.9715781,-2.08552
03-26,2005.5,3.0,26.0,-3.6591222,-2.0636542
03-27,2005.5,3.0,27.0,-3.916642,-1.8931512
03-28,2005.5,3.0,28.0,-4.259549,-1.5415905
03-29,2005.5,3.0,29.0,-4.5617085,-1.7262963
03-30,2005.5,3.0,30.0,-4.1590114,-1.8942701
03-31,2005.5,3.0,31.0,-4.0685577,-2.1878939
04-01,2005.5,4.0,1.0,-4.326087,-2.2726638
04-02,2005.5,4.0,2.0,-4.399595,-2.2869558
04-03,2005.5,4.0,3.0,-4.5696406,-2.151328
04-04,2005.5,4.0,4.0,-4.7671704,-1.7115651
04-05,2005.5,4.0,5.0,-4.879894,-1.4195081
04-06,2005.5,4.0,6.0,-4.515594,-1.431717
04-07,2005.5,4.0,7.0,-4.239642,-1.3039012
04-08,2005.5,4.0,8.0,-4.3249655,-1.4436243
04-09,2005.5,4.0,9.0,-3.9585207,-1.6818023
04-10,2005.5,4.0,10.0,-4.2654266,-1.7032403
04-11,2005.5,4.0,11.0,-4.7593327,-1.4514291
04-12,2005.5,4.0,12.0,-4.838189,-1.7669487
04-13,2005.5,4.0,13.0,-4.601816,-1.9074769
04-14,2005.5,4.0,14.0,-4.4897723,-1.4537542
04-15,2005.5,4.0,15.0,-4.620003,-1.4760258
04-16,2005.5,4.0,16.0,-4.396249,-1.6606851
04-17,2005.5,4.0,17.0,-4.4875216,-1.8947707
04-18,2005.5,4.0,18.0,-4.6875505,-1.791944
04-19,2005.5,4.0,19.0,-4.7194424,-1.6231862
04-20,2005.5,4.0,20.0,-4.642935,-1.6037967
04-21,2005.5,4.0,21.0,-4.3848877,-1.7581787
04-22,2005.5,4.0,22.0,-4.530133,-1.1574926
