time2,year,month,day,winds_u,winds_v
01-01,2006.0,1.0,1.0,-2.8050187,-2.9661694
01-02,2006.0,1.0,2.0,-2.7239048,-2.3522508
01-03,2006.0,1.0,3.0,-2.4970775,-2.841285
01-04,2006.0,1.0,4.0,-2.2845533,-2.9482703
01-05,2006.0,1.0,5.0,-3.158489,-2.9942725
01-06,2006.0,1.0,6.0,-3.4963367,-3.0288506
01-07,2006.0,1.0,7.0,-3.7305615,-3.2356913
01-08,2006.0,1.0,8.0,-3.7019188,-2.664537
01-09,2006.0,1.0,9.0,-4.026708,-2.2557478
01-10,2006.0,1.0,10.0,-3.6071293,-2.9260106
01-11,2006.0,1.0,11.0,-3.3402672,-3.1683471
01-12,2006.0,1.0,12.0,-3.3925254,-3.311421
01-13,2006.0,1.0,13.0,-3.5140972,-3.3454022
01-14,2006.0,1.0,14.0,-3.433035,-3.5783615
01-15,2006.0,1.0,15.0,-3.401271,-3.2737288
01-16,2006.0,1.0,16.0,-2.910228,-2.5033529
01-17,2006.0,1.0,17.0,-2.6373036,-2.5820625
01-18,2006.0,1.0,18.0,-2.1672268,-2.5032468
01-19,2006.0,1.0,19.0,-2.3921986,-2.5286455
01-20,2006.0,1.0,20.0,-2.9294038,-2.9031944
01-21,2006.0,1.0,21.0,-2.783946,-3.1954026
01-22,2006.0,1.0,22.0,-3.2233398,-3.4554172
01-23,2006.0,1.0,23.0,-3.2807705,-3.0197601
01-24,2006.0,1.0,24.0,-3.6329193,-2.970324
01-25,2006.0,1.0,25.0,-4.1491904,-3.2507465
01-26,2006.0,1.0,26.0,-4.1281853,-2.7159235
01-27,2006.0,1.0,27.0,-4.124024,-3.0796263
01-28,2006.0,1.0,28.0,-4.0957,-2.7854953
01-29,2006.0,1.0,29.0,-2.9901657,-2.868072
01-30,2006.0,1.0,30.0,-3.0564508,-3.1466577
01-31,2006.0,1.0,31.0,-3.2152264,-3.5116067
02-01,2006.0,2.0,1.0,-2.884829,-3.5733094
02-02,2006.0,2.0,2.0,-3.2801888,-2.9270132
02-03,2006.0,2.0,3.0,-2.7791336,-3.0206869
02-04,2006.0,2.0,4.0,-2.603659,-2.97482
02-05,2006.0,2.0,5.0,-2.7849932,-2.984737
02-06,2006.0,2.0,6.0,-3.4740043,-3.1116226
02-07,2006.0,2.0,7.0,-3.5642562,-2.831727
02-08,2006.0,2.0,8.0,-3.725846,-3.095141
02-09,2006.0,2.0,9.0,-2.8496435,-3.053866
02-10,2006.0,2.0,10.0,-3.5114872,-2.537268
02-11,2006.0,2.0,11.0,-3.1789432,-2.462021
02-12,2006.0,2.0,12.0,-2.5892293,-2.6173377
02-13,2006.0,2.0,13.0,-2.4124324,-2.8339298
02-14,2006.0,2.0,14.0,-2.728738,-3.431375
02-15,2006.0,2.0,15.0,-3.131044,-3.0094678
02-16,2006.0,2.0,16.0,-3.1489325,-3.1216273
02-17,2006.0,2.0,17.0,-3.2970052,-3.4816194
02-18,2006.0,2.0,18.0,-3.5504105,-2.9705303
02-19,2006.0,2.0,19.0,-3.6547832,-2.955693
02-20,2006.0,2.0,20.0,-3.8857892,-2.6202395
