time2,year,month,day,winds_u,winds_v
01-01,2004.5,1.0,1.0,-6.2144256,-0.41020378
01-02,2004.5,1.0,2.0,-5.811154,-0.19285803
01-03,2004.5,1.0,3.0,-5.9155207,-0.31247643
01-04,2004.5,1.0,4.0,-6.090691,-0.47942597
01-05,2004.5,1.0,5.0,-5.5247874,0.06696042
01-06,2004.5,1.0,6.0,-5.6066647,-0.008751816
01-07,2004.5,1.0,7.0,-5.682,-0.07032941
01-08,2004.5,1.0,8.0,-5.3932505,-0.3584325
01-09,2004.5,1.0,9.0,-5.2102747,-0.43922764
01-10,2004.5,1.0,10.0,-5.5277653,-0.49954936
01-11,2004.5,1.0,11.0,-5.343332,-0.7247872
01-12,2004.5,1.0,12.0,-5.346314,-0.5671218
01-13,2004.5,1.0,13.0,-5.7424994,-0.54129934
01-14,2004.5,1.0,14.0,-6.028135,-0.6922464
01-15,2004.5,1.0,15.0,-5.890006,-0.6724305
01-16,2004.5,1.0,16.0,-5.4330516,-0.8653915
01-17,2004.5,1.0,17.0,-5.5319834,-0.3794934
01-18,2004.5,1.0,18.0,-5.30158,-0.38705578
01-19,2004.5,1.0,19.0,-5.3087225,-0.6481612
01-20,2004.5,1.0,20.0,-5.482294,-1.2308347
01-21,2004.5,1.0,21.0,-5.2739034,-1.3817344
01-22,2004.5,1.0,22.0,-5.465175,-1.0298983
01-23,2004.5,1.0,23.0,-6.000843,-1.1426933
01-24,2004.5,1.0,24.0,-6.1080832,-0.9739423
01-25,2004.5,1.0,25.0,-5.9761558,-0.9821223
01-26,2004.5,1.0,26.0,-6.1386147,-0.923792
01-27,2004.5,1.0,27.0,-6.0947733,-0.8432854
01-28,2004.5,1.0,28.0,-5.908283,-1.0232455
01-29,2004.5,1.0,29.0,-5.7105355,-1.1286585
01-30,2004.5,1.0,30.0,-5.5027204,-0.9393987
01-31,2004.5,1.0,31.0,-5.5395365,-1.0766479
02-01,2004.5,2.0,1.0,-5.810746,-1.2181886
02-02,2004.5,2.0,2.0,-5.910406,-0.87555003
02-03,2004.5,2.0,3.0,-5.826539,-1.1514714
02-04,2004.5,2.0,4.0,-5.466984,-1.4901049
02-05,2004.5,2.0,5.0,-5.101061,-1.5605065
02-06,2004.5,2.0,6.0,-5.95348,-1.2522744
02-07,2004.5,2.0,7.0,-5.7747216,-0.8999248
02-08,2004.5,2.0,8.0,-5.6670437,-1.2210612
02-09,2004.5,2.0,9.0,-5.5656314,-1.31054
02-10,2004.5,2.0,10.0,-5.7637367,-0.9553881
02-11,2004.5,2.0,11.0,-5.790196,-0.9180576
02-12,2004.5,2.0,12.0,-5.1380982,-0.9128812
02-13,2004.5,2.0,13.0,-4.804493,-1.0162954
02-14,2004.5,2.0,14.0,-5.504806,-1.0353903
02-15,2004.5,2.0,15.0,-5.514688,-1.2747686
02-16,2004.5,2.0,16.0,-5.7502522,-1.5237044
02-17,2004.5,2.0,17.0,-5.488712,-1.2313212
02-18,2004.5,2.0,18.0,-5.7185764,-1.7096026
02-19,2004.5,2.0,19.0,-5.583843,-1.6910398
02-20,2004.5,2.0,20.0,-5.6343007,-0.8844869
02-21,2004.5,2.0,21.0,-5.2687187,-0.7141675
02-22,2004.5,2.0,22.0,-5.1898913,-1.2885778
02-23,2004.5,2.0,23.0,-5.7882676,-1.0613824
02-24,2004.5,2.0,24.0,-5.6673226,-0.56969666
02-25,2004.5,2.0,25.0,-5.7138166,-1.1296759
02-26,2004.5,2.0,26.0,-5.4961805,-0.8332882
02-27,2004.5,2.0,27.0,-5.9363036,-1.2161108
02-28,2004.5,2.0,28.0,-5.5952435,-1.2115697
03-01,2004.5,3.0,1.0,-5.7806945,-1.2252449
03-02,2004.5,3.0,2.0,-6.1604095,-0.8022224
03-03,2004.5,3.0,3.0,-5.929058,-0.70539546
03-04,2004.5,3.0,4.0,-5.7077594,-1.327725
03-05,2004.5,3.0,5.0,-6.197411,-0.99446416
03-06,2004.5,3.0,6.0,-5.825855,-0.7066891
03-07,2004.5,3.0,7.0,-5.837496,-0.9751778
03-08,2004.5,3.0,8.0,-5.903882,-0.45780367
03-09,2004.5,3.0,9.0,-5.30265,-0.9067122
03-10,2004.5,3.0,10.0,-5.149602,-0.5447062
03-11,2004.5,3.0,11.0,-5.1910524,-0.92145395
03-12,2004.5,3.0,12.0,-5.169433,-0.77609235
03-13,2004.5,3.0,13.0,-5.242244,-0.67759866
03-14,2004.5,3.0,14.0,-5.5507426,-0.8063305
03-15,2004.5,3.0,15.0,-5.420121,-1.2191268
03-16,2004.5,3.0,16.0,-5.1932745,-1.0016254
03-17,2004.5,3.0,17.0,-4.904973,-1.3041166
03-18,2004.5,3.0,18.0,-4.8067617,-1.3794835
03-19,2004.5,3.0,19.0,-5.0149684,-1.159388
03-20,2004.5,3.0,20.0,-5.3343015,-0.98952913
03-21,2004.5,3.0,21.0,-5.461231,-0.77087635
03-22,2004.5,3.0,22.0,-5.2975726,-0.56954825
03-23,2004.5,3.0,23.0,-4.9498396,-0.5527981
03-24,2004.5,3.0,24.0,-4.9241896,-0.8402372
03-25,2004.5,3.0,25.0,-4.4522157,-1.0129709
03-26,2004.5,3.0,26.0,-3.9815404,-0.91636765
03-27,2004.5,3.0,27.0,-4.4329176,-1.0354346
03-28,2004.5,3.0,28.0,-4.8092012,-0.7797025
03-29,2004.5,3.0,29.0,-4.9600453,-0.95849705
03-30,2004.5,3.0,30.0,-4.856809,-1.0818821
03-31,2004.5,3.0,31.0,-4.850449,-1.3190295
04-01,2004.5,4.0,1.0,-4.861337,-1.3708841
04-02,2004.5,4.0,2.0,-5.037904,-1.1002697
04-03,2004.5,4.0,3.0,-5.158848,-1.2832127
04-04,2004.5,4.0,4.0,-5.027494,-0.74883205
04-05,2004.5,4.0,5.0,-5.0322413,-0.7076766
04-06,2004.5,4.0,6.0,-4.937572,-0.60303897
04-07,2004.5,4.0,7.0,-4.7879167,-0.6322545
04-08,2004.5,4.0,8.0,-4.4992027,-0.65491277
04-09,2004.5,4.0,9.0,-4.3733907,-0.8979846
04-10,2004.5,4.0,10.0,-4.891377,-0.8489196
04-11,2004.5,4.0,11.0,-5.060516,-0.5485021
04-12,2004.5,4.0,12.0,-5.2179117,-0.6993498
04-13,2004.5,4.0,13.0,-5.0334744,-1.2050931
04-14,2004.5,4.0,14.0,-4.8902903,-0.9098665
04-15,2004.5,4.0,15.0,-4.968577,-0.5963448
04-16,2004.5,4.0,16.0,-5.018322,-0.86596733
04-17,2004.5,4.0,17.0,-4.9821424,-0.98896325
04-18,2004.5,4.0,18.0,-4.716878,-0.77602136
04-19,2004.5,4.0,19.0,-4.5375643,-0.731648
04-20,2004.5,4.0,20.0,-4.4014654,-1.032899
04-21,2004.5,4.0,21.0,-4.3861923,-0.9916268
04-22,2004.5,4.0,22.0,-4.333431,-0.34746066
04-23,2004.5,4.0,23.0,-4.341574,-0.4433957
04-24,2004.5,4.0,24.0,-4.305135,-0.6820259
04-25,2004.5,4.0,25.0,-4.5579247,-0.49846697
04-26,2004.5,4.0,26.0,-4.345621,-0.5841404
04-27,2004.5,4.0,27.0,-4.1418943,-0.826416
04-28,2004.5,4.0,28.0,-4.1886106,-0.8876334
04-29,2004.5,4.0,29.0,-4.5916586,-0.9588546
04-30,2004.5,4.0,30.0,-4.476942,-0.9640464
05-01,2004.5,5.0,1.0,-4.8508525,-0.77513
05-02,2004.5,5.0,2.0,-4.528931,0.09437733
05-03,2004.5,5.0,3.0,-4.6264267,-0.6702065
05-04,2004.5,5.0,4.0,-4.640631,-0.97071165
05-05,2004.5,5.0,5.0,-4.9080424,-0.8540152
05-06,2004.5,5.0,6.0,-4.956699,-1.0935247
05-07,2004.5,5.0,7.0,-4.8340774,-0.75622934
05-08,2004.5,5.0,8.0,-4.606693,-0.4795889
05-09,2004.5,5.0,9.0,-4.747821,-0.7020945
05-10,2004.5,5.0,10.0,-4.8477254,-0.5158163
05-11,2004.5,5.0,11.0,-4.8860993,-0.36208782
05-12,2004.5,5.0,12.0,-4.5553207,0.110441364
05-13,2004.5,5.0,13.0,-4.436783,-0.05638935
05-14,2004.5,5.0,14.0,-3.8112686,0.14426799
05-15,2004.5,5.0,15.0,-4.1509523,-0.51734114
05-16,2004.5,5.0,16.0,-4.4015837,-0.30527264
05-17,2004.5,5.0,17.0,-4.0396013,0.031852547
05-18,2004.5,5.0,18.0,-3.8840795,-0.37125424
05-19,2004.5,5.0,19.0,-3.5002594,-0.8505953
05-20,2004.5,5.0,20.0,-4.014838,-0.5720073
05-21,2004.5,5.0,21.0,-4.2488036,-0.38734967
05-22,2004.5,5.0,22.0,-4.2752414,-0.047445316
05-23,2004.5,5.0,23.0,-4.2610435,0.11247916
05-24,2004.5,5.0,24.0,-4.126662,-0.44632798
05-25,2004.5,5.0,25.0,-4.1884847,-0.3178753
05-26,2004.5,5.0,26.0,-4.2852836,-0.30745557
05-27,2004.5,5.0,27.0,-4.096797,0.0448928
05-28,2004.5,5.0,28.0,-3.9269872,-0.09556792
05-29,2004.5,5.0,29.0,-4.01267,-0.41688666
05-30,2004.5,5.0,30.0,-4.3915668,-0.38231805
05-31,2004.5,5.0,31.0,-4.1732264,0.18439494
06-01,2004.5,6.0,1.0,-4.1049013,-0.31377968
06-02,2004.5,6.0,2.0,-4.262016,-0.24607083
06-03,2004.5,6.0,3.0,-4.047978,-0.28608745
06-04,2004.5,6.0,4.0,-4.038852,-0.6120876
06-05,2004.5,6.0,5.0,-4.536553,-0.6649299
06-06,2004.5,6.0,6.0,-4.3764195,-0.35486844
06-07,2004.5,6.0,7.0,-4.6134005,-0.13889354
06-08,2004.5,6.0,8.0,-4.831427,-0.12397688
06-09,2004.5,6.0,9.0,-4.6239924,0.03701412
06-10,2004.5,6.0,10.0,-4.6207557,0.07629735
06-11,2004.5,6.0,11.0,-4.677358,-0.0031597444
06-12,2004.5,6.0,12.0,-5.089536,-0.67296755
06-13,2004.5,6.0,13.0,-5.143111,-0.10298769
06-14,2004.5,6.0,14.0,-4.924787,-0.11744161
06-15,2004.5,6.0,15.0,-5.3386497,0.1897895
06-16,2004.5,6.0,16.0,-4.8343263,0.122326024
06-17,2004.5,6.0,17.0,-4.701496,-0.08252297
06-18,2004.5,6.0,18.0,-4.4769387,-0.07958131
06-19,2004.5,6.0,19.0,-4.569777,0.41965023
06-20,2004.5,6.0,20.0,-4.088052,-0.283923
06-21,2004.5,6.0,21.0,-4.263861,0.043219578
06-22,2004.5,6.0,22.0,-4.4140005,0.12604035
06-23,2004.5,6.0,23.0,-4.211281,0.20303188
06-24,2004.5,6.0,24.0,-4.909894,0.0693376
06-25,2004.5,6.0,25.0,-5.1557612,-0.0064239376
06-26,2004.5,6.0,26.0,-5.083703,0.2804349
06-27,2004.5,6.0,27.0,-4.7127066,0.36876684
06-28,2004.5,6.0,28.0,-5.06899,0.13890587
06-29,2004.5,6.0,29.0,-4.6730742,0.094902
06-30,2004.5,6.0,30.0,-4.082145,0.051048122
07-01,2004.5,7.0,1.0,-4.210013,-0.4677456
07-02,2004.5,7.0,2.0,-4.239134,-0.06351071
07-03,2004.5,7.0,3.0,-4.3338513,0.42665857
07-04,2004.5,7.0,4.0,-4.698926,0.25982866
07-05,2004.5,7.0,5.0,-4.741919,0.06436125
07-06,2004.5,7.0,6.0,-4.663879,0.076454416
07-07,2004.5,7.0,7.0,-4.9791007,0.53478944
07-08,2004.5,7.0,8.0,-4.6058187,0.6996761
07-09,2004.5,7.0,9.0,-4.5340934,0.0925064
07-10,2004.5,7.0,10.0,-4.3822536,0.08643447
07-11,2004.5,7.0,11.0,-4.6979914,0.43953517
07-12,2004.5,7.0,12.0,-4.6966434,0.6895912
07-13,2004.5,7.0,13.0,-4.8914537,0.12210045
07-14,2004.5,7.0,14.0,-5.0091515,0.20429294
07-15,2004.5,7.0,15.0,-4.8080974,0.64488983
07-16,2004.5,7.0,16.0,-5.049902,0.70837075
07-17,2004.5,7.0,17.0,-5.1641316,0.025210388
07-18,2004.5,7.0,18.0,-5.1453524,-0.017238276
07-19,2004.5,7.0,19.0,-5.182224,0.83611596
07-20,2004.5,7.0,20.0,-5.264508,0.8222023
07-21,2004.5,7.0,21.0,-5.2949677,0.5440571
07-22,2004.5,7.0,22.0,-4.728461,0.04489734
07-23,2004.5,7.0,23.0,-4.7456846,0.5623664
07-24,2004.5,7.0,24.0,-5.245605,0.5456655
07-25,2004.5,7.0,25.0,-4.9537416,0.40937534
07-26,2004.5,7.0,26.0,-4.762335,0.2015855
07-27,2004.5,7.0,27.0,-4.6039987,0.18303363
07-28,2004.5,7.0,28.0,-4.871513,0.3455506
07-29,2004.5,7.0,29.0,-5.2286487,0.27363306
07-30,2004.5,7.0,30.0,-5.3837585,0.049971275
07-31,2004.5,7.0,31.0,-5.7579193,0.036320705
08-01,2004.5,8.0,1.0,-5.670216,0.18882042
08-02,2004.5,8.0,2.0,-5.744545,0.28938493
08-03,2004.5,8.0,3.0,-5.5524707,0.43584302
08-04,2004.5,8.0,4.0,-5.3398204,0.9226264
08-05,2004.5,8.0,5.0,-5.018231,0.21706852
08-06,2004.5,8.0,6.0,-4.7990093,0.4166427
08-07,2004.5,8.0,7.0,-4.760705,0.58810407
08-08,2004.5,8.0,8.0,-4.960014,0.6689917
08-09,2004.5,8.0,9.0,-4.752544,0.27065203
08-10,2004.5,8.0,10.0,-4.725599,0.21996991
08-11,2004.5,8.0,11.0,-4.293407,0.46581376
08-12,2004.5,8.0,12.0,-4.315223,0.19295865
08-13,2004.5,8.0,13.0,-4.523438,-0.1784169
08-14,2004.5,8.0,14.0,-5.0547614,-0.03908121
08-15,2004.5,8.0,15.0,-4.8080664,0.1783255
08-16,2004.5,8.0,16.0,-4.668337,0.09394918
08-17,2004.5,8.0,17.0,-4.8306484,0.09473685
08-18,2004.5,8.0,18.0,-5.548488,0.1614216
08-19,2004.5,8.0,19.0,-5.7486167,0.30112058
08-20,2004.5,8.0,20.0,-5.339009,1.1995583
08-21,2004.5,8.0,21.0,-5.015807,0.79382205
08-22,2004.5,8.0,22.0,-5.085786,0.28430668
08-23,2004.5,8.0,23.0,-4.950463,-0.36906302
08-24,2004.5,8.0,24.0,-4.769803,0.2113738
08-25,2004.5,8.0,25.0,-4.923025,0.33211404
08-26,2004.5,8.0,26.0,-4.607565,0.31376088
08-27,2004.5,8.0,27.0,-5.0582047,0.27202806
08-28,2004.5,8.0,28.0,-5.0528517,0.3559584
08-29,2004.5,8.0,29.0,-4.885965,0.6992619
08-30,2004.5,8.0,30.0,-5.110847,0.5448606
08-31,2004.5,8.0,31.0,-5.2266307,-0.12638742
09-01,2004.5,9.0,1.0,-5.572331,0.5653286
09-02,2004.5,9.0,2.0,-5.3544517,0.5766322
09-03,2004.5,9.0,3.0,-5.1867414,0.2885896
09-04,2004.5,9.0,4.0,-5.068975,0.4677564
09-05,2004.5,9.0,5.0,-4.962058,0.22793509
09-06,2004.5,9.0,6.0,-4.8390346,0.47917536
09-07,2004.5,9.0,7.0,-4.414793,0.3602152
