time2,year,month,day,winds_u,winds_v
01-01,2003.0,1.0,1.0,-1.0230769,-2.2384615
01-02,2003.0,1.0,2.0,-1.6230768,-2.1769233
01-03,2003.0,1.0,3.0,-1.5538462,-1.8692307
01-04,2003.0,1.0,4.0,-1.176923,-2.1923077
01-05,2003.0,1.0,5.0,-0.1923077,-1.5153846
01-06,2003.0,1.0,6.0,-0.37857142,-2.1285715
01-07,2003.0,1.0,7.0,-1.0428572,-1.8571428
01-08,2003.0,1.0,8.0,-1.5357143,-1.7857143
01-09,2003.0,1.0,9.0,-1.7428572,-1.6071428
01-10,2003.0,1.0,10.0,-1.15,-1.8928572
01-11,2003.0,1.0,11.0,-1.1714286,-2.1214287
01-12,2003.0,1.0,12.0,-1.5642856,-2.6357143
01-13,2003.0,1.0,13.0,-1.3000001,-2.2071428
01-14,2003.0,1.0,14.0,-1.25,-2.4
01-15,2003.0,1.0,15.0,-1.0142857,-1.6357143
01-16,2003.0,1.0,16.0,-2.0,-1.3857143
01-17,2003.0,1.0,17.0,-0.71428573,0.04999998
01-18,2003.0,1.0,18.0,-1.4214286,-1.5214285
01-19,2003.0,1.0,19.0,-1.5285714,-1.75
01-20,2003.0,1.0,20.0,-1.3571428,-2.0642858
01-21,2003.0,1.0,21.0,-1.6,-1.9428571
01-22,2003.0,1.0,22.0,-1.5857143,-2.3785713
01-23,2003.0,1.0,23.0,-1.8615385,-2.6230772
01-24,2003.0,1.0,24.0,-2.5071428,-2.15
01-25,2003.0,1.0,25.0,-2.0642858,-2.1
01-26,2003.0,1.0,26.0,-1.4071429,-2.8285713
01-27,2003.0,1.0,27.0,-1.3857143,-2.9428573
01-28,2003.0,1.0,28.0,-2.2571428,-2.3642857
01-29,2003.0,1.0,29.0,-1.5071429,-2.1
01-30,2003.0,1.0,30.0,-1.8571428,-2.3428571
01-31,2003.0,1.0,31.0,-1.6714286,-2.9785714
02-01,2003.0,2.0,1.0,-1.7571429,-3.0857143
02-02,2003.0,2.0,2.0,-1.6142857,-2.4785714
02-03,2003.0,2.0,3.0,-2.0357144,-1.8357143
02-04,2003.0,2.0,4.0,-2.1785715,-2.0
02-05,2003.0,2.0,5.0,-2.1,-1.7142857
02-06,2003.0,2.0,6.0,-1.9571428,-1.7071428
02-07,2003.0,2.0,7.0,-1.6428572,-1.5214285
02-08,2003.0,2.0,8.0,-2.3857143,-1.8428571
02-09,2003.0,2.0,9.0,-2.6000001,-1.0642856
02-10,2003.0,2.0,10.0,-1.3714286,-1.4642857
02-11,2003.0,2.0,11.0,-1.3428571,-2.1357143
02-12,2003.0,2.0,12.0,-1.3571428,-1.3285714
02-13,2003.0,2.0,13.0,-1.5923078,-0.56923074
02-14,2003.0,2.0,14.0,-2.4928572,-0.5642857
02-15,2003.0,2.0,15.0,-2.5285716,-1.5357143
02-16,2003.0,2.0,16.0,-1.7846154,-1.2615384
02-17,2003.0,2.0,17.0,-1.4461538,-2.3384614
02-18,2002.5,2.0,18.0,-0.7214286,-1.4071429
02-19,2002.5,2.0,19.0,-0.70000005,-1.8266666
02-20,2002.5,2.0,20.0,-0.9,-1.2066667
02-21,2002.5,2.0,21.0,-0.85,-0.89375
02-22,2002.5,2.0,22.0,-1.4375,-1.7625
02-23,2002.5,2.0,23.0,-0.9125,-1.53125
02-24,2002.5,2.0,24.0,-0.21249998,-1.7875
02-25,2002.5,2.0,25.0,-0.39999998,-1.9250001
02-26,2002.5,2.0,26.0,-1.68125,-1.26875
02-27,2002.5,2.0,27.0,-1.6125,-0.775
02-28,2002.5,2.0,28.0,-1.3000001,-1.4235294
03-01,2002.5,3.0,1.0,-1.0823529,-0.6705882
03-02,2002.5,3.0,2.0,-1.082353,-0.59411764
03-03,2002.5,3.0,3.0,-0.32500005,-1.275
03-04,2002.5,3.0,4.0,-0.27647057,-0.9764706
03-05,2002.5,3.0,5.0,-0.7411764,-1.7588235
03-06,2002.5,3.0,6.0,-1.4625001,-1.4312501
03-07,2002.5,3.0,7.0,-1.0625,-1.56875
03-08,2002.5,3.0,8.0,-2.1375,-1.3375
03-09,2002.5,3.0,9.0,-0.96875006,-1.78125
03-10,2002.5,3.0,10.0,-0.5,-0.9125
03-11,2002.5,3.0,11.0,-1.3875,-0.69374996
03-12,2002.5,3.0,12.0,-1.6125,-0.61875
03-13,2002.5,3.0,13.0,-1.7375001,-0.5749999
03-14,2002.5,3.0,14.0,-2.1411765,-0.9705882
03-15,2002.5,3.0,15.0,-1.4941176,-0.18235292
03-16,2002.5,3.0,16.0,-0.93529415,0.31764704
03-17,2002.5,3.0,17.0,-1.7647059,-0.035294127
03-18,2002.5,3.0,18.0,-0.95294124,-0.48823524
03-19,2002.5,3.0,19.0,-0.982353,-0.64117646
03-20,2002.5,3.0,20.0,-0.59411764,-0.80588233
03-21,2002.5,3.0,21.0,-0.28823528,0.29999998
03-22,2002.5,3.0,22.0,-0.34117648,-0.5647059
03-23,2002.5,3.0,23.0,-1.2411765,-0.89411765
03-24,2002.5,3.0,24.0,-0.95294124,-0.25882354
03-25,2002.5,3.0,25.0,-0.24705878,-1.117647
03-26,2002.5,3.0,26.0,-0.8588235,-0.44705883
03-27,2002.5,3.0,27.0,-0.82500005,-0.8
03-28,2002.5,3.0,28.0,-0.2705882,-0.41764706
03-29,2002.5,3.0,29.0,0.017647,-0.86470586
03-30,2002.5,3.0,30.0,-0.5588235,-0.49411762
03-31,2002.5,3.0,31.0,-0.11764706,-0.7058824
04-01,2002.5,4.0,1.0,-0.5058824,-1.2470589
04-02,2002.5,4.0,2.0,-0.047058813,-0.62352943
04-03,2002.5,4.0,3.0,-0.2294118,-0.48235297
04-04,2002.5,4.0,4.0,-0.047058795,-1.3764707
04-05,2002.5,4.0,5.0,0.45882353,-0.9941176
04-06,2002.5,4.0,6.0,0.38235295,-1.0882353
04-07,2002.5,4.0,7.0,0.1294118,-0.7764706
04-08,2002.5,4.0,8.0,-0.42941177,-0.7411764
04-09,2002.5,4.0,9.0,-0.90588236,-0.56470585
04-10,2002.5,4.0,10.0,-0.37499997,-0.25625
04-11,2002.5,4.0,11.0,2.9802322e-08,-0.3625
04-12,2002.5,4.0,12.0,-0.675,-0.375
04-13,2002.5,4.0,13.0,-0.46875003,0.07500001
04-14,2002.5,4.0,14.0,-0.77500004,0.5375
04-15,2002.5,4.0,15.0,-0.79999995,0.24374999
04-16,2002.5,4.0,16.0,-1.40625,0.08749999
04-17,2002.5,4.0,17.0,-1.24375,0.06875002
04-18,2002.5,4.0,18.0,-1.6375,-0.20000002
04-19,2002.5,4.0,19.0,-1.03125,-0.1875
04-20,2002.5,4.0,20.0,-1.48125,-0.15000002
04-21,2002.5,4.0,21.0,-1.59375,0.3875
04-22,2002.5,4.0,22.0,-1.3125,0.031249959
04-23,2002.5,4.0,23.0,-1.9749999,0.012500007
04-24,2002.5,4.0,24.0,-1.6375,0.53749996
04-25,2002.5,4.0,25.0,-1.2066667,0.046666656
04-26,2002.5,4.0,26.0,-1.6055555,0.6
04-27,2002.5,4.0,27.0,-1.6944444,0.35
04-28,2002.5,4.0,28.0,-1.4111111,-0.56111115
04-29,2002.5,4.0,29.0,-0.5777778,-0.6944444
04-30,2002.5,4.0,30.0,-0.12777776,-0.19999999
05-01,2002.5,5.0,1.0,-0.8117647,0.041176468
05-02,2002.5,5.0,2.0,-0.19444445,-0.06666665
05-03,2002.5,5.0,3.0,-0.59999996,-0.4777778
05-04,2002.5,5.0,4.0,-1.2222222,-0.7888889
05-05,2002.5,5.0,5.0,-1.0888889,-0.61111116
05-06,2002.5,5.0,6.0,-1.2388889,-0.7222222
05-07,2002.5,5.0,7.0,-1.3833333,-0.6166667
05-08,2002.5,5.0,8.0,-1.7444444,-1.0333333
05-09,2002.5,5.0,9.0,-1.5764706,-1.0823529
05-10,2002.5,5.0,10.0,-1.6117647,-0.21176472
05-11,2002.5,5.0,11.0,-1.0352942,-0.39411762
05-12,2002.5,5.0,12.0,-0.12941173,0.18235293
05-13,2002.5,5.0,13.0,0.041176517,0.047058813
05-14,2002.5,5.0,14.0,0.22941172,0.68235296
05-15,2002.5,5.0,15.0,0.48823524,1.7
05-16,2002.5,5.0,16.0,0.011764695,1.0823529
05-17,2002.5,5.0,17.0,0.44705883,0.22941178
05-18,2002.5,5.0,18.0,0.6705882,-0.9647059
05-19,2002.5,5.0,19.0,0.23529412,-0.14117645
05-20,2002.5,5.0,20.0,0.56470585,-0.029411765
05-21,2002.5,5.0,21.0,0.39411768,0.33529413
05-22,2002.5,5.0,22.0,-0.23529409,0.75294113
05-23,2002.5,5.0,23.0,-0.14117649,0.8411765
05-24,2002.5,5.0,24.0,-0.80588233,0.8352941
05-25,2002.5,5.0,25.0,-0.42499998,0.4875
05-26,2002.5,5.0,26.0,-0.63125,-0.22499998
05-27,2002.5,5.0,27.0,-0.28750002,0.28125
05-28,2002.5,5.0,28.0,-0.38750002,0.475
05-29,2002.5,5.0,29.0,-0.84375,0.35625002
05-30,2002.5,5.0,30.0,-0.20625001,0.21249999
05-31,2002.5,5.0,31.0,0.5875,0.16874999
06-01,2002.5,6.0,1.0,-0.31875002,0.54375
06-02,2002.5,6.0,2.0,-0.49374998,0.29999998
06-03,2002.5,6.0,3.0,-0.53125,0.28125
06-04,2002.5,6.0,4.0,-1.1625,0.25
06-05,2002.5,6.0,5.0,-0.54999995,0.5
06-06,2002.5,6.0,6.0,-1.1437501,0.45000002
06-07,2002.5,6.0,7.0,-0.88125,-0.081250004
06-08,2002.5,6.0,8.0,-0.95624995,0.0875
06-09,2002.5,6.0,9.0,-1.8285714,-0.18571427
06-10,2002.5,6.0,10.0,-0.94666666,0.94666666
06-11,2002.5,6.0,11.0,-1.48,0.73999995
06-12,2002.5,6.0,12.0,-0.7066667,0.13333331
06-13,2002.5,6.0,13.0,-0.30666667,0.52666664
06-14,2002.5,6.0,14.0,-0.07333331,-0.2
06-15,2002.5,6.0,15.0,-0.4466667,0.3866667
06-16,2002.5,6.0,16.0,7.947286e-09,-0.19333334
06-17,2002.5,6.0,17.0,-0.44666666,-0.8066667
06-18,2002.5,6.0,18.0,0.18666664,-0.24000004
06-19,2002.5,6.0,19.0,-0.15333338,0.5
06-20,2002.5,6.0,20.0,0.026666658,0.019999998
06-21,2002.5,6.0,21.0,0.2066667,0.3866667
06-22,2002.5,6.0,22.0,2.0666666,1.2866668
06-23,2002.5,6.0,23.0,2.7533333,1.24
06-24,2002.5,6.0,24.0,1.26,1.02
06-25,2002.5,6.0,25.0,1.7666667,-0.36666667
06-26,2002.5,6.0,26.0,2.6666667,-0.29999998
06-27,2002.5,6.0,27.0,2.5133333,-0.4266667
06-28,2002.5,6.0,28.0,1.8266667,0.5866667
06-29,2002.5,6.0,29.0,1.7800001,0.88000005
06-30,2002.5,6.0,30.0,1.0857142,0.42857143
07-01,2002.5,7.0,1.0,1.2199999,-0.08666668
07-02,2002.5,7.0,2.0,1.56,0.39999995
07-03,2002.5,7.0,3.0,1.5466667,0.65999997
07-04,2002.5,7.0,4.0,1.3733333,0.39333332
07-05,2002.5,7.0,5.0,1.5933334,0.6866666
07-06,2002.5,7.0,6.0,0.6333333,1.0733334
07-07,2002.5,7.0,7.0,0.46428576,1.4714286
07-08,2002.5,7.0,8.0,0.5285714,1.557143
07-09,2002.5,7.0,9.0,-0.47857141,0.30714288
