time2,year,month,day,winds_u,winds_v
01-01,2006.5,1.0,1.0,-4.2431006,-1.4152606
01-02,2006.5,1.0,2.0,-3.5878863,-0.71169674
01-03,2006.5,1.0,3.0,-3.4461231,-0.84870243
01-04,2006.5,1.0,4.0,-3.4502926,-1.5657723
01-05,2006.5,1.0,5.0,-3.5772228,-1.3861643
01-06,2006.5,1.0,6.0,-4.0549984,-1.7513533
01-07,2006.5,1.0,7.0,-3.9928412,-0.9582486
01-08,2006.5,1.0,8.0,-4.2473254,-1.1639065
01-09,2006.5,1.0,9.0,-4.2507806,-0.90068835
01-10,2006.5,1.0,10.0,-3.3065472,-0.5457453
01-11,2006.5,1.0,11.0,-3.2056103,-1.2075298
01-12,2006.5,1.0,12.0,-4.146772,-1.2643341
01-13,2006.5,1.0,13.0,-4.4318686,-1.3910502
01-14,2006.5,1.0,14.0,-4.61066,-1.2391825
01-15,2006.5,1.0,15.0,-4.404387,-1.4778309
01-16,2006.5,1.0,16.0,-4.9801936,-1.8950404
01-17,2006.5,1.0,17.0,-4.9133835,-1.4469233
01-18,2006.5,1.0,18.0,-3.7925575,-1.0469
01-19,2006.5,1.0,19.0,-3.5784788,-1.4470481
01-20,2006.5,1.0,20.0,-3.5301344,-1.1243781
01-21,2006.5,1.0,21.0,-4.2246375,-1.8167557
01-22,2006.5,1.0,22.0,-4.0548778,-2.356183
01-23,2006.5,1.0,23.0,-4.091292,-1.7876517
01-24,2006.5,1.0,24.0,-4.9163756,-0.91155994
01-25,2006.5,1.0,25.0,-4.8161716,-1.5119681
01-26,2006.5,1.0,26.0,-5.205858,-1.3996097
01-27,2006.5,1.0,27.0,-5.0974035,-1.0480615
01-28,2006.5,1.0,28.0,-4.383681,-1.4375658
01-29,2006.5,1.0,29.0,-4.651252,-1.2839193
01-30,2006.5,1.0,30.0,-5.3922987,-1.3677244
01-31,2006.5,1.0,31.0,-5.0367694,-1.9714309
02-01,2006.5,2.0,1.0,-4.831683,-1.7681812
02-02,2006.5,2.0,2.0,-5.129401,-1.402332
02-03,2006.5,2.0,3.0,-5.1795,-1.6876291
02-04,2006.5,2.0,4.0,-4.641591,-2.1178393
02-05,2006.5,2.0,5.0,-4.359541,-2.5123718
02-06,2006.5,2.0,6.0,-4.7624807,-2.787131
02-07,2006.5,2.0,7.0,-5.377043,-2.0858164
02-08,2006.5,2.0,8.0,-4.997315,-1.9253396
02-09,2006.5,2.0,9.0,-4.8730593,-1.667833
02-10,2006.5,2.0,10.0,-4.6361256,-1.2611451
02-11,2006.5,2.0,11.0,-4.6040764,-0.88367796
02-12,2006.5,2.0,12.0,-4.3018985,-1.0317929
02-13,2006.5,2.0,13.0,-4.230887,-1.469797
02-14,2006.5,2.0,14.0,-3.8201277,-1.4820007
02-15,2006.5,2.0,15.0,-3.8092415,-2.130799
02-16,2006.5,2.0,16.0,-4.2053237,-1.9410591
02-17,2006.5,2.0,17.0,-5.574024,-1.678565
02-18,2006.5,2.0,18.0,-5.347948,-1.8615267
02-19,2006.5,2.0,19.0,-5.311908,-1.875617
02-20,2006.5,2.0,20.0,-5.3825827,-1.5123199
02-21,2006.5,2.0,21.0,-4.8318987,-1.1883674
02-22,2006.5,2.0,22.0,-3.7475598,-1.8532785
02-23,2006.5,2.0,23.0,-4.2713575,-1.3783484
02-24,2006.5,2.0,24.0,-4.3686905,-1.3347586
02-25,2006.5,2.0,25.0,-4.6998434,-1.2712059
02-26,2006.5,2.0,26.0,-4.7738996,-1.2856392
02-27,2006.5,2.0,27.0,-5.0488586,-1.135638
02-28,2006.5,2.0,28.0,-4.5659842,-1.1261103
03-01,2006.5,3.0,1.0,-4.480868,-1.8014854
03-02,2006.5,3.0,2.0,-5.0215597,-1.8718824
03-03,2006.5,3.0,3.0,-4.924956,-1.4189221
03-04,2006.5,3.0,4.0,-4.963681,-1.6191496
03-05,2006.5,3.0,5.0,-4.891152,-1.3904117
03-06,2006.5,3.0,6.0,-4.5063767,-1.2976465
03-07,2006.5,3.0,7.0,-4.44226,-0.8474638
03-08,2006.5,3.0,8.0,-4.871571,-0.15862274
03-09,2006.5,3.0,9.0,-4.85588,-0.7506363
03-10,2006.5,3.0,10.0,-4.718719,-0.82414776
03-11,2006.5,3.0,11.0,-4.991464,-1.1429071
03-12,2006.5,3.0,12.0,-5.2086835,-1.0786705
03-13,2006.5,3.0,13.0,-5.0182204,-1.3811331
03-14,2006.5,3.0,14.0,-4.729227,-1.0428408
03-15,2006.5,3.0,15.0,-5.214608,-0.9534793
03-16,2006.5,3.0,16.0,-5.6674614,-0.8804597
03-17,2006.5,3.0,17.0,-5.503998,-1.4672533
03-18,2006.5,3.0,18.0,-5.2528725,-1.0994087
03-19,2006.5,3.0,19.0,-4.9628744,-1.1244262
03-20,2006.5,3.0,20.0,-4.6305685,-1.4881773
03-21,2006.5,3.0,21.0,-5.0169363,-1.4062572
03-22,2006.5,3.0,22.0,-5.0031347,-0.8243324
03-23,2006.5,3.0,23.0,-4.647312,-1.1668746
03-24,2006.5,3.0,24.0,-4.017584,-1.1694736
03-25,2006.5,3.0,25.0,-3.8815155,-0.9636148
03-26,2006.5,3.0,26.0,-4.421289,-0.9832796
03-27,2006.0,3.0,27.0,-4.4073567,-1.3446462
03-28,2006.0,3.0,28.0,-4.1605062,-1.0659822
03-29,2006.0,3.0,29.0,-4.2581472,-0.98354006
03-30,2006.0,3.0,30.0,-4.3460507,-0.72612894
03-31,2006.0,3.0,31.0,-4.689743,-1.3302908
04-01,2006.0,4.0,1.0,-4.424633,-2.011066
04-02,2006.0,4.0,2.0,-4.212897,-1.7338488
04-03,2006.0,4.0,3.0,-4.551534,-1.1116782
04-04,2006.0,4.0,4.0,-4.4296837,-1.6063173
04-05,2006.0,4.0,5.0,-4.921999,-1.2407593
04-06,2006.0,4.0,6.0,-4.9691663,-1.1281792
04-07,2006.0,4.0,7.0,-4.9846644,-1.2790433
04-08,2006.0,4.0,8.0,-3.9455683,-1.2012626
04-09,2006.0,4.0,9.0,-4.498309,-1.182826
04-10,2006.0,4.0,10.0,-4.685649,-1.3115003
04-11,2006.0,4.0,11.0,-4.8226733,-1.7460644
04-12,2006.0,4.0,12.0,-4.9584455,-1.6088109
04-13,2006.0,4.0,13.0,-4.7101283,-1.3937362
04-14,2006.0,4.0,14.0,-4.456122,-1.2441131
04-15,2006.0,4.0,15.0,-4.550508,-1.273358
04-16,2006.0,4.0,16.0,-4.701942,-1.0259832
04-17,2006.0,4.0,17.0,-4.8588443,-0.9981376
04-18,2006.0,4.0,18.0,-4.792934,-1.1039991
04-19,2006.0,4.0,19.0,-4.4810157,-1.2060089
04-20,2006.0,4.0,20.0,-4.4931936,-1.1262789
04-21,2006.0,4.0,21.0,-3.9960146,-0.7430117
04-22,2006.0,4.0,22.0,-4.3004403,-0.88436705
04-23,2006.0,4.0,23.0,-4.3498783,-1.1597066
04-24,2006.0,4.0,24.0,-4.1264057,-0.7309165
04-25,2006.0,4.0,25.0,-4.46052,-0.26140714
04-26,2006.0,4.0,26.0,-4.392908,-0.3044232
04-27,2006.0,4.0,27.0,-4.1880083,-1.0284169
04-28,2006.0,4.0,28.0,-4.229058,-0.8826664
04-29,2006.0,4.0,29.0,-4.692908,-0.6373614
04-30,2006.0,4.0,30.0,-5.2996984,-1.3044956
05-01,2006.0,5.0,1.0,-5.5719733,-1.0443056
05-02,2006.0,5.0,2.0,-4.990553,-0.6051052
05-03,2006.0,5.0,3.0,-4.9601603,-0.43093693
05-04,2006.0,5.0,4.0,-5.2278805,-0.7201034
05-05,2006.0,5.0,5.0,-5.0678225,-0.76331764
05-06,2006.0,5.0,6.0,-4.7733455,-0.90486175
05-07,2006.0,5.0,7.0,-4.640192,-0.586929
05-08,2006.0,5.0,8.0,-4.6911125,-0.6947837
05-09,2006.0,5.0,9.0,-4.809503,-1.045099
05-10,2006.0,5.0,10.0,-4.828153,-0.5498688
05-11,2006.0,5.0,11.0,-4.5721,-0.581327
05-12,2006.0,5.0,12.0,-3.9079084,-1.0442189
05-13,2006.0,5.0,13.0,-3.744453,-0.099307545
05-14,2006.0,5.0,14.0,-3.6961126,-0.3889168
05-15,2006.0,5.0,15.0,-3.7675374,-1.4449074
05-16,2006.0,5.0,16.0,-3.8891187,-0.92307156
05-17,2006.0,5.0,17.0,-4.1365733,-0.34956327
05-18,2006.0,5.0,18.0,-3.363896,-0.34730637
05-19,2006.0,5.0,19.0,-3.0714798,-0.7573184
05-20,2006.0,5.0,20.0,-2.8383882,-0.5171387
05-21,2006.0,5.0,21.0,-3.2859921,-0.5654242
05-22,2006.0,5.0,22.0,-3.8813977,-0.8481725
05-23,2006.0,5.0,23.0,-3.5580647,-0.4769061
05-24,2006.0,5.0,24.0,-3.8496277,-0.4939394
05-25,2006.0,5.0,25.0,-3.5692573,-0.99195147
05-26,2006.0,5.0,26.0,-3.4157133,-0.90340877
05-27,2006.0,5.0,27.0,-3.8866038,-0.2468669
05-28,2006.0,5.0,28.0,-4.1525173,-0.56020147
05-29,2006.0,5.0,29.0,-3.8757994,-0.28258565
05-30,2006.0,5.0,30.0,-3.4673803,-0.83572036
05-31,2006.0,5.0,31.0,-3.6375632,-0.65196985
06-01,2006.0,6.0,1.0,-4.0522246,-0.008697099
06-02,2006.0,6.0,2.0,-4.400216,-0.04006961
06-03,2006.0,6.0,3.0,-4.425056,-0.36418042
06-04,2006.0,6.0,4.0,-4.4187913,-0.49207217
06-05,2006.0,6.0,5.0,-4.409815,-0.5062536
06-06,2006.0,6.0,6.0,-5.304157,-0.48305342
06-07,2006.0,6.0,7.0,-4.840414,-0.45372555
06-08,2006.0,6.0,8.0,-4.54089,-0.28919455
06-09,2006.0,6.0,9.0,-4.2254915,-0.25230563
06-10,2006.0,6.0,10.0,-3.8065445,0.121635966
06-11,2006.0,6.0,11.0,-3.8242762,0.01569785
06-12,2006.0,6.0,12.0,-4.24933,-0.30816782
06-13,2006.0,6.0,13.0,-4.164432,0.2700945
06-14,2006.0,6.0,14.0,-4.8027434,-0.20218694
06-15,2006.0,6.0,15.0,-4.66035,-0.3336619
06-16,2006.0,6.0,16.0,-4.6693892,-0.37863913
06-17,2006.0,6.0,17.0,-4.2938523,-0.36245775
06-18,2006.0,6.0,18.0,-4.287522,0.17355354
06-19,2006.0,6.0,19.0,-4.262945,4.471917e-06
06-20,2006.0,6.0,20.0,-4.2258306,-0.17095877
06-21,2006.0,6.0,21.0,-4.3401136,-0.3093627
06-22,2006.0,6.0,22.0,-3.9158525,0.08804637
06-23,2006.0,6.0,23.0,-3.9313219,-0.015699629
06-24,2006.0,6.0,24.0,-3.7628486,0.01640014
06-25,2006.0,6.0,25.0,-4.2582674,-0.11410979
06-26,2006.0,6.0,26.0,-3.5259502,-0.011579687
06-27,2006.0,6.0,27.0,-3.50147,0.2492635
06-28,2006.0,6.0,28.0,-3.8880043,-0.33994162
06-29,2006.0,6.0,29.0,-3.9062622,0.2164537
06-30,2006.0,6.0,30.0,-3.753119,-0.052096926
07-01,2006.0,7.0,1.0,-3.5028393,-0.72481394
07-02,2006.0,7.0,2.0,-3.6925454,-0.13698824
07-03,2006.0,7.0,3.0,-4.306388,0.015225381
07-04,2006.0,7.0,4.0,-4.3234243,0.04760597
07-05,2006.0,7.0,5.0,-3.894302,-0.30095172
07-06,2006.0,7.0,6.0,-4.037027,-0.6186334
07-07,2006.0,7.0,7.0,-3.9088676,0.052179657
07-08,2006.0,7.0,8.0,-3.289676,0.22270308
07-09,2006.0,7.0,9.0,-3.5193205,0.07235875
07-10,2006.0,7.0,10.0,-3.9256597,-0.11270116
07-11,2006.0,7.0,11.0,-3.422514,-0.2629085
07-12,2006.0,7.0,12.0,-3.2245417,-0.10924297
07-13,2006.0,7.0,13.0,-3.9926982,0.18056737
07-14,2006.0,7.0,14.0,-4.3532267,0.15643544
07-15,2006.0,7.0,15.0,-4.7337866,-0.07151972
07-16,2006.0,7.0,16.0,-4.0887423,0.4843094
07-17,2006.0,7.0,17.0,-3.9196777,0.433831
07-18,2006.0,7.0,18.0,-4.1385283,-0.21085805
07-19,2006.0,7.0,19.0,-3.907206,0.29509467
07-20,2006.0,7.0,20.0,-4.324479,0.6572142
07-21,2006.0,7.0,21.0,-3.8226483,0.27388656
07-22,2006.0,7.0,22.0,-3.6070056,-0.011984492
07-23,2006.0,7.0,23.0,-3.9887576,0.2739087
07-24,2006.0,7.0,24.0,-3.8652816,0.051683266
07-25,2006.0,7.0,25.0,-4.1158824,0.0025066193
07-26,2006.0,7.0,26.0,-4.0273833,0.41278908
07-27,2006.0,7.0,27.0,-4.0836706,0.14410633
07-28,2006.0,7.0,28.0,-3.6267323,0.46513662
07-29,2006.0,7.0,29.0,-3.6908479,0.20496514
07-30,2006.0,7.0,30.0,-4.045891,-0.13936007
07-31,2006.0,7.0,31.0,-4.227383,0.39856732
08-01,2006.0,8.0,1.0,-3.9876282,0.58254254
08-02,2006.0,8.0,2.0,-3.9019985,-0.10325287
08-03,2006.0,8.0,3.0,-4.452832,0.0704336
08-04,2006.0,8.0,4.0,-3.8544312,-0.06779441
