salinity_sfile,temperature_sfile,pressure,doxy
34.562599,30.73,0.6,
34.561199,30.728001,0.68,
34.5616,30.726,0.8,
34.562,30.723,0.96,
34.561199,30.716,1.0,
34.559631,30.71077,1.68,190.552872
34.5588,30.708,2.04,
34.557831,30.697769,2.6,
34.556999,30.688999,3.08,
34.55666,30.660738,3.6,190.59819
34.5564,30.639,4.0,
34.558266,30.588333,4.64,
34.5592,30.563,4.96,
34.556274,30.489193,5.72,191.02153
34.555199,30.462,6.0,
34.555199,30.44976,6.68,
34.555199,30.444,7.0,
34.554031,30.431578,7.76,191.223663
34.5536,30.427,8.04,
34.555443,30.407875,8.72,
34.556202,30.4,9.0,
34.554199,30.385834,9.8,191.332657
34.553799,30.382999,9.96,
34.553799,30.378,10.72,
34.553738,30.377251,10.8,
34.553082,30.369375,11.64,191.567001
34.552799,30.365999,12.0,
34.55249,30.360571,12.76,
34.552147,30.35457,13.6,191.376984
34.552002,30.351999,13.96,
34.555683,30.35568,14.88,
34.55888,30.358881,15.68,191.359268
34.560001,30.360001,15.96,
34.561985,30.362158,16.84,
34.563789,30.364117,17.639999,190.753128
34.564602,30.365,18.0,
34.567001,30.3689,18.6,
34.57148,30.376181,19.719999,190.718948
34.572601,30.378,20.0,
34.574982,30.38242,20.68,
34.578342,30.38866,21.639999,190.715042
34.579601,30.391001,22.0,
34.585438,30.400412,22.639999,
34.596012,30.417471,23.800001,190.738007
34.598202,30.421,24.040001,
34.602119,30.426306,24.84,
34.60643,30.432142,25.719999,190.740921
34.6078,30.434,26.0,
34.609299,30.4361,26.6,
34.612301,30.4403,27.799999,190.600967
34.612801,30.441,28.0,
34.613686,30.44202,28.68,
34.61483,30.44334,29.559999,190.488998
34.615402,30.444,30.0,
34.617191,30.444,30.76,
34.619732,30.444,31.84,190.83786
34.620201,30.444,32.040001,
34.6213,30.442823,32.84,
34.622562,30.441471,33.760002,191.449295
34.623001,30.441,34.080002,
34.623367,30.43947,34.68,
34.623932,30.437122,35.600002,191.129196
34.624199,30.436001,36.040001,
34.624271,30.43564,36.760002,
34.624371,30.43516,37.720001,191.261841
34.624401,30.434999,38.040001,
34.624401,30.434265,38.760002,
34.624401,30.433327,39.68,191.283569
34.624401,30.433001,40.0,
34.624832,30.431561,40.720001,
34.625481,30.429401,41.799999,191.288193
34.625599,30.429001,42.0,
34.625935,30.428333,42.68,
34.626366,30.427471,43.560001,191.171036
34.626602,30.427,44.040001,
34.626678,30.426224,44.799999,
34.626751,30.425489,45.52,191.279037
34.626801,30.424999,46.0,
34.626678,30.424099,46.599998,
34.626442,30.4223,47.799999,191.18042
34.6264,30.422001,48.0,
34.626881,30.422001,48.799999,
34.627506,30.422001,49.84,191.097397
34.627602,30.422001,50.0,
34.627453,30.420898,50.720001,
34.627243,30.419308,51.759998,191.191269
34.627201,30.419001,51.959999,
34.627514,30.419001,52.759998,
34.627861,30.419001,53.639999,191.365021
34.628002,30.419001,54.0,
34.628403,30.419334,54.68,
34.629082,30.419903,55.84,191.362991
34.6292,30.42,56.040001,
34.629761,30.420401,56.84,
34.630348,30.42082,57.68,191.088379
34.6306,30.421,58.040001,
34.631752,30.42164,58.68,
34.633553,30.42264,59.68,191.142746
34.634201,30.423,60.040001,
34.637596,30.425285,60.68,
34.643539,30.429287,61.799999,191.02446
34.6446,30.43,62.0,
34.647266,30.431568,62.799999,
34.650333,30.433372,63.720001,191.012634
34.651402,30.434,64.040001,
34.652695,30.434721,64.760002,
34.654781,30.435881,65.919998,191.069672
34.654999,30.436001,66.040001,
34.658085,30.437286,66.879997,
34.661907,30.438877,67.919998,191.022964
34.662201,30.438999,68.0,
34.665161,30.440599,68.800003,
34.668713,30.44252,69.760002,190.906479
34.669601,30.443001,70.0,
34.672894,30.444235,70.840004,
34.676975,30.445765,71.879997,190.857376
34.677601,30.445999,72.040001,
34.681461,30.443754,72.919998,
34.685322,30.441509,73.800003,190.757568
34.686199,30.441,74.0,
34.689713,30.434572,74.839996,
34.693897,30.426918,75.839996,190.714493
34.694401,30.426001,75.959999,
34.694729,30.424355,76.800003,
34.695156,30.422235,77.879997,190.757462
34.695202,30.422001,78.0,
34.695202,30.42112,78.879997,
34.695202,30.42012,79.879997,190.421387
34.695202,30.42,80.0,
34.694763,30.41604,80.879997,
34.694263,30.411539,81.879997,190.08226
34.694202,30.410999,82.0,
34.694893,30.353626,82.879997,
34.695644,30.291039,83.840004,190.326431
34.695801,30.278,84.040001,
34.699032,30.245672,84.919998,
34.702557,30.210407,85.879997,190.468781
34.702999,30.205999,86.0,
34.703968,30.202919,86.879997,
34.705112,30.19928,87.919998,190.211502
34.7052,30.198999,88.0,
34.701561,30.176577,88.879997,
34.69743,30.151096,89.880005,189.98996
34.696602,30.146,90.080002,
34.66452,29.958166,90.919998,
34.641602,29.823999,91.519997,
34.641994,29.677279,91.919998,186.827957
34.642979,29.310476,92.919998,
34.643921,28.958345,93.879997,178.765762
34.644001,28.929001,93.959999,
34.663662,28.543154,94.919998,
34.683323,28.157309,95.879997,176.515533
34.6866,28.093,96.040001,
34.689751,28.036564,96.879997,
34.693501,27.969376,97.879997,170.304138
34.693802,27.964001,97.959999,
34.713863,27.671841,98.839996,
34.736664,27.33984,99.839996,161.828247
34.739399,27.299999,99.959999,
34.764965,26.966499,100.879997,
34.792751,26.604,101.879997,159.204941
34.797199,26.546,102.040001,
34.813255,26.44047,102.959999,
34.831406,26.321177,104.0,155.553314
34.832802,26.312,104.080002,
34.829712,25.949703,104.959999,
34.826344,25.554468,105.919998,151.096466
34.826202,25.538,105.959999,
34.818317,25.084154,106.959999,
34.810745,24.648462,107.919998,150.433548
34.809799,24.594,108.040001,
34.806957,24.547709,108.919998,
34.80386,24.497208,109.879997,148.765305
34.8036,24.493,109.959999,
34.803875,24.31636,110.879997,
34.804188,24.11668,111.919998,147.122665
34.804199,24.108999,111.959999,
34.799416,24.016079,112.879997,
34.794216,23.915079,113.879997,144.922379
34.7938,23.907,113.959999,
34.793079,23.789293,114.879997,
34.792328,23.66647,115.839996,142.122589
34.792202,23.646,116.0,
34.792027,23.3864,116.879997,
34.791824,23.0914,117.879997,141.036606
34.791801,23.056,118.0,
34.789562,22.9552,118.800003,
34.786537,22.81912,119.879997,140.386383
34.786201,22.804001,120.0,
34.788876,22.691843,120.879997,
34.791672,22.574589,121.800003,140.057022
34.7924,22.544001,122.040001,
34.79142,22.501551,122.840004,
34.790394,22.45698,123.68,139.549973
34.790001,22.440001,124.0,
34.789379,22.403164,124.760002,
34.788498,22.350815,125.839996,138.623245
34.788399,22.344999,125.959999,
34.788399,22.319881,126.800003,
34.788399,22.295961,127.599998,137.612442
34.788399,22.284,128.0,
34.788017,22.26544,128.639999,
34.787369,22.234119,129.720001,135.756302
34.787201,22.226,130.0,
34.791935,22.07498,130.800003,
34.797382,21.901306,131.720001,134.277328
34.798801,21.856001,131.960007,
34.795506,21.726589,132.76001,
34.791225,21.558352,133.800003,132.669113
34.790401,21.525999,134.0,
34.792755,21.306784,134.800003,
34.795815,21.021803,135.839996,131.973328
34.796402,20.966999,136.039993,
34.789597,20.8116,136.87999,
34.781498,20.6266,137.87999,130.908081
34.780201,20.597,138.039993,
34.777481,20.4242,138.839996,
34.774078,20.2082,139.839996,130.355438
34.773399,20.165001,140.039993,
34.766457,19.994429,140.87999,
34.759186,19.815735,141.759995,129.86676
34.757202,19.767,142.0,
34.753712,19.531244,142.76001,
34.749119,19.221041,143.76001,130.727585
34.748199,19.159,143.960007,
34.741283,18.854294,144.800003,
34.733047,18.49155,145.800003,131.77887
34.7314,18.419001,146.0,
34.722851,18.318216,146.800003,
34.712166,18.192236,147.799988,131.578293
34.709602,18.162001,148.039993,
34.710274,18.115381,148.87999,
34.711071,18.059881,149.87999,130.470047
34.711201,18.051001,150.039993,
34.706532,17.915409,150.919998,
34.701653,17.773653,151.839996,129.42514
34.700802,17.749001,152.0,
34.694202,17.569429,152.839996,
34.686031,17.347101,153.880005,128.528854
34.685402,17.33,153.960007,
34.675117,17.106314,154.880005,
34.664391,16.872902,155.839996,128.39299
34.662601,16.834,156.0,
34.652367,16.72604,156.919998,
34.642136,16.618082,157.840012,127.470093
34.6408,16.604,157.960007,
34.632065,16.409121,158.800003,
34.620831,16.15856,159.880005,126.680618
34.619999,16.139999,159.960007,
34.611717,15.942863,160.839996,
34.60268,15.727803,161.800003,125.469292
34.6008,15.683,162.0,
34.597439,15.52886,162.839996,
34.593601,15.3527,163.800003,123.890419
34.5928,15.316,164.0,
34.586983,15.242714,164.76001,
34.57933,15.146286,165.76001,121.327812
34.577801,15.127,165.960007,
34.576813,15.10838,166.720001,
34.575668,15.08682,167.600006,117.596245
34.575199,15.078,167.960007,
34.574112,15.070641,168.600006,
34.57214,15.057301,169.76001,110.731857
34.5718,15.055,169.960007,
34.569839,15.049118,170.76001,
34.567387,15.041764,171.759995,101.558929
34.566799,15.04,172.0,
34.561569,15.029285,172.839996,
34.555595,15.017041,173.800003,88.966492
34.5546,15.015,173.960007,
34.564709,14.787001,174.720001,
34.578541,14.475,175.76001,77.912041
34.5812,14.415,175.960007,
34.571083,14.105588,176.76001,
34.557423,13.687882,177.839996,71.47007
34.555401,13.626,178.0,
34.549435,13.5084,178.839996,
34.542904,13.3796,179.759995,65.360123
34.541199,13.346,180.0,
34.539436,13.289176,180.720001,
34.536983,13.210256,181.720001,59.107254
34.536201,13.185,182.039993,
34.536922,13.0562,182.839996,
34.537785,12.90164,183.799988,54.316593
34.538002,12.863,184.039993,
34.536953,12.768125,184.759995,
34.535435,12.631083,185.800003,50.756874
34.535202,12.61,185.960007,
34.54681,12.44451,186.76001,
34.560158,12.254196,187.680008,48.288956
34.5648,12.188,188.0,
34.56488,12.073941,188.839996,
34.564976,11.943588,189.799988,47.03022
34.564999,11.911,190.039993,
34.56522,11.891164,190.759995,
34.565514,11.864715,191.720001,45.518353
34.565601,11.857,192.0,
34.568394,11.823571,192.720001,
34.572269,11.777143,193.720001,43.915478
34.5732,11.766,193.960007,
34.575214,11.732843,194.720001,
34.577755,11.690961,195.680008,42.615673
34.578602,11.677,196.0,
34.58012,11.653,196.800003,
34.581642,11.629,197.600006,41.500538
34.582401,11.617,198.0,
34.583145,11.606143,198.559998,
34.584839,11.581326,199.840012,40.21294
34.584999,11.579,199.960007,
34.585629,11.569981,200.76001,
34.586349,11.559608,201.680008,38.936245
34.586601,11.556,202.0,
34.587959,11.5424,202.800003,
34.589455,11.52744,203.679993,37.46899
34.59,11.522,204.0,
34.591217,11.50946,204.759995,
34.592945,11.49164,205.839996,35.66766
34.593201,11.489,206.0,
34.594494,11.47342,206.759995,
34.596329,11.45128,207.839996,34.069477
34.5966,11.448,208.0,
34.59621,11.446061,208.76001,
34.595741,11.443714,209.680008,32.178703
34.5956,11.443,209.960007,
34.597153,11.429816,210.720001,
34.599358,11.411082,211.800003,29.265181
34.599602,11.409,211.919998,
34.604321,11.3706,212.720001,
34.609749,11.32644,213.639999,27.41468
34.611401,11.313,213.919998,
34.615944,11.272392,214.680008,
34.621685,11.221098,215.639999,26.322918
34.6236,11.204,215.960007,
34.624298,11.182673,216.720001,
34.62529,11.152368,217.800003,25.497061
34.625401,11.149,217.919998,
34.626072,11.13844,218.880005,
34.626717,11.12832,219.800003,24.400614
34.626801,11.127,219.919998,
34.631107,11.083923,220.720001,
34.636707,11.027924,221.759995,23.359909
34.638,11.015,222.0,
34.640709,10.986231,222.880005,
34.643417,10.957461,223.759995,22.697189
34.644402,10.947,224.080002,
34.646225,10.921539,224.839996,
34.648434,10.89072,225.759995,22.644402
34.6492,10.88,226.080002,
34.649277,10.86798,226.839996,
34.649368,10.854061,227.720001,22.860598
34.649399,10.849,228.039993,
34.649323,10.836205,228.800003,
34.649216,10.818694,229.839996,23.316692
34.6492,10.816,230.0,
34.65287,10.770118,230.720001,
34.658173,10.703843,231.759995,23.969755
34.659599,10.686,232.039993,
34.659519,10.643588,232.87999,
34.659424,10.595118,233.839996,24.672747
34.659401,10.583,234.080002,
34.659401,10.570917,234.880005,
34.659401,10.557625,235.759995,25.382221
34.659401,10.554,236.0,
34.659081,10.5388,236.800003,
34.658665,10.51904,237.839996,25.802336
34.6586,10.516,238.0,
34.657928,10.5076,238.839996,
34.657131,10.497601,239.839996,25.635386
34.657001,10.496,240.0,
34.65826,10.47164,240.839996,
