salinity_sfile,temperature_sfile,pressure,doxy
34.466999,29.150999,2.19,199.677704
34.518002,29.169001,3.89,199.560608
34.529999,29.173,5.89,199.546753
34.528999,29.173,7.89,199.559875
34.530998,29.174,9.89,199.492813
34.534,29.176001,11.89,199.539429
34.534,29.176001,13.89,199.547745
34.534,29.176001,15.89,199.597015
34.535,29.177,17.889999,199.525589
34.535,29.177999,19.889999,199.532928
34.539001,29.181,21.889999,199.494797
34.546001,29.186001,23.889999,199.453445
34.548,29.188,25.889999,199.520889
34.549999,29.190001,27.889999,199.455627
34.554001,29.195,29.889999,199.421173
34.558998,29.200001,31.889999,199.345932
34.564999,29.205999,33.889999,199.359772
34.57,29.211,35.889999,199.316116
34.574001,29.215,37.889999,199.231155
34.577,29.216999,39.889999,199.207993
34.578999,29.218,41.889999,199.127716
34.580002,29.219,43.889999,199.074585
34.580002,29.219,45.889999,199.09819
34.580002,29.219,47.889999,199.047394
34.581001,29.218,49.889999,199.006744
34.582001,29.216,51.889999,198.914719
34.582001,29.212,53.889999,198.879486
34.582001,29.204,55.889999,198.824966
34.583,29.202,57.889999,198.826523
34.583,29.191999,59.889999,198.820618
34.584,29.186001,61.889999,198.773163
34.584999,29.173,63.889999,198.661636
34.585999,29.162001,65.889999,198.784714
34.585999,29.15,67.889999,198.733582
34.585999,29.114,69.889999,198.694946
34.588001,28.979,71.889999,199.129364
34.59,28.816,73.790001,199.565643
34.601002,28.507999,75.889999,200.417145
34.602001,28.386,77.989998,200.507507
34.591999,27.933001,79.589996,200.916916
34.627998,26.959999,81.690002,
34.628845,26.931477,81.740005,202.904236
34.667,25.648001,83.989998,203.836502
34.674999,25.429001,85.489998,204.002518
34.671001,24.108,87.989998,202.611984
34.665001,24.063999,89.889999,202.20813
34.661999,24.041,91.989998,201.615845
34.653,23.91,93.790001,199.022644
34.646,22.950001,96.089996,197.819427
34.644001,22.841999,97.889999,197.397095
34.639,22.618,99.790001,195.450134
34.639999,21.766001,101.790001,194.350708
34.636002,21.605,103.790001,192.04808
34.637001,20.865,106.089996,188.243942
34.622002,20.399,107.790001,180.412811
34.59,18.954,109.790001,165.57457
34.544067,17.829067,111.610001,153.785919
34.536999,17.656,111.889999,
34.531719,17.5383,112.330002,
34.521759,17.316275,113.159996,
34.513,17.121,113.889999,
34.511669,17.078535,114.080002,144.731934
34.504322,16.843861,115.129997,
34.499001,16.674,115.889999,
34.49408,16.55961,116.300003,136.915771
34.474998,16.115999,117.889999,131.918701
34.462521,15.80496,119.809998,126.785675
34.462002,15.792,119.889999,
34.4543,15.6369,120.989998,122.828438
34.448002,15.51,121.889999,
34.445751,15.451725,122.339996,118.516693
34.438,15.251,123.889999,114.214622
34.432999,15.116,125.889999,106.675842
34.426998,14.713,127.889999,98.334602
34.424,14.305,129.889999,94.794197
34.424,14.177,131.889999,91.933716
34.421001,14.134,133.889999,86.984245
34.422001,13.967,135.889999,79.602043
