salinity_sfile,temperature_sfile,pressure,doxy
35.401001,20.558001,-0.1,232.714569
35.401001,20.558001,0.2,
35.400429,20.556858,0.6,232.458817
35.400002,20.556,0.9,
35.400002,20.555,1.9,
35.400002,20.5578,2.6,231.908875
35.400002,20.559,2.9,
35.400749,20.560501,3.8,231.665665
35.401001,20.561001,4.1,
35.401001,20.560375,4.6,231.515121
35.401001,20.559999,4.9,
35.401001,20.558599,5.6,231.343857
35.401001,20.558001,5.9,
35.401001,20.560101,6.6,231.132233
35.401001,20.561001,6.9,
35.401699,20.561701,7.6,230.840179
35.402,20.562,7.9,
35.400669,20.564001,8.5,230.748611
35.400002,20.565001,8.8,
35.40073,20.563545,9.599999,230.499222
35.401001,20.563,9.9,
35.40173,20.566637,10.7,230.29715
35.402,20.568001,11.0,
35.404999,20.564251,11.9,230.104401
35.405998,20.563,12.2,
35.403816,20.567364,13.0,229.723099
35.403,20.569,13.3,
35.400749,20.570499,14.2,229.466766
35.400002,20.570999,14.5,
35.403,20.5695,15.4,229.12088
35.403999,20.569,15.7,
35.4025,20.566,16.6,228.869797
35.402,20.565001,16.9,
35.402771,20.568846,17.9,228.627487
35.403,20.57,18.200001,
35.403,20.567749,19.1,228.361053
35.403,20.566999,19.4,
35.401501,20.55875,20.299999,228.022583
35.401001,20.556,20.6,
35.399498,20.557501,21.5,227.501129
35.398998,20.558001,21.799999,
35.39827,20.558001,22.6,227.106293
35.397999,20.558001,22.9,
35.395092,20.558001,23.700001,226.776703
35.394001,20.558001,24.0,
35.397751,20.567749,24.900002,226.377014
35.398998,20.570999,25.200001,
35.402748,20.567249,26.1,225.661057
35.403999,20.566,26.4,
35.395538,20.562155,27.4,224.949982
35.393002,20.561001,27.700001,
35.396141,20.550787,28.800001,224.137863
35.396999,20.548,29.1,
35.396198,20.5376,30.300001,222.994675
35.396,20.535,30.6,
35.396,20.543125,31.900002,222.083923
35.396,20.545,32.200001,
35.389412,20.537588,33.600002,220.983185
35.388,20.535999,33.900002,
35.387177,20.528589,35.299999,219.669983
35.387001,20.527,35.599998,
35.382938,20.512375,36.900002,218.050583
35.382,20.509001,37.200001,
35.380375,20.503313,38.5,216.13945
35.380001,20.502001,38.799999,
35.379215,20.523214,39.900002,213.753235
35.379002,20.528999,40.200001,
35.383801,20.5194,41.400002,210.911713
35.384998,20.517,41.700001,
35.378597,20.520201,42.900002,207.665451
35.376999,20.521,43.200001,
35.385002,20.5226,44.400002,203.818375
35.387001,20.523001,44.700001,
35.383923,20.520693,45.700001,199.508957
35.382999,20.52,46.0,
35.38213,20.510435,48.0,189.009888
35.382,20.509001,48.299999,
35.382,20.495501,48.599998,184.408783
35.382,20.482,48.900002,
35.3806,20.5037,49.600002,175.567886
35.380001,20.513,49.900002,
35.370003,20.485666,50.5,165.059158
35.365002,20.472,50.799999,
35.349598,20.3999,51.5,150.052277
35.342999,20.368999,51.799999,
35.315998,20.153751,52.700001,129.174973
35.306999,20.082001,53.0,
35.316799,19.8839,53.700001,111.278236
35.320999,19.799,54.0,
35.294716,19.541857,54.400002,99.764076
35.275002,19.349001,54.700001,
35.270638,18.787546,55.5,89.190384
35.269001,18.577,55.799999,
35.27425,18.26125,56.700001,79.057831
35.276001,18.156,57.0,
35.233299,17.925699,57.700001,69.92749
35.215,17.827,58.0,
35.230751,17.5,58.900002,60.784645
35.236,17.391001,59.200001,
35.192875,17.14975,59.700001,57.402893
35.167,17.004999,60.0,
35.16325,16.9025,60.5,55.045761
35.160999,16.841,60.799999,
35.147499,16.697001,61.700001,51.571922
35.143002,16.649,62.0,
35.145908,16.593,62.799999,46.420807
35.146999,16.572001,63.099998,
35.137001,16.540751,63.599998,41.214333
35.131001,16.521999,63.900002,
35.128334,16.455334,64.5,35.70063
35.126999,16.422001,64.800003,
35.129665,16.371334,65.400002,29.689156
35.131001,16.346001,65.699997,
35.123665,16.228001,66.299995,24.617401
35.119999,16.169001,66.599998,
35.118599,16.031799,67.299995,21.509148
35.118,15.973,67.599998,
35.112667,15.915667,68.199997,19.546331
35.110001,15.887,68.5,
35.102299,15.812099,69.199997,18.239563
35.098999,15.78,69.5,
35.099785,15.725786,70.599998,16.519615
35.099998,15.711,70.900002,
35.0952,15.5966,72.099998,15.126436
35.094002,15.568,72.400002,
35.088398,15.5295,73.099998,14.517992
35.085999,15.513,73.400002,
35.0839,15.4409,74.099998,14.09444
35.083,15.41,74.400002,
35.08009,15.369273,75.199997,13.748065
35.078999,15.354,75.5,
35.075859,15.324142,76.599998,13.21279
35.075001,15.316,76.900002,
35.070751,15.2803,78.599998,12.298746
35.07,15.274,78.900002,
35.066803,15.262,80.099998,11.481322
35.066002,15.259,80.400002,
35.066002,15.227667,81.0,10.788025
35.066002,15.212,81.300003,
35.060398,15.1791,82.0,10.055753
35.057999,15.165,82.300003,
35.05727,15.018818,83.099998,9.269197
35.056999,14.964,83.400002,
35.049999,14.8751,84.099998,8.733999
35.047001,14.837,84.400002,
35.049248,14.782249,85.300003,8.162988
35.049999,14.764,85.599998,
35.042301,14.7157,86.299995,7.807365
35.039001,14.695,86.599998,
35.036751,14.6545,87.5,7.549714
35.035999,14.641,87.800003,
35.035271,14.630818,88.599998,7.339226
35.035,14.627,88.900002,
35.038635,14.596455,89.699997,7.083535
35.040001,14.585,90.0,
35.033249,14.576,90.899994,6.859093
35.030998,14.573,91.199997,
35.029545,14.556273,92.0,6.615514
35.028999,14.55,92.300003,
35.028999,14.545636,93.099998,6.380237
35.028999,14.544,93.400002,
35.028301,14.5433,94.099998,6.093235
35.028,14.543,94.400002,
35.028,14.531364,95.199997,5.727521
35.028,14.527,95.5,
35.027271,14.504455,96.299995,5.343101
35.027,14.496,96.599998,
35.026272,14.456728,97.399994,4.980117
35.026001,14.442,97.699997,
35.023819,14.412182,98.5,4.72257
35.022999,14.401,98.800003,
35.020817,14.387182,99.599998,4.476185
35.02,14.382,99.900002,
35.018501,14.349,100.800003,4.240916
35.018002,14.338,101.099998,
35.01582,14.324183,101.899994,4.068627
35.014999,14.319,102.199997,
35.015728,14.313182,103.0,3.884422
35.015999,14.311,103.300003,
35.013199,14.3075,104.0,3.686082
35.012001,14.306,104.300003,
35.010544,14.29,105.099998,3.449314
35.009998,14.284,105.400002,
35.009998,14.237454,106.199997,3.221512
35.009998,14.22,106.5,
35.008545,14.19309,107.299995,3.085772
35.007999,14.183,107.599998,
35.005817,14.164818,108.399994,2.981706
35.005001,14.158,108.699997,
35.003544,14.136182,109.5,2.900624
35.002998,14.128,109.800003,
35.0009,14.1077,110.5,2.869898
35.0,14.099,110.800003,
34.998547,14.076454,111.599998,2.838688
34.998001,14.068,111.900002,
34.998001,14.047,112.800003,2.840287
34.998001,14.04,113.099998,
34.995201,14.0253,113.799995,2.882524
34.993999,14.019,114.099998,
34.997749,13.9935,115.0,2.932049
34.999001,13.985,115.300003,
34.992252,13.94675,116.199997,2.979605
34.990002,13.934,116.5,
34.98925,13.925,117.399994,3.075516
34.988998,13.922,117.699997,
34.987545,13.919818,118.5,3.178101
34.987,13.919,118.800003,
34.987747,13.8965,119.699997,3.243725
34.987999,13.889,120.0,
34.987251,13.88,120.899994,3.272907
34.987,13.877,121.199997,
34.986252,13.87325,122.099998,3.316855
34.986,13.872,122.400002,
34.986,13.862,123.400002,3.362701
34.986,13.859,123.699997,
34.985271,13.855364,124.5,3.49208
34.985001,13.854,124.800003,
34.983463,13.847846,125.800003,3.705255
34.983002,13.846,126.099998,
34.983772,13.839077,127.099998,4.027997
34.984001,13.837,127.400002,
34.986252,13.816751,128.300003,4.423147
34.987,13.81,128.600006,
34.981613,13.776154,129.599991,4.487653
34.98,13.766,129.899994,
34.98,13.762923,130.899994,4.769487
34.98,13.762,131.199997,
34.978462,13.760462,132.199997,5.129765
34.978001,13.76,132.5,
34.981075,13.75,133.5,5.586605
34.981998,13.747,133.800003,
34.978153,13.733154,134.800003,5.973401
34.977001,13.729,135.100006,
34.978573,13.708571,136.199997,6.290853
34.979,13.703,136.5,
34.977463,13.688385,137.5,6.522999
34.977001,13.684,137.800003,
34.976215,13.681643,138.899994,6.676056
34.976002,13.681,139.199997,
34.976002,13.680231,140.199997,6.855495
34.976002,13.68,140.5,
