salinity_sfile,temperature_sfile,pressure,doxy
35.681999,26.791,-0.4,200.774246
35.681999,26.791,-0.3,199.912262
35.681999,26.791,-0.2,198.517914
35.681999,26.791,-0.1,199.049561
35.666832,26.818167,0.0,197.918625
35.651665,26.845333,0.1,198.043243
35.636497,26.872501,0.2,
35.621334,26.899668,0.3,197.658051
35.606167,26.926834,0.4,
35.591,26.954,0.5,
35.591198,26.954201,0.7,197.726608
35.5914,26.954401,0.9,197.778
35.591499,26.9545,1.0,197.644196
35.591599,26.954599,1.1,197.542923
35.591698,26.9547,1.2,197.55043
35.591801,26.9548,1.3,197.587891
35.5919,26.954901,1.4,197.625336
35.591999,26.955,1.5,197.489532
35.592091,26.955,1.6,197.563782
35.592182,26.955,1.7,197.638031
35.59227,26.955,1.8,197.48764
35.592453,26.955,2.0,197.555618
35.592636,26.955,2.2,197.563812
35.592815,26.955,2.4,197.528625
35.592907,26.955,2.5,197.545685
35.592999,26.955,2.6,197.50061
35.592888,26.955111,2.7,197.50972
35.592667,26.955334,2.9,197.527924
35.592556,26.955444,3.0,197.500458
35.592331,26.955666,3.2,197.519974
35.59222,26.955778,3.3,197.568283
35.59211,26.955889,3.4,197.616592
35.591999,26.955999,3.5,
35.591999,26.955889,3.6,197.448456
35.591999,26.955778,3.7,197.466843
35.591999,26.955666,3.8,197.46759
35.591999,26.955555,3.9,197.458847
35.591999,26.955334,4.1,197.44136
35.591999,26.955221,4.2,197.473541
35.591999,26.955,4.4,197.499634
35.591908,26.954636,4.5,197.433655
35.591728,26.953909,4.7,197.399063
35.591637,26.953545,4.8,197.415955
35.591545,26.953182,4.9,197.432831
35.591362,26.952456,5.1,197.51178
35.591183,26.951727,5.3,197.398361
35.591,26.951,5.5,197.446106
35.591,26.950666,5.6,197.3517
35.591,26.950001,5.8,197.434341
35.591,26.949667,5.9,197.454544
35.591,26.949333,6.0,197.474747
35.591,26.948999,6.1,197.41478
35.591,26.948334,6.3,197.347214
35.591,26.948,6.4,197.387756
35.591,26.945499,6.5,197.428299
35.591,26.9405,6.7,197.350006
35.591,26.935501,6.9,197.551117
35.591,26.9305,7.1,197.575562
35.591,26.925501,7.3,197.649399
35.591,26.923,7.4,
35.590729,26.922636,7.5,197.655289
35.590183,26.921909,7.7,197.621109
35.589638,26.921183,7.9,
35.589092,26.920456,8.1,
35.588547,26.919727,8.3,
35.588001,26.919001,8.5,
35.589455,26.893547,8.900001,
35.590183,26.880819,9.1,
35.59127,26.861729,9.400001,
35.591637,26.855364,9.5,
35.591999,26.849001,9.6,
35.591427,26.84343,9.8,197.746506
35.590858,26.837858,10.0,
35.590286,26.832287,10.2,
35.588001,26.809999,11.0,
35.587845,26.80621,11.3,
35.587212,26.791052,12.5,197.901978
35.587002,26.785999,12.9,
35.586651,26.78425,13.599999,
35.586048,26.78125,14.799999,197.888611
35.585999,26.781,14.9,
35.58662,26.777905,16.200001,197.821121
35.587002,26.775999,17.0,
35.586811,26.775429,17.4,197.790527
35.586239,26.773714,18.6,197.78714
35.585999,26.773001,19.1,
35.585999,26.77265,19.800001,197.753571
35.585999,26.771999,21.1,197.684479
35.586578,26.770842,22.200001,
35.587002,26.77,23.0,
35.586739,26.769211,23.5,197.609894
35.586159,26.767473,24.6,
35.585999,26.767,24.9,
35.586475,26.766523,25.9,197.468414
35.587002,26.766001,27.0,
35.587002,26.765902,27.1,
35.587002,26.7647,28.299999,197.347855
35.587002,26.764,29.0,
35.587002,26.764,29.5,
35.587002,26.764,30.700001,197.266876
35.587002,26.764,31.0,
35.587002,26.7631,31.9,
35.587002,26.761999,33.0,
35.587002,26.76195,33.099998,197.16925
35.587002,26.761349,34.299999,197.110229
35.587002,26.761,35.0,
35.586761,26.761,35.5,197.044205
35.586189,26.761,36.699997,196.973251
35.585999,26.761,37.099998,
35.58638,26.759857,37.899998,196.8974
35.586952,26.758142,39.100002,
35.587002,26.757999,39.200001,
35.587002,26.757278,40.5,196.825729
35.587002,26.757,41.0,
35.587002,26.757,41.700001,
35.587002,26.757,42.900002,196.724213
35.587002,26.757,43.0,
35.587002,26.757631,44.200001,
35.587002,26.757999,44.900002,
35.587002,26.757999,45.400002,196.624161
35.587002,26.757999,46.599998,
35.587002,26.757999,47.099998,
35.587421,26.758421,47.899998,196.459396
35.588001,26.759001,49.0,
35.588001,26.758947,49.099998,
35.588001,26.758263,50.400002,196.405334
35.588001,26.757999,50.900002,
35.588001,26.757666,51.600002,
35.588001,26.757048,52.900002,196.299042
35.588001,26.757,53.0,
35.588001,26.757,54.200001,
35.588001,26.757,55.099998,
35.588001,26.757,55.5,196.134811
35.588001,26.757,56.900002,
35.588001,26.757,57.0,
35.588001,26.757,58.200001,195.888367
35.588001,26.757,58.900002,
35.588287,26.757,59.5,
35.588955,26.757,60.900002,195.74791
35.589001,26.757,61.0,
35.589001,26.757599,62.200001,
35.589001,26.757999,63.0,
35.589249,26.757999,63.5,195.477356
35.589951,26.757999,64.900002,
35.59,26.757999,65.0,
35.59,26.758751,66.5,195.221863
35.59,26.759001,67.0,
35.590401,26.7586,67.800003,
35.591,26.757999,69.0,
35.591049,26.75795,69.099998,194.827927
35.591698,26.757299,70.400002,
35.591999,26.757,71.0,
35.592331,26.756001,71.699997,194.470551
35.592953,26.754143,73.0,
35.592999,26.754,73.099998,
35.594299,26.752701,74.400002,193.996719
35.595001,26.752001,75.099998,
35.595528,26.751738,75.599998,
35.59679,26.751104,76.800003,193.266556
35.597,26.750999,77.0,
35.59745,26.750099,77.900002,
35.598,26.749001,79.0,
35.598251,26.74855,79.099998,192.360596
35.60125,26.743151,80.300003,
35.603001,26.74,81.0,
35.604668,26.738571,81.5,190.830719
35.608334,26.735428,82.599998,
35.610001,26.733999,83.099998,
35.61158,26.732683,83.599998,188.699081
35.614738,26.730053,84.599998,
35.616001,26.729,85.0,
35.647335,26.686001,85.699997,185.221497
35.696571,26.618429,86.799995,
35.709999,26.6,87.099998,
35.756313,26.519579,87.900002,183.012726
35.82,26.409,89.0,
35.8993,26.23155,90.300003,181.854309
35.942001,26.136,91.0,
35.944401,26.069599,91.400002,
35.950401,25.903601,92.400002,181.340378
35.953999,25.804001,93.0,
35.951149,25.768751,93.300003,
35.9426,25.663,94.199997,180.430801
35.935001,25.569,95.0,
35.9398,25.483,95.800003,180.144104
35.944599,25.396999,96.599998,
35.946999,25.354,97.0,
35.950047,25.339523,97.400002,179.067596
35.956142,25.310572,98.199997,
35.962238,25.281618,99.0,177.330231
35.963001,25.278,99.099998,
35.959499,25.160749,99.799995,
35.956001,25.043501,100.5,175.643341
35.952999,24.943001,101.099998,
35.949524,24.907106,101.299995,175.34314
35.940842,24.817369,101.799995,
35.932156,24.727631,102.300003,174.215332
35.926945,24.67379,102.599998,
35.919998,24.601999,103.0,
35.918697,24.58445,103.099998,172.851898
35.913498,24.51425,103.5,
35.906998,24.426498,104.0,171.479279
35.8992,24.321199,104.599998,170.627716
35.894001,24.250999,105.0,
35.894211,24.107841,105.400002,169.553543
35.89463,23.821526,106.200005,169.053284
35.895,23.570999,106.900002,169.117722
35.889668,23.380142,107.700005,168.863693
35.883667,23.165428,108.599998,
35.881001,23.07,109.0,
35.87862,22.941904,109.5,167.80838
35.873856,22.685715,110.5,
35.870998,22.532,111.099998,
35.865738,22.399632,111.599998,167.637329
35.855213,22.134893,112.599998,
35.851002,22.028999,113.0,
35.847801,21.951,113.800003,167.495255
35.842999,21.834,115.0,
35.839401,21.721199,116.199997,166.906326
35.837002,21.646,117.0,
35.8372,21.624399,117.400002,
35.837852,21.554199,118.699997,165.768463
35.838001,21.538,119.0,
35.838902,21.47995,119.900002,
35.84,21.409,121.0,
35.839699,21.4007,121.099998,163.891571
35.836102,21.3011,122.300003,
35.834,21.243,123.0,
35.831238,21.214714,123.199997,161.506821
35.81881,21.087429,124.099998,160.265671
35.807762,20.974285,124.900002,159.242645
35.805,20.945999,125.099998,
35.7981,20.894999,125.699997,158.299835
35.78775,20.818499,126.599998,
35.782001,20.775999,127.099998,
35.77837,20.757999,127.400002,155.386581
35.768684,20.709999,128.199997,
35.758999,20.662001,129.0,
35.757248,20.6527,129.100006,152.099976
35.74675,20.596901,129.699997,
35.736248,20.5411,130.300003,149.509537
35.723999,20.476,131.0,
35.722599,20.4664,131.100006,
35.711399,20.389601,131.899994,147.081497
35.701599,20.322401,132.600006,
35.695999,20.284,133.0,
