time,time2,year,month,day,winds_u,winds_v
2016-01-01,01-01,2016,1,1,8.66496,0.4759026
2016-01-02,01-02,2016,1,2,7.3535504,0.87604123
2016-01-03,01-03,2016,1,3,5.980685,0.0069078607
2016-01-04,01-04,2016,1,4,5.5105057,1.1803552
2016-01-05,01-05,2016,1,5,5.1569858,0.9630722
2016-01-06,01-06,2016,1,6,5.9250965,-0.24902944
2016-01-07,01-07,2016,1,7,5.4054375,0.44188485
2016-01-08,01-08,2016,1,8,5.317803,0.24791032
2016-01-09,01-09,2016,1,9,5.3154216,-0.013876298
2016-01-10,01-10,2016,1,10,5.437801,0.932593
2016-01-11,01-11,2016,1,11,1.3682897,0.5104927
2016-01-12,01-12,2016,1,12,0.5950708,1.8886057
2016-01-13,01-13,2016,1,13,0.8827133,1.0958619
2016-01-14,01-14,2016,1,14,1.9568983,0.5856231
2016-01-15,01-15,2016,1,15,2.3456962,0.024863381
2016-01-16,01-16,2016,1,16,2.271892,1.1561124
2016-01-17,01-17,2016,1,17,2.428514,0.26766676
2016-01-18,01-18,2016,1,18,2.8178918,-0.27005163
2016-01-19,01-19,2016,1,19,2.1542723,0.046457555
2016-01-20,01-20,2016,1,20,3.6394243,0.08769534
2016-01-21,01-21,2016,1,21,3.3616328,-0.19865158
2016-01-22,01-22,2016,1,22,5.5884986,-0.46877035
2016-01-23,01-23,2016,1,23,4.5235815,0.39968243
2016-01-24,01-24,2016,1,24,5.418116,0.90667844
2016-01-25,01-25,2016,1,25,3.7807078,0.06760593
2016-01-26,01-26,2016,1,26,3.1010354,2.4578266
2016-01-27,01-27,2016,1,27,4.0325613,2.6064248
2016-01-28,01-28,2016,1,28,3.4161675,0.86989784
2016-01-29,01-29,2016,1,29,2.4445596,-0.46617728
2016-01-30,01-30,2016,1,30,0.6719403,-0.11265634
2016-01-31,01-31,2016,1,31,1.9732132,0.6885464
2016-02-01,02-01,2016,2,1,2.15901,0.5713372
2016-02-02,02-02,2016,2,2,5.509898,-0.2078233
2016-02-03,02-03,2016,2,3,6.34998,-0.65283644
2016-02-04,02-04,2016,2,4,5.7300067,-2.0649738
2016-02-05,02-05,2016,2,5,3.9127097,-1.0913117
2016-02-06,02-06,2016,2,6,3.8680124,-1.2336965
2016-02-07,02-07,2016,2,7,5.973844,-1.833702
2016-02-08,02-08,2016,2,8,6.815491,-0.8698768
2016-02-09,02-09,2016,2,9,7.19638,-0.84995264
2016-02-10,02-10,2016,2,10,3.7131057,-1.7916338
2016-02-11,02-11,2016,2,11,4.5368514,-3.2621377
2016-02-12,02-12,2016,2,12,5.094498,-0.10855734
2016-02-13,02-13,2016,2,13,4.93347,0.2722079
2016-02-14,02-14,2016,2,14,3.6260908,-0.7321411
2016-02-15,02-15,2016,2,15,5.3393173,0.16820452
2016-02-16,02-16,2016,2,16,7.2824287,-0.2691345
2016-02-17,02-17,2016,2,17,8.694079,1.8752731
2016-02-18,02-18,2016,2,18,10.714171,0.20104964
2016-02-19,02-19,2016,2,19,9.775173,-1.8265904
2016-02-20,02-20,2016,2,20,9.557054,-2.7824848
2016-02-21,02-21,2016,2,21,8.206735,-2.5131574
2016-02-22,02-22,2016,2,22,7.4024396,-2.1719153
2016-02-23,02-23,2016,2,23,7.0312266,-2.1633053
2016-02-24,02-24,2016,2,24,6.9566927,-0.99329895
2016-02-25,02-25,2016,2,25,6.2709007,-0.8889752
2016-02-26,02-26,2016,2,26,6.363948,0.25514737
2016-02-27,02-27,2016,2,27,5.063031,-0.397785
2016-02-28,02-28,2016,2,28,3.6660304,1.2513915
2016-03-01,03-01,2016,3,1,3.625964,2.3110967
2016-03-02,03-02,2016,3,2,3.5931902,1.8659037
2016-03-03,03-03,2016,3,3,4.0182953,0.85852015
2016-03-04,03-04,2016,3,4,4.8951445,-0.08328699
2016-03-05,03-05,2016,3,5,3.9694085,-0.27429512
2016-03-06,03-06,2016,3,6,2.5089076,0.1628063
2016-03-07,03-07,2016,3,7,3.1472485,-0.5089553
2016-03-08,03-08,2016,3,8,0.30862868,1.1587832
2016-03-09,03-09,2016,3,9,-1.1765776,0.46277928
2016-03-10,03-10,2016,3,10,0.55586696,1.1912899
2016-03-11,03-11,2016,3,11,0.57683796,0.14902577
2016-03-12,03-12,2016,3,12,0.92002344,-0.93275183
2016-03-13,03-13,2016,3,13,1.6426785,-0.6514012
2016-03-14,03-14,2016,3,14,3.864859,-1.8539981
2016-03-15,03-15,2016,3,15,2.9718766,-1.907534
2016-03-16,03-16,2016,3,16,2.5683444,-1.0981662
2016-03-17,03-17,2016,3,17,1.5156008,0.53784
2016-03-18,03-18,2016,3,18,2.0147517,-1.2716275
2016-03-19,03-19,2016,3,19,3.950196,0.12783688
2016-03-20,03-20,2016,3,20,3.9098687,-0.9374081
2016-03-21,03-21,2016,3,21,6.658982,-0.86242515
2016-03-22,03-22,2016,3,22,5.5945272,-1.9535221
2016-03-23,03-23,2016,3,23,3.4248705,-0.03945024
2016-03-24,03-24,2016,3,24,3.3984022,-0.06932877
2016-03-25,03-25,2016,3,25,5.87017,-0.09493648
2016-03-26,03-26,2016,3,26,6.199333,0.23681977
2016-03-27,03-27,2016,3,27,7.7564335,0.5238913
2016-03-28,03-28,2016,3,28,6.108792,-2.4644442
2016-03-29,03-29,2016,3,29,5.9291334,-0.4060375
2016-03-30,03-30,2016,3,30,5.9594455,-0.3344469
2016-03-31,03-31,2016,3,31,5.282852,-0.05914878
2016-04-01,04-01,2016,4,1,5.9552517,-1.7743399
2016-04-02,04-02,2016,4,2,6.5887885,-3.5685692
2016-04-03,04-03,2016,4,3,4.17115,-2.4589458
2016-04-04,04-04,2016,4,4,2.268576,-3.2760317
2016-04-05,04-05,2016,4,5,1.1808313,-2.513822
2016-04-06,04-06,2016,4,6,1.6916101,-1.9021844
2016-04-07,04-07,2016,4,7,4.477378,-2.2195323
2016-04-08,04-08,2016,4,8,2.6793075,0.18240163
2016-04-09,04-09,2016,4,9,1.2960831,-0.5392147
2016-04-10,04-10,2016,4,10,0.08624193,0.93966967
2016-04-11,04-11,2016,4,11,0.9923478,1.0141027
2016-04-12,04-12,2016,4,12,1.4793615,2.503759
2016-04-13,04-13,2016,4,13,0.52291965,1.0316759
2016-04-14,04-14,2016,4,14,3.9746957,0.23135056
2016-04-15,04-15,2016,4,15,5.38598,0.3291731
2016-04-16,04-16,2016,4,16,2.64149,-1.2074589
2016-04-17,04-17,2016,4,17,3.6441422,-1.9249724
2016-04-18,04-18,2016,4,18,0.8183332,-0.3666733
2016-04-19,04-19,2016,4,19,2.1816247,0.601
2016-04-20,04-20,2016,4,20,2.8710608,1.7899019
2016-04-21,04-21,2016,4,21,1.6123931,1.2822833
2016-04-22,04-22,2016,4,22,1.5008222,1.6284809
2016-04-23,04-23,2016,4,23,0.07694684,0.40528706
2016-04-24,04-24,2016,4,24,1.7637697,0.24876268
2016-04-25,04-25,2016,4,25,1.8966655,-0.011738164
2016-04-26,04-26,2016,4,26,-0.3618187,2.2315023
2016-04-27,04-27,2016,4,27,-1.0001961,2.881843
2016-04-28,04-28,2016,4,28,,
2016-04-29,04-29,2016,4,29,,
2016-04-30,04-30,2016,4,30,,
2016-05-01,05-01,2016,5,1,,
2016-05-02,05-02,2016,5,2,,
2016-05-03,05-03,2016,5,3,,
2016-05-04,05-04,2016,5,4,,
2016-05-05,05-05,2016,5,5,,
2016-05-06,05-06,2016,5,6,,
2016-05-07,05-07,2016,5,7,,
2016-05-08,05-08,2016,5,8,,
2016-05-09,05-09,2016,5,9,,
2016-05-10,05-10,2016,5,10,,
2016-05-11,05-11,2016,5,11,,
2016-05-12,05-12,2016,5,12,,
2016-05-13,05-13,2016,5,13,,
2016-05-14,05-14,2016,5,14,,
2016-05-15,05-15,2016,5,15,,
2016-05-16,05-16,2016,5,16,,
2016-05-17,05-17,2016,5,17,,
2016-05-18,05-18,2016,5,18,,
2016-05-19,05-19,2016,5,19,,
2016-05-20,05-20,2016,5,20,,
2016-05-21,05-21,2016,5,21,,
2016-05-22,05-22,2016,5,22,,
2016-05-23,05-23,2016,5,23,,
2016-05-24,05-24,2016,5,24,,
2016-05-25,05-25,2016,5,25,,
2016-05-26,05-26,2016,5,26,,
2016-05-27,05-27,2016,5,27,,
2016-05-28,05-28,2016,5,28,,
2016-05-29,05-29,2016,5,29,,
2016-05-30,05-30,2016,5,30,,
2016-05-31,05-31,2016,5,31,,
2016-06-01,06-01,2016,6,1,,
2016-06-02,06-02,2016,6,2,,
2016-06-03,06-03,2016,6,3,,
2016-06-04,06-04,2016,6,4,,
2016-06-05,06-05,2016,6,5,,
2016-06-06,06-06,2016,6,6,,
2016-06-07,06-07,2016,6,7,,
2016-06-08,06-08,2016,6,8,,
2016-06-09,06-09,2016,6,9,,
2016-06-10,06-10,2016,6,10,,
2016-06-11,06-11,2016,6,11,,
2016-06-12,06-12,2016,6,12,,
2016-06-13,06-13,2016,6,13,,
2016-06-14,06-14,2016,6,14,,
2016-06-15,06-15,2016,6,15,,
2016-06-16,06-16,2016,6,16,,
2016-06-17,06-17,2016,6,17,,
2016-06-18,06-18,2016,6,18,,
2016-06-19,06-19,2016,6,19,,
2016-06-20,06-20,2016,6,20,,
2016-06-21,06-21,2016,6,21,,
2016-06-22,06-22,2016,6,22,,
2016-06-23,06-23,2016,6,23,,
2016-06-24,06-24,2016,6,24,,
2016-06-25,06-25,2016,6,25,,
2016-06-26,06-26,2016,6,26,,
2016-06-27,06-27,2016,6,27,,
2016-06-28,06-28,2016,6,28,,
2016-06-29,06-29,2016,6,29,,
2016-06-30,06-30,2016,6,30,,
2016-07-01,07-01,2016,7,1,,
2016-07-02,07-02,2016,7,2,,
2016-07-03,07-03,2016,7,3,,
2016-07-04,07-04,2016,7,4,,
2016-07-05,07-05,2016,7,5,,
2016-07-06,07-06,2016,7,6,,
2016-07-07,07-07,2016,7,7,,
2016-07-08,07-08,2016,7,8,,
2016-07-09,07-09,2016,7,9,,
2016-07-10,07-10,2016,7,10,,
2016-07-11,07-11,2016,7,11,,
2016-07-12,07-12,2016,7,12,,
2016-07-13,07-13,2016,7,13,,
2016-07-14,07-14,2016,7,14,0.601333,4.3482985
2016-07-15,07-15,2016,7,15,-2.517003,0.91288453
2016-07-16,07-16,2016,7,16,-3.2508419,0.6629716
2016-07-17,07-17,2016,7,17,-3.1748583,2.6637664
2016-07-18,07-18,2016,7,18,-5.080716,-0.47624972
2016-07-19,07-19,2016,7,19,-4.721346,-0.8440757
2016-07-20,07-20,2016,7,20,-3.1114273,3.5292962
2016-07-21,07-21,2016,7,21,-7.9210243,2.3301356
2016-07-22,07-22,2016,7,22,-6.394489,1.7208717
2016-07-23,07-23,2016,7,23,-5.365269,0.5746965
2016-07-24,07-24,2016,7,24,-4.3460016,2.8063104
2016-07-25,07-25,2016,7,25,-7.6168933,2.3374262
2016-07-26,07-26,2016,7,26,-3.4271324,-1.7494583
2016-07-27,07-27,2016,7,27,-2.6398733,0.90718716
2016-07-28,07-28,2016,7,28,-3.939751,3.5548658
2016-07-29,07-29,2016,7,29,-5.1520243,0.85841006
2016-07-30,07-30,2016,7,30,-0.24830928,-0.09848127
2016-07-31,07-31,2016,7,31,-3.5581474,-1.6569357
2016-08-01,08-01,2016,8,1,-4.0142894,3.1331804
2016-08-02,08-02,2016,8,2,-6.719102,0.9637764
2016-08-03,08-03,2016,8,3,-5.4851446,0.28303832
2016-08-04,08-04,2016,8,4,-2.699685,2.968787
2016-08-05,08-05,2016,8,5,-1.0860451,-1.6447899
2016-08-06,08-06,2016,8,6,0.4337512,-0.3452336
2016-08-07,08-07,2016,8,7,0.45409977,1.3648626
2016-08-08,08-08,2016,8,8,-1.1903273,2.3263838
2016-08-09,08-09,2016,8,9,-3.7458317,2.1566117
2016-08-10,08-10,2016,8,10,-4.7540565,2.908764
