time,time2,year,month,day,winds_u,winds_v
1991-01-01,01-01,1991,1,1,,
1991-01-02,01-02,1991,1,2,,
1991-01-03,01-03,1991,1,3,,
1991-01-04,01-04,1991,1,4,,
1991-01-05,01-05,1991,1,5,,
1991-01-06,01-06,1991,1,6,,
1991-01-07,01-07,1991,1,7,,
1991-01-08,01-08,1991,1,8,,
1991-01-09,01-09,1991,1,9,,
1991-01-10,01-10,1991,1,10,,
1991-01-11,01-11,1991,1,11,,
1991-01-12,01-12,1991,1,12,,
1991-01-13,01-13,1991,1,13,,
1991-01-14,01-14,1991,1,14,,
1991-01-15,01-15,1991,1,15,,
1991-01-16,01-16,1991,1,16,,
1991-01-17,01-17,1991,1,17,,
1991-01-18,01-18,1991,1,18,,
1991-01-19,01-19,1991,1,19,,
1991-01-20,01-20,1991,1,20,,
1991-01-21,01-21,1991,1,21,,
1991-01-22,01-22,1991,1,22,,
1991-01-23,01-23,1991,1,23,,
1991-01-24,01-24,1991,1,24,,
1991-01-25,01-25,1991,1,25,,
1991-01-26,01-26,1991,1,26,,
1991-01-27,01-27,1991,1,27,,
1991-01-28,01-28,1991,1,28,,
1991-01-29,01-29,1991,1,29,,
1991-01-30,01-30,1991,1,30,,
1991-01-31,01-31,1991,1,31,,
1991-02-01,02-01,1991,2,1,,
1991-02-02,02-02,1991,2,2,,
1991-02-03,02-03,1991,2,3,,
1991-02-04,02-04,1991,2,4,,
1991-02-05,02-05,1991,2,5,,
1991-02-06,02-06,1991,2,6,,
1991-02-07,02-07,1991,2,7,,
1991-02-08,02-08,1991,2,8,,
1991-02-09,02-09,1991,2,9,,
1991-02-10,02-10,1991,2,10,,
1991-02-11,02-11,1991,2,11,,
1991-02-12,02-12,1991,2,12,,
1991-02-13,02-13,1991,2,13,,
1991-02-14,02-14,1991,2,14,,
1991-02-15,02-15,1991,2,15,,
1991-02-16,02-16,1991,2,16,,
1991-02-17,02-17,1991,2,17,,
1991-02-18,02-18,1991,2,18,,
1991-02-19,02-19,1991,2,19,,
1991-02-20,02-20,1991,2,20,,
1991-02-21,02-21,1991,2,21,,
1991-02-22,02-22,1991,2,22,,
1991-02-23,02-23,1991,2,23,,
1991-02-24,02-24,1991,2,24,,
1991-02-25,02-25,1991,2,25,,
1991-02-26,02-26,1991,2,26,,
1991-02-27,02-27,1991,2,27,,
1991-02-28,02-28,1991,2,28,-2.4,-5.8
1991-03-01,03-01,1991,3,1,-0.9,-4.2
1991-03-02,03-02,1991,3,2,-0.2,-3.9
1991-03-03,03-03,1991,3,3,-0.3,-3.5
1991-03-04,03-04,1991,3,4,1.9,-5.4
1991-03-05,03-05,1991,3,5,6.8,-3.4
1991-03-06,03-06,1991,3,6,-1.9,-0.2
1991-03-07,03-07,1991,3,7,0.5,-5.0
1991-03-08,03-08,1991,3,8,-0.8,-2.2
1991-03-09,03-09,1991,3,9,-3.0,2.0
1991-03-10,03-10,1991,3,10,-2.1,5.6
1991-03-11,03-11,1991,3,11,1.4,4.7
1991-03-12,03-12,1991,3,12,1.8,6.0
1991-03-13,03-13,1991,3,13,-0.4,5.8
1991-03-14,03-14,1991,3,14,-6.1,-1.1
1991-03-15,03-15,1991,3,15,-7.0,-0.6
1991-03-16,03-16,1991,3,16,0.7,7.2
1991-03-17,03-17,1991,3,17,2.5,6.1
1991-03-18,03-18,1991,3,18,3.6,3.7
1991-03-19,03-19,1991,3,19,2.4,4.3
1991-03-20,03-20,1991,3,20,4.1,2.6
1991-03-21,03-21,1991,3,21,2.0,0.6
1991-03-22,03-22,1991,3,22,1.1,-2.0
1991-03-23,03-23,1991,3,23,-0.7,-3.0
1991-03-24,03-24,1991,3,24,-2.3,-1.7
1991-03-25,03-25,1991,3,25,1.8,0.9
1991-03-26,03-26,1991,3,26,3.5,4.5
1991-03-27,03-27,1991,3,27,2.2,4.2
1991-03-28,03-28,1991,3,28,2.9,3.4
1991-03-29,03-29,1991,3,29,3.4,2.1
1991-03-30,03-30,1991,3,30,1.6,0.3
1991-03-31,03-31,1991,3,31,2.5,-0.2
1991-04-01,04-01,1991,4,1,5.7,-0.5
1991-04-02,04-02,1991,4,2,3.2,-0.7
1991-04-03,04-03,1991,4,3,0.7,-0.9
1991-04-04,04-04,1991,4,4,1.0,-2.4
1991-04-05,04-05,1991,4,5,0.3,-2.4
1991-04-06,04-06,1991,4,6,1.0,-2.4
1991-04-07,04-07,1991,4,7,-0.5,-3.1
1991-04-08,04-08,1991,4,8,0.8,-4.4
1991-04-09,04-09,1991,4,9,-1.5,-5.7
1991-04-10,04-10,1991,4,10,6.3,-3.9
1991-04-11,04-11,1991,4,11,3.9,1.6
1991-04-12,04-12,1991,4,12,2.8,2.0
1991-04-13,04-13,1991,4,13,-1.5,-2.5
1991-04-14,04-14,1991,4,14,-1.7,-3.9
1991-04-15,04-15,1991,4,15,-1.9,-0.2
1991-04-16,04-16,1991,4,16,-3.0,3.1
1991-04-17,04-17,1991,4,17,-2.7,-1.4
1991-04-18,04-18,1991,4,18,1.1,-2.9
1991-04-19,04-19,1991,4,19,2.4,0.8
1991-04-20,04-20,1991,4,20,0.3,2.1
1991-04-21,04-21,1991,4,21,0.2,1.1
1991-04-22,04-22,1991,4,22,-1.8,-4.6
1991-04-23,04-23,1991,4,23,-4.2,-3.8
1991-04-24,04-24,1991,4,24,-4.0,-2.4
1991-04-25,04-25,1991,4,25,-4.8,-2.2
1991-04-26,04-26,1991,4,26,-2.6,-0.7
1991-04-27,04-27,1991,4,27,-1.2,1.4
1991-04-28,04-28,1991,4,28,0.4,-1.1
1991-04-29,04-29,1991,4,29,2.3,1.7
1991-04-30,04-30,1991,4,30,4.3,1.1
1991-05-01,05-01,1991,5,1,4.8,-0.6
1991-05-02,05-02,1991,5,2,4.2,-0.9
1991-05-03,05-03,1991,5,3,0.6,-1.2
1991-05-04,05-04,1991,5,4,-3.1,-6.4
1991-05-05,05-05,1991,5,5,-1.4,-6.3
1991-05-06,05-06,1991,5,6,-4.1,-4.4
1991-05-07,05-07,1991,5,7,-5.5,-2.5
1991-05-08,05-08,1991,5,8,-3.7,-6.1
1991-05-09,05-09,1991,5,9,-1.8,-6.2
1991-05-10,05-10,1991,5,10,-2.0,-4.2
1991-05-11,05-11,1991,5,11,-2.8,-2.6
1991-05-12,05-12,1991,5,12,-2.6,-2.5
1991-05-13,05-13,1991,5,13,-0.3,-3.5
1991-05-14,05-14,1991,5,14,2.9,-0.5
1991-05-15,05-15,1991,5,15,-0.1,2.5
1991-05-16,05-16,1991,5,16,-2.5,2.4
1991-05-17,05-17,1991,5,17,3.2,2.3
1991-05-18,05-18,1991,5,18,2.5,1.4
1991-05-19,05-19,1991,5,19,-2.0,3.0
1991-05-20,05-20,1991,5,20,3.0,3.8
1991-05-21,05-21,1991,5,21,4.4,1.7
1991-05-22,05-22,1991,5,22,0.8,2.2
1991-05-23,05-23,1991,5,23,1.0,2.1
1991-05-24,05-24,1991,5,24,-0.6,0.5
1991-05-25,05-25,1991,5,25,-0.4,-2.3
1991-05-26,05-26,1991,5,26,-0.8,0.7
1991-05-27,05-27,1991,5,27,-0.3,1.6
1991-05-28,05-28,1991,5,28,0.8,-0.4
1991-05-29,05-29,1991,5,29,0.5,1.2
1991-05-30,05-30,1991,5,30,2.0,3.2
1991-05-31,05-31,1991,5,31,3.8,3.7
1991-06-01,06-01,1991,6,1,3.4,3.5
1991-06-02,06-02,1991,6,2,3.6,2.5
1991-06-03,06-03,1991,6,3,4.1,2.6
1991-06-04,06-04,1991,6,4,2.8,0.9
1991-06-05,06-05,1991,6,5,1.1,2.5
1991-06-06,06-06,1991,6,6,1.9,1.3
1991-06-07,06-07,1991,6,7,1.6,1.4
1991-06-08,06-08,1991,6,8,1.6,0.3
1991-06-09,06-09,1991,6,9,,
1991-06-10,06-10,1991,6,10,,
1991-06-11,06-11,1991,6,11,,
1991-06-12,06-12,1991,6,12,,
1991-06-13,06-13,1991,6,13,,
1991-06-14,06-14,1991,6,14,,
1991-06-15,06-15,1991,6,15,,
1991-06-16,06-16,1991,6,16,,
1991-06-17,06-17,1991,6,17,,
1991-06-18,06-18,1991,6,18,,
1991-06-19,06-19,1991,6,19,,
1991-06-20,06-20,1991,6,20,,
1991-06-21,06-21,1991,6,21,,
1991-06-22,06-22,1991,6,22,,
1991-06-23,06-23,1991,6,23,,
1991-06-24,06-24,1991,6,24,,
1991-06-25,06-25,1991,6,25,,
1991-06-26,06-26,1991,6,26,,
1991-06-27,06-27,1991,6,27,,
1991-06-28,06-28,1991,6,28,,
1991-06-29,06-29,1991,6,29,,
1991-06-30,06-30,1991,6,30,,
1991-07-01,07-01,1991,7,1,,
1991-07-02,07-02,1991,7,2,,
1991-07-03,07-03,1991,7,3,,
1991-07-04,07-04,1991,7,4,,
1991-07-05,07-05,1991,7,5,,
1991-07-06,07-06,1991,7,6,,
1991-07-07,07-07,1991,7,7,,
1991-07-08,07-08,1991,7,8,,
1991-07-09,07-09,1991,7,9,,
