time,time2,year,month,day,winds_u,winds_v
2016-01-01,01-01,2016,1,1,0.1182125,-0.78759235
2016-01-02,01-02,2016,1,2,0.111051016,-0.2807442
2016-01-03,01-03,2016,1,3,-0.080477744,-0.5984202
2016-01-04,01-04,2016,1,4,0.14314999,-0.29250136
2016-01-05,01-05,2016,1,5,0.7274658,0.8369754
2016-01-06,01-06,2016,1,6,1.3542577,1.3356636
2016-01-07,01-07,2016,1,7,1.3792872,-0.57449275
2016-01-08,01-08,2016,1,8,2.1739101,0.124884956
2016-01-09,01-09,2016,1,9,1.8157519,-0.22153974
2016-01-10,01-10,2016,1,10,2.2470071,-0.21345985
2016-01-11,01-11,2016,1,11,0.96715534,-0.24551935
2016-01-12,01-12,2016,1,12,0.39958072,0.030089373
2016-01-13,01-13,2016,1,13,0.42626646,-0.11900575
2016-01-14,01-14,2016,1,14,0.41573405,-0.27961087
2016-01-15,01-15,2016,1,15,0.12834446,0.01469302
2016-01-16,01-16,2016,1,16,-0.47850233,-0.26950264
2016-01-17,01-17,2016,1,17,-0.1344733,-0.045512524
2016-01-18,01-18,2016,1,18,-0.194913,-0.053820737
2016-01-19,01-19,2016,1,19,-0.28866017,0.378293
2016-01-20,01-20,2016,1,20,-0.6529135,-0.6827299
2016-01-21,01-21,2016,1,21,0.24123096,-0.9887518
2016-01-22,01-22,2016,1,22,-0.37264025,-0.4604293
2016-01-23,01-23,2016,1,23,-0.35328192,-0.14097981
2016-01-24,01-24,2016,1,24,-0.52017975,0.0376937
2016-01-25,01-25,2016,1,25,0.6211432,1.1564373
2016-01-26,01-26,2016,1,26,1.0262462,0.08771968
2016-01-27,01-27,2016,1,27,0.881438,0.43000597
2016-01-28,01-28,2016,1,28,0.73833245,0.22271557
2016-01-29,01-29,2016,1,29,0.20688039,0.25165996
2016-01-30,01-30,2016,1,30,-0.20660889,-0.3170214
2016-01-31,01-31,2016,1,31,-0.16916999,-0.5906272
2016-02-01,02-01,2016,2,1,0.11375577,-0.44273725
2016-02-02,02-02,2016,2,2,0.46417812,-0.3403943
2016-02-03,02-03,2016,2,3,0.51782316,-0.24677877
2016-02-04,02-04,2016,2,4,0.6227472,-0.1914937
2016-02-05,02-05,2016,2,5,0.5620375,-0.39119953
2016-02-06,02-06,2016,2,6,1.193383,-1.1332551
2016-02-07,02-07,2016,2,7,1.0774723,-1.3290056
2016-02-08,02-08,2016,2,8,1.867954,-1.911356
2016-02-09,02-09,2016,2,9,1.2125785,-0.9958048
2016-02-10,02-10,2016,2,10,0.27986383,-0.5482807
2016-02-11,02-11,2016,2,11,0.8904229,-2.6397426
2016-02-12,02-12,2016,2,12,0.66941667,-2.413684
2016-02-13,02-13,2016,2,13,0.28727904,-0.20159629
2016-02-14,02-14,2016,2,14,0.35394663,-0.6840545
2016-02-15,02-15,2016,2,15,-0.47768834,-0.9949742
2016-02-16,02-16,2016,2,16,-0.4091369,-1.1156791
