time,time2,year,month,day,winds_u,winds_v
2015-01-01,01-01,2015,1,1,-6.957932,-1.8314828
2015-01-02,01-02,2015,1,2,-6.3996186,-0.5424743
2015-01-03,01-03,2015,1,3,-4.9413905,-2.405848
2015-01-04,01-04,2015,1,4,-5.25477,-6.7690077
2015-01-05,01-05,2015,1,5,-8.114658,-5.7523
2015-01-06,01-06,2015,1,6,-7.03606,-3.35385
2015-01-07,01-07,2015,1,7,-3.4033926,0.70377004
2015-01-08,01-08,2015,1,8,-4.6343904,-0.6363704
2015-01-09,01-09,2015,1,9,-4.807371,-1.6457174
2015-01-10,01-10,2015,1,10,-3.5397468,2.5466785
2015-01-11,01-11,2015,1,11,0.64616746,1.3263259
2015-01-12,01-12,2015,1,12,-0.9759802,-1.5520917
2015-01-13,01-13,2015,1,13,-1.4007051,-1.3593405
2015-01-14,01-14,2015,1,14,0.069710925,0.6253211
2015-01-15,01-15,2015,1,15,-0.5236943,0.7956584
2015-01-16,01-16,2015,1,16,-4.13206,-3.4864879
2015-01-17,01-17,2015,1,17,-5.316191,-4.3937144
2015-01-18,01-18,2015,1,18,-5.0383797,-3.4168415
2015-01-19,01-19,2015,1,19,-4.531124,-2.3363252
2015-01-20,01-20,2015,1,20,-4.771972,-0.7380495
2015-01-21,01-21,2015,1,21,-2.7662232,-1.8633978
2015-01-22,01-22,2015,1,22,-2.035972,-4.7719703
2015-01-23,01-23,2015,1,23,-7.052353,-5.0938044
2015-01-24,01-24,2015,1,24,-6.955125,-3.9279215
2015-01-25,01-25,2015,1,25,-7.324792,-3.9819965
2015-01-26,01-26,2015,1,26,-7.8881273,-1.8808485
2015-01-27,01-27,2015,1,27,-5.7103047,1.7663419
2015-01-28,01-28,2015,1,28,-5.585432,0.7437061
2015-01-29,01-29,2015,1,29,-6.249461,-3.9555128
2015-01-30,01-30,2015,1,30,-7.310383,-1.776511
2015-01-31,01-31,2015,1,31,-4.314247,0.07867876
2015-02-01,02-01,2015,2,1,-5.463314,1.2343185
2015-02-02,02-02,2015,2,2,-5.292874,0.5018973
2015-02-03,02-03,2015,2,3,-5.5625362,-0.039341584
2015-02-04,02-04,2015,2,4,-3.8894768,-0.68565685
2015-02-05,02-05,2015,2,5,-1.2354063,-0.8950029
2015-02-06,02-06,2015,2,6,-5.6967826,-3.403999
2015-02-07,02-07,2015,2,7,-8.145779,-1.3145225
2015-02-08,02-08,2015,2,8,-7.254192,-3.8649158
2015-02-09,02-09,2015,2,9,-3.2742598,-1.9148475
2015-02-10,02-10,2015,2,10,-6.6330476,-4.003078
2015-02-11,02-11,2015,2,11,-7.3901377,-4.033785
2015-02-12,02-12,2015,2,12,-5.8140993,-1.0718995
2015-02-13,02-13,2015,2,13,-2.5645425,1.0729265
2015-02-14,02-14,2015,2,14,-3.7040935,-0.89897394
2015-02-15,02-15,2015,2,15,-1.9748685,-0.3997941
2015-02-16,02-16,2015,2,16,-5.6885085,1.6589379
2015-02-17,02-17,2015,2,17,-5.1899657,-1.3207833
2015-02-18,02-18,2015,2,18,-3.2958062,0.31513754
2015-02-19,02-19,2015,2,19,-3.2502096,-0.61142814
2015-02-20,02-20,2015,2,20,-5.6725035,-1.7022032
2015-02-21,02-21,2015,2,21,-2.760919,1.1003568
2015-02-22,02-22,2015,2,22,-4.436246,-0.49650645
2015-02-23,02-23,2015,2,23,-2.0653017,1.6688533
2015-02-24,02-24,2015,2,24,-1.8148952,-2.924021
2015-02-25,02-25,2015,2,25,-6.6126714,-2.85225
2015-02-26,02-26,2015,2,26,-6.1338086,-3.021144
2015-02-27,02-27,2015,2,27,-7.3638024,-1.7570008
2015-02-28,02-28,2015,2,28,-4.743641,1.1620015
2015-03-01,03-01,2015,3,1,-6.183847,-1.3191555
2015-03-02,03-02,2015,3,2,-6.9867277,-1.1236241
2015-03-03,03-03,2015,3,3,-7.393894,1.2270769
2015-03-04,03-04,2015,3,4,-7.531958,-1.597642
2015-03-05,03-05,2015,3,5,-6.3005853,1.6175611
2015-03-06,03-06,2015,3,6,-4.192064,0.97454447
2015-03-07,03-07,2015,3,7,-3.8768027,2.163674
2015-03-08,03-08,2015,3,8,-2.1342597,2.7282252
2015-03-09,03-09,2015,3,9,-6.854613,4.0302796
2015-03-10,03-10,2015,3,10,-7.508596,5.1356516
2015-03-11,03-11,2015,3,11,-6.42335,2.8619199
2015-03-12,03-12,2015,3,12,-8.046245,-1.3987856
2015-03-13,03-13,2015,3,13,-8.242303,-3.3104804
2015-03-14,03-14,2015,3,14,-7.7531624,-2.5556726
2015-03-15,03-15,2015,3,15,-5.8290772,-0.20671019
2015-03-16,03-16,2015,3,16,-3.5942957,0.40252915
2015-03-17,03-17,2015,3,17,-2.645247,-3.1451876
2015-03-18,03-18,2015,3,18,-5.2531004,-2.132772
2015-03-19,03-19,2015,3,19,-4.942449,-0.7090143
2015-03-20,03-20,2015,3,20,-5.6980247,-3.0316904
2015-03-21,03-21,2015,3,21,-6.0314894,-2.4851105
2015-03-22,03-22,2015,3,22,-5.4361105,-1.4445632
2015-03-23,03-23,2015,3,23,-6.508186,2.2605834
2015-03-24,03-24,2015,3,24,-3.8531945,1.9295108
2015-03-25,03-25,2015,3,25,-5.5983353,-4.094554
2015-03-26,03-26,2015,3,26,-6.6993456,-2.7787495
2015-03-27,03-27,2015,3,27,-3.9329727,-0.889269
2015-03-28,03-28,2015,3,28,-6.628341,-0.27395183
2015-03-29,03-29,2015,3,29,-7.2758713,1.1854742
2015-03-30,03-30,2015,3,30,-7.6687245,-1.7979121
2015-03-31,03-31,2015,3,31,-8.493269,-2.384196
2015-04-01,04-01,2015,4,1,-4.9955163,-3.2316637
2015-04-02,04-02,2015,4,2,-4.733196,-0.87543905
2015-04-03,04-03,2015,4,3,-6.646851,-0.7485961
2015-04-04,04-04,2015,4,4,-4.215489,0.5151616
2015-04-05,04-05,2015,4,5,-5.4150386,1.3906643
2015-04-06,04-06,2015,4,6,-5.8223934,-1.2503871
2015-04-07,04-07,2015,4,7,-2.9267282,0.16898952
