time,time2,year,month,day,winds_u,winds_v
1997-01-01,01-01,1997,1,1,-3.0,-1.9
1997-01-02,01-02,1997,1,2,-2.0,-5.5
1997-01-03,01-03,1997,1,3,-2.4,-3.2
1997-01-04,01-04,1997,1,4,-2.4,-3.8
1997-01-05,01-05,1997,1,5,-4.4,-4.5
1997-01-06,01-06,1997,1,6,-6.4,-1.9
1997-01-07,01-07,1997,1,7,-5.0,-0.8
1997-01-08,01-08,1997,1,8,-3.5,-1.8
1997-01-09,01-09,1997,1,9,-2.4,1.1
1997-01-10,01-10,1997,1,10,-0.8,-0.9
1997-01-11,01-11,1997,1,11,-3.8,-4.9
1997-01-12,01-12,1997,1,12,-5.8,-5.2
1997-01-13,01-13,1997,1,13,-5.8,2.0
1997-01-14,01-14,1997,1,14,-1.4,1.1
1997-01-15,01-15,1997,1,15,-3.6,-1.8
1997-01-16,01-16,1997,1,16,-5.3,-1.3
1997-01-17,01-17,1997,1,17,-1.7,-0.3
1997-01-18,01-18,1997,1,18,-1.2,-1.5
1997-01-19,01-19,1997,1,19,-3.2,-1.1
1997-01-20,01-20,1997,1,20,-6.2,-2.1
1997-01-21,01-21,1997,1,21,-5.6,-1.9
1997-01-22,01-22,1997,1,22,-3.0,0.4
1997-01-23,01-23,1997,1,23,-3.3,-1.9
1997-01-24,01-24,1997,1,24,-6.1,-2.3
1997-01-25,01-25,1997,1,25,-4.6,-2.6
1997-01-26,01-26,1997,1,26,-4.0,1.2
1997-01-27,01-27,1997,1,27,-3.7,2.8
1997-01-28,01-28,1997,1,28,-1.8,-2.7
1997-01-29,01-29,1997,1,29,-4.4,-5.8
1997-01-30,01-30,1997,1,30,-5.4,-2.5
1997-01-31,01-31,1997,1,31,-4.5,3.2
1997-02-01,02-01,1997,2,1,-3.5,-2.6
1997-02-02,02-02,1997,2,2,-6.5,-2.7
1997-02-03,02-03,1997,2,3,-7.0,-1.9
1997-02-04,02-04,1997,2,4,-4.5,-3.2
