time,time2,year,month,day,winds_u,winds_v
2015-01-01,01-01,2015,1,1,-3.1104984,-2.259901
2015-01-02,01-02,2015,1,2,-1.1735286,1.272198
2015-01-03,01-03,2015,1,3,1.1224035,-0.7307681
2015-01-04,01-04,2015,1,4,4.3947906,-0.85160613
2015-01-05,01-05,2015,1,5,2.708852,-1.27706
2015-01-06,01-06,2015,1,6,2.1722798,0.37542292
2015-01-07,01-07,2015,1,7,2.1117895,2.6464758
2015-01-08,01-08,2015,1,8,2.6530185,1.1037143
2015-01-09,01-09,2015,1,9,1.4587088,0.028917199
2015-01-10,01-10,2015,1,10,0.79538417,-0.5709766
2015-01-11,01-11,2015,1,11,-2.4503686,-3.210579
2015-01-12,01-12,2015,1,12,-4.222819,-1.5716285
2015-01-13,01-13,2015,1,13,-6.335859,-0.914507
2015-01-14,01-14,2015,1,14,-3.0227575,-1.1885128
2015-01-15,01-15,2015,1,15,-3.6547189,-1.2671022
2015-01-16,01-16,2015,1,16,-3.8050668,-0.4958001
2015-01-17,01-17,2015,1,17,-3.4839015,-1.3353462
2015-01-18,01-18,2015,1,18,-1.5471203,0.0874848
2015-01-19,01-19,2015,1,19,2.087709,-1.5740573
2015-01-20,01-20,2015,1,20,1.3502574,-0.3758046
2015-01-21,01-21,2015,1,21,1.693362,-1.0139354
2015-01-22,01-22,2015,1,22,1.3438255,-2.7592816
2015-01-23,01-23,2015,1,23,3.9965959,-0.98077774
2015-01-24,01-24,2015,1,24,7.7041187,-2.468462
2015-01-25,01-25,2015,1,25,7.0729084,-1.1945357
2015-01-26,01-26,2015,1,26,6.6192417,-3.3158462
2015-01-27,01-27,2015,1,27,1.1809891,-4.529455
2015-01-28,01-28,2015,1,28,0.7675798,-3.5158594
2015-01-29,01-29,2015,1,29,-2.1664555,2.078883
2015-01-30,01-30,2015,1,30,-0.35450542,-0.50905615
2015-01-31,01-31,2015,1,31,0.14337853,-2.9171221
2015-02-01,02-01,2015,2,1,5.435804,-2.099081
2015-02-02,02-02,2015,2,2,8.134449,-0.5397689
2015-02-03,02-03,2015,2,3,9.589176,0.2511749
2015-02-04,02-04,2015,2,4,7.242442,2.3891716
2015-02-05,02-05,2015,2,5,4.842339,5.0332794
2015-02-06,02-06,2015,2,6,-1.9327167,1.8097157
2015-02-07,02-07,2015,2,7,-1.7759857,-3.981177
2015-02-08,02-08,2015,2,8,-1.9371985,-2.0904455
2015-02-09,02-09,2015,2,9,-3.4409926,-3.4230292
2015-02-10,02-10,2015,2,10,-3.2919765,-2.532159
2015-02-11,02-11,2015,2,11,-4.340046,-1.2899972
2015-02-12,02-12,2015,2,12,-1.2863852,0.24594682
2015-02-13,02-13,2015,2,13,0.2046497,-0.14368428
2015-02-14,02-14,2015,2,14,2.8651407,0.21858646
2015-02-15,02-15,2015,2,15,0.82356584,-3.3651407
2015-02-16,02-16,2015,2,16,1.8045465,0.7990809
2015-02-17,02-17,2015,2,17,1.9677109,0.4065024
2015-02-18,02-18,2015,2,18,-0.7457504,1.0786717
2015-02-19,02-19,2015,2,19,-2.3288703,-0.69763154
2015-02-20,02-20,2015,2,20,-3.692548,-3.411618
2015-02-21,02-21,2015,2,21,-2.2583213,-3.3934836
2015-02-22,02-22,2015,2,22,0.16282786,-1.6694478
2015-02-23,02-23,2015,2,23,-0.035387788,1.3222148
2015-02-24,02-24,2015,2,24,0.117444836,0.7661717
2015-02-25,02-25,2015,2,25,-0.086634666,-0.8642461
2015-02-26,02-26,2015,2,26,0.96835613,0.62625015
2015-02-27,02-27,2015,2,27,-0.6687968,-1.3592584
2015-02-28,02-28,2015,2,28,-0.101771265,-2.3057053
2015-03-01,03-01,2015,3,1,2.2379885,-0.26711574
2015-03-02,03-02,2015,3,2,1.4813466,-1.214963
2015-03-03,03-03,2015,3,3,5.1770496,-4.438499
2015-03-04,03-04,2015,3,4,3.603699,-2.5780978
2015-03-05,03-05,2015,3,5,6.461403,-3.0283039
2015-03-06,03-06,2015,3,6,6.0330763,-1.7900716
2015-03-07,03-07,2015,3,7,6.808311,-1.5554801
2015-03-08,03-08,2015,3,8,9.930922,-3.9626822
2015-03-09,03-09,2015,3,9,9.425505,-1.3616269
2015-03-10,03-10,2015,3,10,10.049868,-2.6993384
2015-03-11,03-11,2015,3,11,10.70143,-1.575476
2015-03-12,03-12,2015,3,12,9.394785,-1.7106545
2015-03-13,03-13,2015,3,13,2.8303242,-1.6300213
2015-03-14,03-14,2015,3,14,-2.6509118,-0.290728
2015-03-15,03-15,2015,3,15,-4.3597245,-0.37768766
2015-03-16,03-16,2015,3,16,-3.9623876,-0.2576041
2015-03-17,03-17,2015,3,17,-1.4078864,0.6547615
2015-03-18,03-18,2015,3,18,0.88177896,2.5017197
2015-03-19,03-19,2015,3,19,3.6904418,0.48391667
2015-03-20,03-20,2015,3,20,5.153486,-2.137294
2015-03-21,03-21,2015,3,21,3.3344152,-4.227361
2015-03-22,03-22,2015,3,22,1.733684,-3.7056937
2015-03-23,03-23,2015,3,23,2.5896902,-1.6025286
2015-03-24,03-24,2015,3,24,4.0162487,-0.2298135
2015-03-25,03-25,2015,3,25,5.9728084,2.554635
2015-03-26,03-26,2015,3,26,4.7832813,0.29256043
2015-03-27,03-27,2015,3,27,2.5280907,0.6724421
2015-03-28,03-28,2015,3,28,0.20789626,-2.6100514
2015-03-29,03-29,2015,3,29,0.4636308,-3.4030008
2015-03-30,03-30,2015,3,30,1.7815284,-0.33431053
2015-03-31,03-31,2015,3,31,3.9161243,3.7250743
2015-04-01,04-01,2015,4,1,-1.6857212,5.3221006
2015-04-02,04-02,2015,4,2,-1.8460412,0.66179746
2015-04-03,04-03,2015,4,3,-0.23266347,-3.3336298
2015-04-04,04-04,2015,4,4,-0.9534724,-4.1386876
2015-04-05,04-05,2015,4,5,1.504733,-6.1156154
2015-04-06,04-06,2015,4,6,0.25231495,-3.8913102
2015-04-07,04-07,2015,4,7,-6.0275025,-0.9325795
2015-04-08,04-08,2015,4,8,-2.662226,-0.026367556
2015-04-09,04-09,2015,4,9,-1.4465244,3.3357933
2015-04-10,04-10,2015,4,10,-4.2106156,0.049583998
2015-04-11,04-11,2015,4,11,-0.7488263,1.6579127
2015-04-12,04-12,2015,4,12,-0.40601498,1.0395954
2015-04-13,04-13,2015,4,13,1.4787519,1.104216
2015-04-14,04-14,2015,4,14,0.34363142,1.1913009
2015-04-15,04-15,2015,4,15,1.2149367,0.92239505
2015-04-16,04-16,2015,4,16,4.2868404,0.35326988
2015-04-17,04-17,2015,4,17,5.7572675,1.0322223
2015-04-18,04-18,2015,4,18,2.1588962,0.99549633
2015-04-19,04-19,2015,4,19,2.8844829,2.1596255
2015-04-20,04-20,2015,4,20,1.7694943,2.155458
2015-04-21,04-21,2015,4,21,0.18911424,2.9893634
2015-04-22,04-22,2015,4,22,-0.16231005,-0.10557125
2015-04-23,04-23,2015,4,23,1.4431812,-0.57081455
2015-04-24,04-24,2015,4,24,0.16695566,-2.8434093
2015-04-25,04-25,2015,4,25,0.045972638,0.4465214
2015-04-26,04-26,2015,4,26,0.31541467,1.4307361
2015-04-27,04-27,2015,4,27,1.1559486,1.5043746
2015-04-28,04-28,2015,4,28,0.51948637,1.821386
2015-04-29,04-29,2015,4,29,2.0332162,-2.6312156
2015-04-30,04-30,2015,4,30,0.58441067,-4.5791464
2015-05-01,05-01,2015,5,1,0.23870702,-1.9313394
2015-05-02,05-02,2015,5,2,0.054680385,0.9876865
2015-05-03,05-03,2015,5,3,2.951939,1.4022104
2015-05-04,05-04,2015,5,4,3.7027779,-2.7051177
2015-05-05,05-05,2015,5,5,5.449327,-2.7176356
2015-05-06,05-06,2015,5,6,7.972806,0.18160541
2015-05-07,05-07,2015,5,7,9.838003,1.3133577
2015-05-08,05-08,2015,5,8,7.844808,2.8138204
2015-05-09,05-09,2015,5,9,6.347938,5.387591
2015-05-10,05-10,2015,5,10,5.3712254,1.4251586
2015-05-11,05-11,2015,5,11,5.5991573,-1.0321126
2015-05-12,05-12,2015,5,12,1.173311,-5.022748
2015-05-13,05-13,2015,5,13,-1.0201802,-7.0800257
2015-05-14,05-14,2015,5,14,-2.30823,-4.024912
2015-05-15,05-15,2015,5,15,-1.4942406,1.0601583
2015-05-16,05-16,2015,5,16,-1.0410241,0.64004713
2015-05-17,05-17,2015,5,17,-0.109247975,3.672718
2015-05-18,05-18,2015,5,18,-0.7386685,2.116265
2015-05-19,05-19,2015,5,19,-0.86805105,0.44425535
2015-05-20,05-20,2015,5,20,-0.87373006,1.7938659
2015-05-21,05-21,2015,5,21,0.74170184,2.7117035
2015-05-22,05-22,2015,5,22,2.6637974,-0.33373535
2015-05-23,05-23,2015,5,23,1.4207534,-3.570033
2015-05-24,05-24,2015,5,24,-3.3239934,-1.5799305
2015-05-25,05-25,2015,5,25,-1.5715086,-2.0602407
2015-05-26,05-26,2015,5,26,-0.15708472,1.8901268
