time,time2,year,month,day,winds_u,winds_v
2017-01-01,01-01,2017,1,1,-5.804071,1.4968691
2017-01-02,01-02,2017,1,2,-6.0304613,4.969187
2017-01-03,01-03,2017,1,3,-4.5854363,2.4046967
2017-01-04,01-04,2017,1,4,-4.105076,1.6921406
2017-01-05,01-05,2017,1,5,-5.2066607,3.907927
2017-01-06,01-06,2017,1,6,-5.599973,3.7843585
2017-01-07,01-07,2017,1,7,-6.1950965,4.3013444
2017-01-08,01-08,2017,1,8,-4.977602,1.132715
2017-01-09,01-09,2017,1,9,-6.455912,0.77336645
2017-01-10,01-10,2017,1,10,-6.0431623,3.0532339
2017-01-11,01-11,2017,1,11,-4.2118573,3.8618882
2017-01-12,01-12,2017,1,12,-2.1371226,2.2737644
2017-01-13,01-13,2017,1,13,-5.348762,1.1570174
2017-01-14,01-14,2017,1,14,-6.038327,3.351152
2017-01-15,01-15,2017,1,15,-3.5689867,3.534975
2017-01-16,01-16,2017,1,16,-2.8216462,1.440225
2017-01-17,01-17,2017,1,17,-3.0840533,-4.040157
2017-01-18,01-18,2017,1,18,-4.6526194,-3.1498754
2017-01-19,01-19,2017,1,19,-6.271337,0.8277186
2017-01-20,01-20,2017,1,20,-6.2713304,-1.5505346
2017-01-21,01-21,2017,1,21,-5.194872,-0.587764
2017-01-22,01-22,2017,1,22,-5.5574417,2.8586109
2017-01-23,01-23,2017,1,23,-4.7401714,-0.5266902
2017-01-24,01-24,2017,1,24,-5.9682603,1.5927742
2017-01-25,01-25,2017,1,25,-2.3088527,-2.3926446
2017-01-26,01-26,2017,1,26,-7.971719,-3.3984184
2017-01-27,01-27,2017,1,27,-7.815045,-2.8714302
2017-01-28,01-28,2017,1,28,-5.5947094,-0.7694214
2017-01-29,01-29,2017,1,29,-7.0900407,-3.7850885
2017-01-30,01-30,2017,1,30,-7.27872,-3.8448844
2017-01-31,01-31,2017,1,31,-7.504952,-1.6390815
2017-02-01,02-01,2017,2,1,-6.98578,-1.368099
2017-02-02,02-02,2017,2,2,-7.96676,1.418461
2017-02-03,02-03,2017,2,3,-7.8017793,3.8130286
2017-02-04,02-04,2017,2,4,-6.2869987,1.1628156
2017-02-05,02-05,2017,2,5,-6.601611,1.3474689
2017-02-06,02-06,2017,2,6,-6.505635,2.5246558
2017-02-07,02-07,2017,2,7,-6.6457334,3.679506
2017-02-08,02-08,2017,2,8,-1.7096719,5.2994747
2017-02-09,02-09,2017,2,9,-0.6764063,0.80658245
2017-02-10,02-10,2017,2,10,-5.977255,-0.14512476
2017-02-11,02-11,2017,2,11,-5.7042623,2.8052645
2017-02-12,02-12,2017,2,12,-4.3332787,4.762324
2017-02-13,02-13,2017,2,13,-2.5991447,2.2353132
2017-02-14,02-14,2017,2,14,-4.526909,-0.6203823
2017-02-15,02-15,2017,2,15,-2.9286804,2.4969125
2017-02-16,02-16,2017,2,16,-3.4825552,2.9290302
2017-02-17,02-17,2017,2,17,-4.027941,0.18075097
2017-02-18,02-18,2017,2,18,-6.9425335,-4.567576
2017-02-19,02-19,2017,2,19,-7.361173,-4.539456
2017-02-20,02-20,2017,2,20,-6.6026087,-2.1650672
2017-02-21,02-21,2017,2,21,-6.4346547,-2.6229851
2017-02-22,02-22,2017,2,22,-7.5626698,-3.1749103
2017-02-23,02-23,2017,2,23,-7.4778624,-3.9094155
2017-02-24,02-24,2017,2,24,-6.187293,-3.6253371
2017-02-25,02-25,2017,2,25,-5.1306105,0.0014882253
2017-02-26,02-26,2017,2,26,-5.6326733,0.09889249
