time,time2,year,month,day,winds_u,winds_v
2022-01-01,01-01,2022,1,1,3.9826803,-2.3427844
2022-01-02,01-02,2022,1,2,5.2308464,-1.1915517
2022-01-03,01-03,2022,1,3,0.79406077,-5.347219
2022-01-04,01-04,2022,1,4,3.7847543,-2.6608038
2022-01-05,01-05,2022,1,5,-0.64892644,-5.437424
2022-01-06,01-06,2022,1,6,1.4520652,-3.191796
2022-01-07,01-07,2022,1,7,-2.715159,-4.3083715
2022-01-08,01-08,2022,1,8,0.7281133,-1.1898776
2022-01-09,01-09,2022,1,9,-0.53008914,-3.0347297
2022-01-10,01-10,2022,1,10,0.21728142,-2.61947
2022-01-11,01-11,2022,1,11,-1.5580171,-5.090652
2022-01-12,01-12,2022,1,12,-3.5338728,-3.8813686
2022-01-13,01-13,2022,1,13,-4.286838,-4.1007385
2022-01-14,01-14,2022,1,14,-3.0705795,-2.0232546
2022-01-15,01-15,2022,1,15,-2.9610367,-1.3107932
2022-01-16,01-16,2022,1,16,-4.0286508,-1.6064826
2022-01-17,01-17,2022,1,17,-5.4098725,-1.6309848
2022-01-18,01-18,2022,1,18,-5.3206654,-2.782427
2022-01-19,01-19,2022,1,19,-5.1793504,-3.2478487
2022-01-20,01-20,2022,1,20,-3.52849,-3.709601
2022-01-21,01-21,2022,1,21,-3.901829,-2.823122
2022-01-22,01-22,2022,1,22,-5.288451,-4.4294877
2022-01-23,01-23,2022,1,23,-4.0441732,-3.8976736
2022-01-24,01-24,2022,1,24,-4.9806805,-2.8739462
2022-01-25,01-25,2022,1,25,-3.3888597,-3.6579816
2022-01-26,01-26,2022,1,26,-3.3308635,-4.982922
2022-01-27,01-27,2022,1,27,-4.108858,-5.4166822
2022-01-28,01-28,2022,1,28,-4.6351385,-2.084072
2022-01-29,01-29,2022,1,29,-5.6529465,-1.9874972
2022-01-30,01-30,2022,1,30,-7.110756,-1.0985861
2022-01-31,01-31,2022,1,31,-6.2372284,-2.1322463
2022-02-01,02-01,2022,2,1,-1.6777761,-3.3917243
2022-02-02,02-02,2022,2,2,-0.7621828,-3.8431418
2022-02-03,02-03,2022,2,3,-4.0997987,-0.7901747
2022-02-04,02-04,2022,2,4,-4.2424965,1.4416862
2022-02-05,02-05,2022,2,5,-5.2026544,0.030269098
2022-02-06,02-06,2022,2,6,-2.7900264,-4.2925854
2022-02-07,02-07,2022,2,7,-2.6062334,-5.8843126
2022-02-08,02-08,2022,2,8,-2.5671492,-5.9808745
2022-02-09,02-09,2022,2,9,-4.262641,-4.509748
2022-02-10,02-10,2022,2,10,-5.391455,-3.3292353
2022-02-11,02-11,2022,2,11,-7.114756,-0.17110763
2022-02-12,02-12,2022,2,12,-1.5241748,1.3654273
2022-02-13,02-13,2022,2,13,-1.6023307,-0.544779
2022-02-14,02-14,2022,2,14,-0.45012313,-4.735523
2022-02-15,02-15,2022,2,15,-6.127749,-1.60961
2022-02-16,02-16,2022,2,16,-6.5512953,-1.6122
2022-02-17,02-17,2022,2,17,-5.2796283,-0.4050495
2022-02-18,02-18,2022,2,18,-4.440492,-2.0763757
2022-02-19,02-19,2022,2,19,-4.4276285,-0.3409342
2022-02-20,02-20,2022,2,20,-7.451411,1.2433653
2022-02-21,02-21,2022,2,21,-5.8968153,0.80544776
2022-02-22,02-22,2022,2,22,-5.2717857,-1.385085
2022-02-23,02-23,2022,2,23,-5.594343,-1.3837054
2022-02-24,02-24,2022,2,24,-5.948366,-3.1386204
2022-02-25,02-25,2022,2,25,-5.3171554,-0.4455601
2022-02-26,02-26,2022,2,26,-5.898334,-4.2591343
2022-02-27,02-27,2022,2,27,-8.791018,-0.4480295
2022-02-28,02-28,2022,2,28,-6.153827,0.42315936
2022-03-01,03-01,2022,3,1,-5.6148324,-1.2879835
2022-03-02,03-02,2022,3,2,-4.8836727,-3.3289843
2022-03-03,03-03,2022,3,3,-1.7796302,-0.5525595
2022-03-04,03-04,2022,3,4,-7.1079645,0.77502686
2022-03-05,03-05,2022,3,5,-6.876126,0.49940774
2022-03-06,03-06,2022,3,6,-6.754956,-1.0999129
2022-03-07,03-07,2022,3,7,-7.32092,-1.9338789
2022-03-08,03-08,2022,3,8,-5.517843,-0.9423134
2022-03-09,03-09,2022,3,9,-4.6191735,1.0593703
2022-03-10,03-10,2022,3,10,-2.631838,-1.0753833
2022-03-11,03-11,2022,3,11,-3.7441127,-0.50012016
2022-03-12,03-12,2022,3,12,-6.7752275,1.1663029
2022-03-13,03-13,2022,3,13,-7.887195,-0.051281676
2022-03-14,03-14,2022,3,14,-6.4621606,-3.8569202
2022-03-15,03-15,2022,3,15,-8.377509,-1.892346
2022-03-16,03-16,2022,3,16,-6.65786,1.4541487
2022-03-17,03-17,2022,3,17,-8.706285,1.0487494
2022-03-18,03-18,2022,3,18,-8.180393,-2.266729
2022-03-19,03-19,2022,3,19,-8.480285,0.6776949
2022-03-20,03-20,2022,3,20,-8.742761,1.0041608
2022-03-21,03-21,2022,3,21,-8.385665,0.8555756
2022-03-22,03-22,2022,3,22,-6.0527015,-1.2188796
2022-03-23,03-23,2022,3,23,-5.0179,-1.8655317
2022-03-24,03-24,2022,3,24,-4.4835234,-0.4632636
2022-03-25,03-25,2022,3,25,-4.5880895,-1.8205041
2022-03-26,03-26,2022,3,26,-2.1082232,-2.0541542
2022-03-27,03-27,2022,3,27,-1.7865206,-2.73914
2022-03-28,03-28,2022,3,28,-2.6022134,-1.2111753
2022-03-29,03-29,2022,3,29,-2.7363768,-0.54614097
