time,time2,year,month,day,winds_u,winds_v
1991-08-29,08-29,1991,8,29,2.5,2.1
1991-08-30,08-30,1991,8,30,0.6,0.9
1991-08-31,08-31,1991,8,31,1.7,-0.8
1991-09-01,09-01,1991,9,1,2.7,3.3
1991-09-02,09-02,1991,9,2,5.2,-0.7
1991-09-03,09-03,1991,9,3,4.2,3.4
1991-09-04,09-04,1991,9,4,4.5,3.2
1991-09-05,09-05,1991,9,5,3.5,-0.4
1991-09-06,09-06,1991,9,6,3.9,0.2
1991-09-07,09-07,1991,9,7,3.7,-1.4
1991-09-08,09-08,1991,9,8,4.3,-3.2
1991-09-09,09-09,1991,9,9,2.5,5.6
1991-09-10,09-10,1991,9,10,2.0,4.7
1991-09-11,09-11,1991,9,11,3.5,2.7
1991-09-12,09-12,1991,9,12,1.1,5.4
1991-09-13,09-13,1991,9,13,-0.3,4.9
1991-09-14,09-14,1991,9,14,-1.5,3.8
1991-09-15,09-15,1991,9,15,-1.1,3.8
1991-09-16,09-16,1991,9,16,1.3,1.1
1991-09-17,09-17,1991,9,17,1.9,1.2
1991-09-18,09-18,1991,9,18,0.6,3.8
1991-09-19,09-19,1991,9,19,0.4,1.9
1991-09-20,09-20,1991,9,20,4.5,1.3
1991-09-21,09-21,1991,9,21,2.7,2.7
1991-09-22,09-22,1991,9,22,1.7,2.0
1991-09-23,09-23,1991,9,23,2.6,5.5
1991-09-24,09-24,1991,9,24,3.9,4.3
1991-09-25,09-25,1991,9,25,3.1,2.1
1991-09-26,09-26,1991,9,26,4.6,0.0
1991-09-27,09-27,1991,9,27,5.3,-4.8
1991-09-28,09-28,1991,9,28,4.2,0.5
1991-09-29,09-29,1991,9,29,0.7,-0.4
1991-09-30,09-30,1991,9,30,-2.3,0.6
1991-10-01,10-01,1991,10,1,-0.3,2.6
1991-10-02,10-02,1991,10,2,-1.1,0.1
1991-10-03,10-03,1991,10,3,-0.8,-1.4
1991-10-04,10-04,1991,10,4,2.3,-1.0
1991-10-05,10-05,1991,10,5,3.3,1.9
1991-10-06,10-06,1991,10,6,0.6,3.0
