time,time2,year,month,day,winds_u,winds_v
2015-01-01,01-01,2015,1,1,,
2015-01-02,01-02,2015,1,2,,
2015-01-03,01-03,2015,1,3,,
2015-01-04,01-04,2015,1,4,,
2015-01-05,01-05,2015,1,5,,
2015-01-06,01-06,2015,1,6,-0.4,-3.0
2015-01-07,01-07,2015,1,7,0.8,-1.5
2015-01-08,01-08,2015,1,8,1.4,-2.2
2015-01-09,01-09,2015,1,9,1.1,-2.8
2015-01-10,01-10,2015,1,10,0.5,-4.1
2015-01-11,01-11,2015,1,11,0.6,-4.7
2015-01-12,01-12,2015,1,12,0.4,-1.7
2015-01-13,01-13,2015,1,13,2.2,1.0
2015-01-14,01-14,2015,1,14,-2.4,0.7
2015-01-15,01-15,2015,1,15,-1.6,1.8
2015-01-16,01-16,2015,1,16,-3.5,0.4
2015-01-17,01-17,2015,1,17,-3.3,0.4
2015-01-18,01-18,2015,1,18,-1.0,-1.0
2015-01-19,01-19,2015,1,19,0.0,-2.2
2015-01-20,01-20,2015,1,20,3.3,-2.6
2015-01-21,01-21,2015,1,21,1.3,-1.2
2015-01-22,01-22,2015,1,22,0.0,-2.4
2015-01-23,01-23,2015,1,23,-1.0,-3.4
2015-01-24,01-24,2015,1,24,-2.4,-2.0
2015-01-25,01-25,2015,1,25,-4.2,-1.7
2015-01-26,01-26,2015,1,26,-3.4,-3.1
2015-01-27,01-27,2015,1,27,-1.7,-4.4
2015-01-28,01-28,2015,1,28,-0.4,-3.5
2015-01-29,01-29,2015,1,29,-1.2,-3.1
2015-01-30,01-30,2015,1,30,-0.3,-3.0
2015-01-31,01-31,2015,1,31,2.0,-4.5
2015-02-01,02-01,2015,2,1,2.3,-3.2
2015-02-02,02-02,2015,2,2,1.9,-4.1
2015-02-03,02-03,2015,2,3,0.9,-2.4
2015-02-04,02-04,2015,2,4,-0.7,-4.3
2015-02-05,02-05,2015,2,5,-2.6,-1.8
2015-02-06,02-06,2015,2,6,1.9,0.0
2015-02-07,02-07,2015,2,7,3.3,-0.8
2015-02-08,02-08,2015,2,8,4.2,3.2
2015-02-09,02-09,2015,2,9,7.5,3.5
2015-02-10,02-10,2015,2,10,4.5,-2.5
2015-02-11,02-11,2015,2,11,3.9,-4.8
2015-02-12,02-12,2015,2,12,3.7,-2.8
2015-02-13,02-13,2015,2,13,2.9,1.0
2015-02-14,02-14,2015,2,14,-1.3,0.4
2015-02-15,02-15,2015,2,15,-2.5,2.0
2015-02-16,02-16,2015,2,16,1.4,-3.6
2015-02-17,02-17,2015,2,17,-2.6,-3.1
2015-02-18,02-18,2015,2,18,-2.5,-1.8
2015-02-19,02-19,2015,2,19,0.6,-2.0
2015-02-20,02-20,2015,2,20,-2.6,-1.2
2015-02-21,02-21,2015,2,21,-2.7,1.4
2015-02-22,02-22,2015,2,22,-0.4,2.4
2015-02-23,02-23,2015,2,23,4.0,-1.6
2015-02-24,02-24,2015,2,24,1.8,-6.0
2015-02-25,02-25,2015,2,25,-0.5,-2.9
2015-02-26,02-26,2015,2,26,1.0,-2.4
2015-02-27,02-27,2015,2,27,0.1,-1.5
2015-02-28,02-28,2015,2,28,-0.6,-1.8
2015-03-01,03-01,2015,3,1,0.3,-0.2
2015-03-02,03-02,2015,3,2,-2.2,-2.5
2015-03-03,03-03,2015,3,3,0.1,-3.6
2015-03-04,03-04,2015,3,4,-2.5,-3.3
2015-03-05,03-05,2015,3,5,-1.9,-3.2
2015-03-06,03-06,2015,3,6,-1.3,-5.5
2015-03-07,03-07,2015,3,7,1.7,-2.7
2015-03-08,03-08,2015,3,8,1.6,-5.2
2015-03-09,03-09,2015,3,9,2.2,-6.9
2015-03-10,03-10,2015,3,10,3.0,-7.1
2015-03-11,03-11,2015,3,11,0.0,-6.4
2015-03-12,03-12,2015,3,12,2.0,-7.0
2015-03-13,03-13,2015,3,13,4.1,-6.6
2015-03-14,03-14,2015,3,14,5.9,-4.6
2015-03-15,03-15,2015,3,15,6.7,-2.3
2015-03-16,03-16,2015,3,16,3.3,-2.9
2015-03-17,03-17,2015,3,17,1.4,-4.0
2015-03-18,03-18,2015,3,18,1.4,-2.0
2015-03-19,03-19,2015,3,19,3.0,0.3
2015-03-20,03-20,2015,3,20,3.7,0.7
2015-03-21,03-21,2015,3,21,1.9,-2.4
2015-03-22,03-22,2015,3,22,2.6,-2.9
2015-03-23,03-23,2015,3,23,0.0,-2.7
2015-03-24,03-24,2015,3,24,0.9,1.4
2015-03-25,03-25,2015,3,25,-1.1,-0.5
2015-03-26,03-26,2015,3,26,-0.4,-2.0
2015-03-27,03-27,2015,3,27,0.6,-1.6
2015-03-28,03-28,2015,3,28,2.2,-0.1
2015-03-29,03-29,2015,3,29,4.2,0.3
2015-03-30,03-30,2015,3,30,3.6,5.0
2015-03-31,03-31,2015,3,31,0.8,1.1
2015-04-01,04-01,2015,4,1,-1.7,-3.2
2015-04-02,04-02,2015,4,2,-2.4,-3.5
2015-04-03,04-03,2015,4,3,-0.9,-2.5
2015-04-04,04-04,2015,4,4,0.2,-2.6
2015-04-05,04-05,2015,4,5,2.8,-2.9
2015-04-06,04-06,2015,4,6,4.1,-1.4
2015-04-07,04-07,2015,4,7,3.3,1.4
2015-04-08,04-08,2015,4,8,3.1,0.2
2015-04-09,04-09,2015,4,9,2.7,-1.4
2015-04-10,04-10,2015,4,10,1.4,-1.9
2015-04-11,04-11,2015,4,11,-0.5,-1.5
2015-04-12,04-12,2015,4,12,0.8,-0.2
2015-04-13,04-13,2015,4,13,-0.3,1.4
2015-04-14,04-14,2015,4,14,-1.2,2.5
2015-04-15,04-15,2015,4,15,-0.4,0.8
2015-04-16,04-16,2015,4,16,-3.7,-1.5
2015-04-17,04-17,2015,4,17,-1.7,-1.9
2015-04-18,04-18,2015,4,18,-0.8,0.1
2015-04-19,04-19,2015,4,19,0.6,-1.5
2015-04-20,04-20,2015,4,20,-0.1,-0.6
2015-04-21,04-21,2015,4,21,0.3,-0.3
2015-04-22,04-22,2015,4,22,2.1,-0.2
2015-04-23,04-23,2015,4,23,3.0,0.3
2015-04-24,04-24,2015,4,24,3.5,1.9
2015-04-25,04-25,2015,4,25,3.7,2.9
2015-04-26,04-26,2015,4,26,1.3,0.9
2015-04-27,04-27,2015,4,27,2.7,0.1
2015-04-28,04-28,2015,4,28,4.5,-0.9
2015-04-29,04-29,2015,4,29,5.1,-1.3
2015-04-30,04-30,2015,4,30,5.3,-0.5
2015-05-01,05-01,2015,5,1,5.2,-0.6
2015-05-02,05-02,2015,5,2,4.8,-1.4
2015-05-03,05-03,2015,5,3,2.8,0.9
2015-05-04,05-04,2015,5,4,5.5,-1.3
2015-05-05,05-05,2015,5,5,5.3,-0.8
2015-05-06,05-06,2015,5,6,5.6,-2.3
2015-05-07,05-07,2015,5,7,7.7,-3.2
