time,time2,year,month,day,winds_u,winds_v
2023-01-01,01-01,2023,1,1,-6.9906774,-0.1501162
2023-01-02,01-02,2023,1,2,-6.4136806,2.1252806
2023-01-03,01-03,2023,1,3,-7.52173,1.2866777
2023-01-04,01-04,2023,1,4,-7.8623037,-0.44025514
2023-01-05,01-05,2023,1,5,-6.5727863,0.33377832
2023-01-06,01-06,2023,1,6,-3.371156,1.9236304
2023-01-07,01-07,2023,1,7,-8.186644,1.0636674
2023-01-08,01-08,2023,1,8,-8.308753,-0.19512706
2023-01-09,01-09,2023,1,9,-8.216149,-1.490639
2023-01-10,01-10,2023,1,10,-5.8339467,0.22595894
2023-01-11,01-11,2023,1,11,-7.80111,1.0041361
2023-01-12,01-12,2023,1,12,-7.866262,0.93807745
2023-01-13,01-13,2023,1,13,-6.958631,0.72715807
2023-01-14,01-14,2023,1,14,-6.945976,1.7588701
2023-01-15,01-15,2023,1,15,-5.305315,2.5989869
2023-01-16,01-16,2023,1,16,-5.2376237,0.49966186
2023-01-17,01-17,2023,1,17,-6.0393553,-0.5608916
2023-01-18,01-18,2023,1,18,-7.8206167,0.4383542
2023-01-19,01-19,2023,1,19,-8.697157,2.7496312
2023-01-20,01-20,2023,1,20,-8.221247,-1.3409544
2023-01-21,01-21,2023,1,21,-7.9932213,-2.7214165
2023-01-22,01-22,2023,1,22,-7.3191056,1.3048873
2023-01-23,01-23,2023,1,23,-7.191458,2.3357499
2023-01-24,01-24,2023,1,24,-7.70264,1.1851716
2023-01-25,01-25,2023,1,25,-7.986397,0.05621181
2023-01-26,01-26,2023,1,26,-7.314918,0.019618986
2023-01-27,01-27,2023,1,27,-7.1388717,-1.5340629
2023-01-28,01-28,2023,1,28,-8.013093,-0.7708754
2023-01-29,01-29,2023,1,29,-8.764898,-1.291181
2023-01-30,01-30,2023,1,30,-7.334159,-3.662767
2023-01-31,01-31,2023,1,31,-5.7329445,-3.5660553
2023-02-01,02-01,2023,2,1,-5.2228503,-0.9619054
