time,time2,year,month,day,winds_u,winds_v
2016-01-01,01-01,2016,1,1,2.9,-2.7
2016-01-02,01-02,2016,1,2,2.4,-1.6
2016-01-03,01-03,2016,1,3,0.9,-1.7
2016-01-04,01-04,2016,1,4,4.0,2.6
2016-01-05,01-05,2016,1,5,4.1,1.7
2016-01-06,01-06,2016,1,6,3.0,-1.2
2016-01-07,01-07,2016,1,7,1.5,-1.3
2016-01-08,01-08,2016,1,8,3.0,-0.5
2016-01-09,01-09,2016,1,9,2.4,-1.0
2016-01-10,01-10,2016,1,10,3.3,-3.1
2016-01-11,01-11,2016,1,11,3.7,-0.5
2016-01-12,01-12,2016,1,12,1.1,-1.3
2016-01-13,01-13,2016,1,13,1.4,-1.4
2016-01-14,01-14,2016,1,14,3.0,-2.9
2016-01-15,01-15,2016,1,15,1.5,-1.7
2016-01-16,01-16,2016,1,16,0.4,-1.1
2016-01-17,01-17,2016,1,17,0.6,-2.2
2016-01-18,01-18,2016,1,18,0.3,-3.3
2016-01-19,01-19,2016,1,19,1.4,-0.8
2016-01-20,01-20,2016,1,20,1.1,-3.1
2016-01-21,01-21,2016,1,21,0.2,-4.1
2016-01-22,01-22,2016,1,22,0.1,-1.5
2016-01-23,01-23,2016,1,23,0.4,-2.0
2016-01-24,01-24,2016,1,24,0.4,-2.3
2016-01-25,01-25,2016,1,25,5.5,-1.7
2016-01-26,01-26,2016,1,26,7.8,-0.9
2016-01-27,01-27,2016,1,27,5.4,-1.3
2016-01-28,01-28,2016,1,28,3.9,-1.8
2016-01-29,01-29,2016,1,29,-1.7,1.1
2016-01-30,01-30,2016,1,30,-2.8,-0.5
2016-01-31,01-31,2016,1,31,-2.0,-1.7
2016-02-01,02-01,2016,2,1,-0.3,-2.1
2016-02-02,02-02,2016,2,2,1.6,-2.4
2016-02-03,02-03,2016,2,3,-0.1,-5.0
2016-02-04,02-04,2016,2,4,0.3,-2.6
2016-02-05,02-05,2016,2,5,0.8,-2.2
2016-02-06,02-06,2016,2,6,-1.3,-2.3
2016-02-07,02-07,2016,2,7,-2.0,-3.1
2016-02-08,02-08,2016,2,8,0.2,-4.4
2016-02-09,02-09,2016,2,9,0.9,-3.1
2016-02-10,02-10,2016,2,10,-1.8,-5.5
2016-02-11,02-11,2016,2,11,-2.1,-6.8
2016-02-12,02-12,2016,2,12,2.0,-4.2
2016-02-13,02-13,2016,2,13,0.2,-5.6
2016-02-14,02-14,2016,2,14,-1.0,-4.6
2016-02-15,02-15,2016,2,15,1.4,-2.3
2016-02-16,02-16,2016,2,16,5.6,-3.0
2016-02-17,02-17,2016,2,17,6.8,-1.8
2016-02-18,02-18,2016,2,18,3.4,-4.7
2016-02-19,02-19,2016,2,19,4.2,-4.1
2016-02-20,02-20,2016,2,20,3.8,-4.6
2016-02-21,02-21,2016,2,21,4.7,-2.8
2016-02-22,02-22,2016,2,22,4.8,-1.9
2016-02-23,02-23,2016,2,23,3.5,-2.2
2016-02-24,02-24,2016,2,24,2.9,-3.1
2016-02-25,02-25,2016,2,25,3.4,-2.2
2016-02-26,02-26,2016,2,26,2.0,-3.3
2016-02-27,02-27,2016,2,27,-1.4,-2.8
2016-02-28,02-28,2016,2,28,-1.4,-3.0
2016-03-01,03-01,2016,3,1,0.4,-0.9
2016-03-02,03-02,2016,3,2,-0.4,-0.5
2016-03-03,03-03,2016,3,3,0.2,-2.1
2016-03-04,03-04,2016,3,4,-0.5,-3.8
2016-03-05,03-05,2016,3,5,-2.4,-1.4
2016-03-06,03-06,2016,3,6,-2.6,-3.7
2016-03-07,03-07,2016,3,7,-4.2,-2.9
2016-03-08,03-08,2016,3,8,-4.3,-3.4
2016-03-09,03-09,2016,3,9,-2.2,-1.0
2016-03-10,03-10,2016,3,10,-0.1,-2.5
2016-03-11,03-11,2016,3,11,-0.6,-2.7
2016-03-12,03-12,2016,3,12,-3.0,-0.9
2016-03-13,03-13,2016,3,13,-2.5,1.2
2016-03-14,03-14,2016,3,14,-2.1,-2.1
2016-03-15,03-15,2016,3,15,-0.8,-3.0
2016-03-16,03-16,2016,3,16,-1.3,-1.9
2016-03-17,03-17,2016,3,17,1.3,-2.6
