time,time2,year,month,day,winds_u,winds_v
2017-01-01,01-01,2017,1,1,-4.707578,-3.79648
2017-01-02,01-02,2017,1,2,-5.330976,0.3813218
2017-01-03,01-03,2017,1,3,-5.77357,-2.3241642
2017-01-04,01-04,2017,1,4,-5.9644876,-2.6967742
2017-01-05,01-05,2017,1,5,-5.467599,0.13052163
2017-01-06,01-06,2017,1,6,-5.687142,-0.42039484
2017-01-07,01-07,2017,1,7,-6.777809,-3.3607743
2017-01-08,01-08,2017,1,8,-7.430076,-3.0588856
2017-01-09,01-09,2017,1,9,-6.622784,-0.63084173
2017-01-10,01-10,2017,1,10,-5.88075,0.9111838
2017-01-11,01-11,2017,1,11,-4.5478063,-3.9942563
2017-01-12,01-12,2017,1,12,-5.364892,-2.3349786
2017-01-13,01-13,2017,1,13,-4.73265,1.6447046
2017-01-14,01-14,2017,1,14,-4.430687,2.442933
2017-01-15,01-15,2017,1,15,-4.0179415,0.83486426
2017-01-16,01-16,2017,1,16,-1.6230254,-3.140674
2017-01-17,01-17,2017,1,17,0.58869106,-5.110113
2017-01-18,01-18,2017,1,18,4.290018,-3.5956821
2017-01-19,01-19,2017,1,19,-0.85562867,-4.2562127
2017-01-20,01-20,2017,1,20,-1.891461,-4.466278
2017-01-21,01-21,2017,1,21,-2.6017032,-3.0798
2017-01-22,01-22,2017,1,22,-0.4271708,-2.09356
2017-01-23,01-23,2017,1,23,-0.3165767,-2.5963774
2017-01-24,01-24,2017,1,24,-0.10205355,-1.3236767
2017-01-25,01-25,2017,1,25,0.026996853,-5.8421936
2017-01-26,01-26,2017,1,26,-3.2550383,-5.149086
2017-01-27,01-27,2017,1,27,-4.2495017,-2.539787
2017-01-28,01-28,2017,1,28,-6.1058364,2.4310646
2017-01-29,01-29,2017,1,29,-5.6190424,-1.6650451
2017-01-30,01-30,2017,1,30,-3.0729356,-2.5075295
2017-01-31,01-31,2017,1,31,-4.582583,-3.6167965
2017-02-01,02-01,2017,2,1,-6.8370676,-4.5270553
2017-02-02,02-02,2017,2,2,-8.417368,-3.9081745
2017-02-03,02-03,2017,2,3,-6.792168,-2.682664
2017-02-04,02-04,2017,2,4,-7.560948,-2.2563083
2017-02-05,02-05,2017,2,5,-8.511861,-2.3344939
2017-02-06,02-06,2017,2,6,-6.608117,-1.3723214
2017-02-07,02-07,2017,2,7,-4.5657096,-3.1822946
2017-02-08,02-08,2017,2,8,-2.5156415,-4.97382
2017-02-09,02-09,2017,2,9,-3.5973709,-5.06506
2017-02-10,02-10,2017,2,10,-5.2480917,-2.4063647
2017-02-11,02-11,2017,2,11,-5.3435755,-3.043075
2017-02-12,02-12,2017,2,12,-4.8039002,-2.380971
2017-02-13,02-13,2017,2,13,-3.9862945,-4.2864146
2017-02-14,02-14,2017,2,14,-3.4432013,-5.4589887
2017-02-15,02-15,2017,2,15,-1.4478952,-4.0855827
2017-02-16,02-16,2017,2,16,-1.1751323,-1.3054138
2017-02-17,02-17,2017,2,17,-0.23359233,-2.5206342
2017-02-18,02-18,2017,2,18,-1.113197,-5.631461
2017-02-19,02-19,2017,2,19,-0.81775165,-4.8533926
2017-02-20,02-20,2017,2,20,0.37043867,-3.2073145
2017-02-21,02-21,2017,2,21,-3.2446122,-5.1261325
2017-02-22,02-22,2017,2,22,-4.1444297,-3.9402745
2017-02-23,02-23,2017,2,23,-4.0528007,-3.0083287
2017-02-24,02-24,2017,2,24,-2.737071,-0.13482659
2017-02-25,02-25,2017,2,25,-3.4416316,0.69169885
2017-02-26,02-26,2017,2,26,-6.1515074,-1.0000633
2017-02-27,02-27,2017,2,27,-6.505735,-4.309338
2017-02-28,02-28,2017,2,28,-6.2265525,-3.2961352
2017-03-01,03-01,2017,3,1,-5.1242547,-0.94746816
2017-03-02,03-02,2017,3,2,-4.7082047,-4.0027943
2017-03-03,03-03,2017,3,3,-4.6994863,-4.0218754
2017-03-04,03-04,2017,3,4,-6.0701327,-2.9188175
2017-03-05,03-05,2017,3,5,-6.466847,-1.9796252
2017-03-06,03-06,2017,3,6,-5.354026,1.0683174
2017-03-07,03-07,2017,3,7,-4.4694304,-0.75261253
2017-03-08,03-08,2017,3,8,-3.5574014,-4.306422
2017-03-09,03-09,2017,3,9,-4.5992913,-2.579114
2017-03-10,03-10,2017,3,10,-6.1265063,-1.4068034
2017-03-11,03-11,2017,3,11,-6.131025,-0.082702026
