time,time2,year,month,day,winds_u,winds_v
1997-01-01,01-01,1997,1,1,-1.7,-7.4
1997-01-02,01-02,1997,1,2,-0.9,-6.0
1997-01-03,01-03,1997,1,3,0.2,-5.0
1997-01-04,01-04,1997,1,4,-1.1,-6.0
1997-01-05,01-05,1997,1,5,0.2,-5.7
1997-01-06,01-06,1997,1,6,-2.5,-5.4
1997-01-07,01-07,1997,1,7,-2.7,-5.5
1997-01-08,01-08,1997,1,8,-2.7,-5.4
1997-01-09,01-09,1997,1,9,-1.5,-3.6
1997-01-10,01-10,1997,1,10,-0.4,-1.7
1997-01-11,01-11,1997,1,11,-0.3,-3.4
1997-01-12,01-12,1997,1,12,0.2,-6.4
1997-01-13,01-13,1997,1,13,-1.9,-6.4
1997-01-14,01-14,1997,1,14,-3.6,-5.3
1997-01-15,01-15,1997,1,15,-2.9,-4.0
1997-01-16,01-16,1997,1,16,-2.5,-2.7
1997-01-17,01-17,1997,1,17,-4.0,-3.1
1997-01-18,01-18,1997,1,18,-5.9,-2.4
1997-01-19,01-19,1997,1,19,-3.3,-2.9
1997-01-20,01-20,1997,1,20,-5.2,-5.8
1997-01-21,01-21,1997,1,21,-8.1,-3.8
1997-01-22,01-22,1997,1,22,-7.6,-2.1
1997-01-23,01-23,1997,1,23,-7.1,-0.1
1997-01-24,01-24,1997,1,24,-7.5,-2.0
1997-01-25,01-25,1997,1,25,-7.2,-2.6
1997-01-26,01-26,1997,1,26,-6.2,-3.6
1997-01-27,01-27,1997,1,27,-5.9,-3.6
1997-01-28,01-28,1997,1,28,-6.0,-1.0
1997-01-29,01-29,1997,1,29,-6.3,-2.6
1997-01-30,01-30,1997,1,30,-5.7,-4.2
1997-01-31,01-31,1997,1,31,-5.2,-3.8
1997-02-01,02-01,1997,2,1,-3.9,-3.6
1997-02-02,02-02,1997,2,2,-4.5,-1.1
1997-02-03,02-03,1997,2,3,-4.8,-0.9
1997-02-04,02-04,1997,2,4,-4.5,-2.3
1997-02-05,02-05,1997,2,5,-5.4,-4.2
1997-02-06,02-06,1997,2,6,-5.8,-3.6
1997-02-07,02-07,1997,2,7,-4.8,-2.7
1997-02-08,02-08,1997,2,8,-4.3,-3.7
1997-02-09,02-09,1997,2,9,-6.4,-2.0
1997-02-10,02-10,1997,2,10,-8.1,-1.3
1997-02-11,02-11,1997,2,11,-5.3,-2.8
1997-02-12,02-12,1997,2,12,-5.8,-3.7
1997-02-13,02-13,1997,2,13,-4.5,-5.3
1997-02-14,02-14,1997,2,14,-5.7,-4.0
1997-02-15,02-15,1997,2,15,-5.9,-5.1
1997-02-16,02-16,1997,2,16,-7.1,-4.4
1997-02-17,02-17,1997,2,17,-8.4,-4.1
1997-02-18,02-18,1997,2,18,-8.3,-2.5
1997-02-19,02-19,1997,2,19,-7.8,-2.9
1997-02-20,02-20,1997,2,20,-6.7,-4.0
1997-02-21,02-21,1997,2,21,-5.5,-2.1
1997-02-22,02-22,1997,2,22,-5.0,-3.4
1997-02-23,02-23,1997,2,23,-4.5,-4.3
1997-02-24,02-24,1997,2,24,-4.1,-3.3
1997-02-25,02-25,1997,2,25,-2.7,-4.9
1997-02-26,02-26,1997,2,26,-0.1,-5.4
1997-02-27,02-27,1997,2,27,-0.9,-5.3
1997-02-28,02-28,1997,2,28,-3.8,-5.7
1997-03-01,03-01,1997,3,1,-5.7,-6.6
1997-03-02,03-02,1997,3,2,-5.7,-3.1
1997-03-03,03-03,1997,3,3,-5.0,-3.1
1997-03-04,03-04,1997,3,4,-2.5,-5.5
1997-03-05,03-05,1997,3,5,-6.0,-5.5
1997-03-06,03-06,1997,3,6,-4.8,-5.0
1997-03-07,03-07,1997,3,7,-5.3,-3.6
1997-03-08,03-08,1997,3,8,-5.1,-4.4
1997-03-09,03-09,1997,3,9,-4.8,-4.8
1997-03-10,03-10,1997,3,10,-2.2,-6.0
1997-03-11,03-11,1997,3,11,-1.1,-3.0
1997-03-12,03-12,1997,3,12,3.4,-5.5
1997-03-13,03-13,1997,3,13,1.0,-6.8
1997-03-14,03-14,1997,3,14,-5.8,-5.0
1997-03-15,03-15,1997,3,15,-3.4,-3.1
1997-03-16,03-16,1997,3,16,-8.6,-1.9
1997-03-17,03-17,1997,3,17,-6.8,-4.9
1997-03-18,03-18,1997,3,18,-5.2,-2.6
1997-03-19,03-19,1997,3,19,-6.5,-2.8
1997-03-20,03-20,1997,3,20,-5.8,-3.4
1997-03-21,03-21,1997,3,21,-0.6,-7.3
1997-03-22,03-22,1997,3,22,1.7,-4.2
1997-03-23,03-23,1997,3,23,3.2,-3.2
1997-03-24,03-24,1997,3,24,3.0,-1.8
1997-03-25,03-25,1997,3,25,3.5,-4.2
1997-03-26,03-26,1997,3,26,5.2,-7.0
1997-03-27,03-27,1997,3,27,6.0,-3.6
1997-03-28,03-28,1997,3,28,4.6,-2.0
1997-03-29,03-29,1997,3,29,-1.1,2.7
1997-03-30,03-30,1997,3,30,-0.5,2.1
1997-03-31,03-31,1997,3,31,-1.9,0.4
1997-04-01,04-01,1997,4,1,-1.4,-2.1
1997-04-02,04-02,1997,4,2,0.4,-4.1
1997-04-03,04-03,1997,4,3,0.1,-0.3
1997-04-04,04-04,1997,4,4,-2.7,1.8
1997-04-05,04-05,1997,4,5,-3.0,0.1
1997-04-06,04-06,1997,4,6,-5.8,-3.6
1997-04-07,04-07,1997,4,7,-5.3,0.1
1997-04-08,04-08,1997,4,8,-5.0,1.2
1997-04-09,04-09,1997,4,9,-3.0,-1.1
