time,time2,year,month,day,winds_u,winds_v
2015-01-01,01-01,2015,1,1,2.0150485,-0.6182899
2015-01-02,01-02,2015,1,2,2.552494,-2.1019232
2015-01-03,01-03,2015,1,3,1.1854181,-0.2842384
2015-01-04,01-04,2015,1,4,2.106041,-3.6133387
2015-01-05,01-05,2015,1,5,2.4985523,-4.92617
2015-01-06,01-06,2015,1,6,0.8156356,-2.6899626
2015-01-07,01-07,2015,1,7,1.0700277,-3.030313
2015-01-08,01-08,2015,1,8,2.0572422,-3.873669
2015-01-09,01-09,2015,1,9,2.1236947,-3.8978858
2015-01-10,01-10,2015,1,10,1.8405617,-4.8353195
2015-01-11,01-11,2015,1,11,-0.8302729,-6.120325
2015-01-12,01-12,2015,1,12,-2.5094886,-3.7257867
2015-01-13,01-13,2015,1,13,-3.451925,-2.0296266
2015-01-14,01-14,2015,1,14,-2.6113183,-1.6339194
2015-01-15,01-15,2015,1,15,-1.574423,-2.4060726
2015-01-16,01-16,2015,1,16,-1.7972773,-1.3817793
2015-01-17,01-17,2015,1,17,-1.6524397,-1.9010506
2015-01-18,01-18,2015,1,18,0.062152404,-2.9568985
2015-01-19,01-19,2015,1,19,3.2790048,-3.3920236
2015-01-20,01-20,2015,1,20,3.5031817,-0.29379857
2015-01-21,01-21,2015,1,21,3.2752662,-0.06784743
2015-01-22,01-22,2015,1,22,3.4618196,-0.8099416
2015-01-23,01-23,2015,1,23,4.862321,3.3565772
2015-01-24,01-24,2015,1,24,3.4369197,0.16971755
2015-01-25,01-25,2015,1,25,5.5249887,1.2548372
2015-01-26,01-26,2015,1,26,7.1775618,-2.0016623
2015-01-27,01-27,2015,1,27,7.7526917,-2.8540866
2015-01-28,01-28,2015,1,28,6.9030004,-2.1805317
2015-01-29,01-29,2015,1,29,5.436449,-0.33746374
2015-01-30,01-30,2015,1,30,5.938052,-2.0913808
2015-01-31,01-31,2015,1,31,8.803311,-3.1639261
2015-02-01,02-01,2015,2,1,9.759086,-2.5963178
2015-02-02,02-02,2015,2,2,10.141899,-0.012421141
2015-02-03,02-03,2015,2,3,7.962422,1.2399846
2015-02-04,02-04,2015,2,4,5.015163,-0.5147546
2015-02-05,02-05,2015,2,5,2.308622,1.83627
2015-02-06,02-06,2015,2,6,-4.103459,-2.278598
2015-02-07,02-07,2015,2,7,-3.207313,-3.4256446
2015-02-08,02-08,2015,2,8,-1.7079003,-0.7694526
2015-02-09,02-09,2015,2,9,-2.0884292,-2.9740307
2015-02-10,02-10,2015,2,10,-1.1180794,-3.8531966
2015-02-11,02-11,2015,2,11,-1.4333297,-0.93726593
2015-02-12,02-12,2015,2,12,0.2740854,-1.5573905
2015-02-13,02-13,2015,2,13,0.9156981,-1.5982199
2015-02-14,02-14,2015,2,14,3.3637183,-0.7339061
2015-02-15,02-15,2015,2,15,4.2098646,-2.670804
2015-02-16,02-16,2015,2,16,6.639298,-0.40361705
2015-02-17,02-17,2015,2,17,1.7666496,-2.1035943
2015-02-18,02-18,2015,2,18,3.3320885,-1.0781232
2015-02-19,02-19,2015,2,19,-2.2642431,-0.39381707
2015-02-20,02-20,2015,2,20,-2.6660433,-2.595269
2015-02-21,02-21,2015,2,21,0.073579796,-4.066998
2015-02-22,02-22,2015,2,22,2.6235464,0.075658605
2015-02-23,02-23,2015,2,23,2.2892013,-0.44285285
2015-02-24,02-24,2015,2,24,1.9861526,-1.774684
2015-02-25,02-25,2015,2,25,2.52409,-3.1191533
2015-02-26,02-26,2015,2,26,3.6806326,-1.4600108
2015-02-27,02-27,2015,2,27,2.62975,0.086102515
2015-02-28,02-28,2015,2,28,2.8556516,0.07906123
2015-03-01,03-01,2015,3,1,1.884906,-0.7799531
2015-03-02,03-02,2015,3,2,1.6840004,-1.4478116
2015-03-03,03-03,2015,3,3,1.9922342,-2.4865506
2015-03-04,03-04,2015,3,4,5.0605383,-1.3752518
2015-03-05,03-05,2015,3,5,7.3083835,-2.224066
2015-03-06,03-06,2015,3,6,8.832109,-1.7059741
2015-03-07,03-07,2015,3,7,13.030687,-0.53862077
2015-03-08,03-08,2015,3,8,13.42973,-2.4468584
2015-03-09,03-09,2015,3,9,14.987834,0.4243484
2015-03-10,03-10,2015,3,10,14.846449,-1.2385156
2015-03-11,03-11,2015,3,11,13.744591,-1.0551153
2015-03-12,03-12,2015,3,12,13.023578,-1.6221308
2015-03-13,03-13,2015,3,13,10.705656,-3.3706877
2015-03-14,03-14,2015,3,14,7.775549,-0.08385231
2015-03-15,03-15,2015,3,15,-0.56045616,-4.0900383
2015-03-16,03-16,2015,3,16,-0.62842625,-3.067821
2015-03-17,03-17,2015,3,17,3.0177248,-2.3162284
2015-03-18,03-18,2015,3,18,5.812238,0.7436409
2015-03-19,03-19,2015,3,19,4.207247,0.08749183
2015-03-20,03-20,2015,3,20,3.9617364,0.014416891
2015-03-21,03-21,2015,3,21,2.4428296,-3.0681028
2015-03-22,03-22,2015,3,22,5.1409345,-2.1951616
2015-03-23,03-23,2015,3,23,4.5764065,-0.094923474
2015-03-24,03-24,2015,3,24,4.1316166,2.1308951
2015-03-25,03-25,2015,3,25,1.6726013,2.6630397
2015-03-26,03-26,2015,3,26,-0.34772402,2.1875794
2015-03-27,03-27,2015,3,27,0.25586483,1.0904096
2015-03-28,03-28,2015,3,28,-0.45931807,-0.4593078
2015-03-29,03-29,2015,3,29,-0.88595265,0.91397405
2015-03-30,03-30,2015,3,30,-0.22698419,0.5597462
2015-03-31,03-31,2015,3,31,-0.066692024,4.5553355
2015-04-01,04-01,2015,4,1,-3.5730767,3.9424257
2015-04-02,04-02,2015,4,2,-3.1736271,1.8077698
2015-04-03,04-03,2015,4,3,-0.8263318,-0.84041435
2015-04-04,04-04,2015,4,4,-3.3702638,-1.5889345
2015-04-05,04-05,2015,4,5,0.635622,-3.8946645
2015-04-06,04-06,2015,4,6,1.5713997,-3.1127532
2015-04-07,04-07,2015,4,7,2.5279899,-0.14243542
2015-04-08,04-08,2015,4,8,0.5710227,1.3496066
2015-04-09,04-09,2015,4,9,1.2286607,0.6209681
2015-04-10,04-10,2015,4,10,-0.92795545,2.1002083
2015-04-11,04-11,2015,4,11,-0.69627464,2.8037002
2015-04-12,04-12,2015,4,12,-0.07393215,4.1639886
2015-04-13,04-13,2015,4,13,-0.76971304,1.1444242
2015-04-14,04-14,2015,4,14,-1.2815922,1.4327592
2015-04-15,04-15,2015,4,15,-2.9303374,1.6444203
2015-04-16,04-16,2015,4,16,-1.0058098,2.828719
2015-04-17,04-17,2015,4,17,-2.99682,-2.4601078
2015-04-18,04-18,2015,4,18,-5.384405,-0.54802465
2015-04-19,04-19,2015,4,19,-3.6110919,-3.655201
2015-04-20,04-20,2015,4,20,-1.9060231,-1.0710874
2015-04-21,04-21,2015,4,21,-1.3647892,-1.085907
2015-04-22,04-22,2015,4,22,-0.09736636,-3.0290227
2015-04-23,04-23,2015,4,23,0.88124055,-1.4511706
2015-04-24,04-24,2015,4,24,0.23500259,0.14418073
2015-04-25,04-25,2015,4,25,-0.21645156,1.4113086
2015-04-26,04-26,2015,4,26,-1.349302,1.6757106
2015-04-27,04-27,2015,4,27,-0.17813252,0.7616149
2015-04-28,04-28,2015,4,28,-1.4381604,1.2190576
2015-04-29,04-29,2015,4,29,-2.273027,-2.1152947
2015-04-30,04-30,2015,4,30,-2.4043846,-1.9366785
2015-05-01,05-01,2015,5,1,0.73605645,-1.3334104
2015-05-02,05-02,2015,5,2,0.6974486,2.767308
2015-05-03,05-03,2015,5,3,-1.3274267,2.2750716
2015-05-04,05-04,2015,5,4,2.8709943,1.3845899
2015-05-05,05-05,2015,5,5,2.889811,-2.4144251
2015-05-06,05-06,2015,5,6,2.017669,-2.0333383
2015-05-07,05-07,2015,5,7,4.470978,1.2468302
2015-05-08,05-08,2015,5,8,2.2178466,0.04746775
2015-05-09,05-09,2015,5,9,3.2761984,4.584756
2015-05-10,05-10,2015,5,10,-0.9069675,4.035912
2015-05-11,05-11,2015,5,11,3.3189034,-0.68645483
2015-05-12,05-12,2015,5,12,1.5777417,-5.400018
2015-05-13,05-13,2015,5,13,-2.857944,-5.345296
2015-05-14,05-14,2015,5,14,-3.5007896,-2.123976
2015-05-15,05-15,2015,5,15,-4.3177176,1.503174
2015-05-16,05-16,2015,5,16,-2.9438856,2.2883997
2015-05-17,05-17,2015,5,17,0.16693534,3.3636036
